species,mirna,term_ID,term_description,observed_gene_count,background_gene_count,strength,signal,false_discovery_rate,matching_proteins_id_network,matching_proteins_labels_network,dataset,category_of_interest,enrichment_method,protein_db,taxon_id,assembly_name,stringdb_id
Aedes albopictus,aal-mir-190-5p,GO:0044237,Cellular metabolic process,52,4264,0.35,0.6,6.55E-07,"7160.A0A023ELN1,7160.A0A182G148,7160.A0A182G2J8,7160.A0A182G3H6,7160.A0A182G3J1,7160.A0A182G4J4,7160.A0A182G537,7160.A0A182G5B9,7160.A0A182G5D1,7160.A0A182G5V2,7160.A0A182G5Y8,7160.A0A182G6V7,7160.A0A182G6W1,7160.A0A182G7B7,7160.A0A182G7D1,7160.A0A182G8G8,7160.A0A182GBJ2,7160.A0A182GCG5,7160.A0A182GEP3,7160.A0A182GFJ3,7160.A0A182GG46,7160.A0A182GG74,7160.A0A182GGV8,7160.A0A182GGW0,7160.A0A182GGX6,7160.A0A182GH02,7160.A0A182GHB6,7160.A0A182GHU5,7160.A0A182GK16,7160.A0A182GLV7,7160.A0A182GMS9,7160.A0A182GN25,7160.A0A182GNQ1,7160.A0A182GNS9,7160.A0A182GP17,7160.A0A182GQG3,7160.A0A182GSW1,7160.A0A182GUE6,7160.A0A182GV15,7160.A0A182GWN6,7160.A0A182H264,7160.A0A182H3T2,7160.A0A182H4C2,7160.A0A182H4D2,7160.A0A182H5V2,7160.A0A182H5Y8,7160.A0A182H5Z0,7160.A0A182H6T8,7160.A0A182H9P7,7160.A0A182HDC1,7160.A0A182HE32,7160.A0A182HEV7","RP20_CCG007802,RP20_CCG000431,RP20_CCG001475,RP20_CCG002131,RP20_CCG002156,RP20_CCG002759,RP20_CCG003129,RP20_CCG003299,RP20_CCG003322,RP20_CCG003622,RP20_CCG003693,RP20_CCG004244,RP20_CCG004255,RP20_CCG004530,RP20_CCG004560,RP20_CCG005153,RP20_CCG006986,RP20_CCG007490,RP20_CCG008617,RP20_CCG009032,RP20_CCG009333,RP20_CCG009367,RP20_CCG009685,RP20_CCG009687,RP20_CCG009705,RP20_CCG009737,RP20_CCG009895,RP20_CCG010182,RP20_CCG011270,RP20_CCG012164,RP20_CCG012629,RP20_CCG012769,RP20_CCG013063,RP20_CCG013105,RP20_CCG013225,RP20_CCG013932,RP20_CCG015146,RP20_CCG015949,RP20_CCG016238,RP20_CCG017164,RP20_CCG020230,RP20_CCG021138,RP20_CCG024423,RP20_CCG028366,RP20_CCG022352,RP20_CCG022407,RP20_CCG022415,RP20_CCG022918,RP20_CCG024828,RP20_CCG027115,RP20_CCG027634,RP20_CCG028167",GO Biological Process,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-190-5p,GO:0008152,Metabolic process,55,5656,0.25,0.42,0.0005,"7160.A0A023ELN1,7160.A0A182G0L9,7160.A0A182G148,7160.A0A182G2J8,7160.A0A182G3H6,7160.A0A182G3J1,7160.A0A182G4J4,7160.A0A182G537,7160.A0A182G5B9,7160.A0A182G5D1,7160.A0A182G5V2,7160.A0A182G5Y8,7160.A0A182G6V7,7160.A0A182G6W1,7160.A0A182G7B7,7160.A0A182G7D1,7160.A0A182G8G8,7160.A0A182G9T6,7160.A0A182GBJ2,7160.A0A182GCG5,7160.A0A182GEP3,7160.A0A182GFJ3,7160.A0A182GG46,7160.A0A182GG74,7160.A0A182GGV8,7160.A0A182GGW0,7160.A0A182GGX6,7160.A0A182GH02,7160.A0A182GHB6,7160.A0A182GHU5,7160.A0A182GK16,7160.A0A182GLI1,7160.A0A182GLV7,7160.A0A182GMS9,7160.A0A182GN25,7160.A0A182GNQ1,7160.A0A182GNS9,7160.A0A182GP17,7160.A0A182GQG3,7160.A0A182GSW1,7160.A0A182GUE6,7160.A0A182GV15,7160.A0A182GWN6,7160.A0A182H264,7160.A0A182H3T2,7160.A0A182H4C2,7160.A0A182H4D2,7160.A0A182H5V2,7160.A0A182H5Y8,7160.A0A182H5Z0,7160.A0A182H6T8,7160.A0A182H9P7,7160.A0A182HDC1,7160.A0A182HE32,7160.A0A182HEV7","RP20_CCG007802,RP20_CCG000070,RP20_CCG000431,RP20_CCG001475,RP20_CCG002131,RP20_CCG002156,RP20_CCG002759,RP20_CCG003129,RP20_CCG003299,RP20_CCG003322,RP20_CCG003622,RP20_CCG003693,RP20_CCG004244,RP20_CCG004255,RP20_CCG004530,RP20_CCG004560,RP20_CCG005153,RP20_CCG005953,RP20_CCG006986,RP20_CCG007490,RP20_CCG008617,RP20_CCG009032,RP20_CCG009333,RP20_CCG009367,RP20_CCG009685,RP20_CCG009687,RP20_CCG009705,RP20_CCG009737,RP20_CCG009895,RP20_CCG010182,RP20_CCG011270,RP20_CCG012000,RP20_CCG012164,RP20_CCG012629,RP20_CCG012769,RP20_CCG013063,RP20_CCG013105,RP20_CCG013225,RP20_CCG013932,RP20_CCG015146,RP20_CCG015949,RP20_CCG016238,RP20_CCG017164,RP20_CCG020230,RP20_CCG021138,RP20_CCG024423,RP20_CCG028366,RP20_CCG022352,RP20_CCG022407,RP20_CCG022415,RP20_CCG022918,RP20_CCG024828,RP20_CCG027115,RP20_CCG027634,RP20_CCG028167",GO Biological Process,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-190-5p,GO:0071704,Organic substance metabolic process,50,5262,0.24,0.35,0.0057,"7160.A0A023ELN1,7160.A0A182G0L9,7160.A0A182G148,7160.A0A182G2J8,7160.A0A182G3H6,7160.A0A182G3J1,7160.A0A182G4J4,7160.A0A182G537,7160.A0A182G5B9,7160.A0A182G5D1,7160.A0A182G5V2,7160.A0A182G5Y8,7160.A0A182G6W1,7160.A0A182G7D1,7160.A0A182G8G8,7160.A0A182G9T6,7160.A0A182GBJ2,7160.A0A182GCG5,7160.A0A182GEP3,7160.A0A182GFJ3,7160.A0A182GG46,7160.A0A182GGV8,7160.A0A182GGW0,7160.A0A182GGX6,7160.A0A182GH02,7160.A0A182GHB6,7160.A0A182GHU5,7160.A0A182GK16,7160.A0A182GLV7,7160.A0A182GMS9,7160.A0A182GN25,7160.A0A182GNQ1,7160.A0A182GNS9,7160.A0A182GP17,7160.A0A182GQG3,7160.A0A182GUE6,7160.A0A182GV15,7160.A0A182GWN6,7160.A0A182H264,7160.A0A182H3T2,7160.A0A182H4C2,7160.A0A182H4D2,7160.A0A182H5V2,7160.A0A182H5Y8,7160.A0A182H5Z0,7160.A0A182H6T8,7160.A0A182H9P7,7160.A0A182HDC1,7160.A0A182HE32,7160.A0A182HEV7","RP20_CCG007802,RP20_CCG000070,RP20_CCG000431,RP20_CCG001475,RP20_CCG002131,RP20_CCG002156,RP20_CCG002759,RP20_CCG003129,RP20_CCG003299,RP20_CCG003322,RP20_CCG003622,RP20_CCG003693,RP20_CCG004255,RP20_CCG004560,RP20_CCG005153,RP20_CCG005953,RP20_CCG006986,RP20_CCG007490,RP20_CCG008617,RP20_CCG009032,RP20_CCG009333,RP20_CCG009685,RP20_CCG009687,RP20_CCG009705,RP20_CCG009737,RP20_CCG009895,RP20_CCG010182,RP20_CCG011270,RP20_CCG012164,RP20_CCG012629,RP20_CCG012769,RP20_CCG013063,RP20_CCG013105,RP20_CCG013225,RP20_CCG013932,RP20_CCG015949,RP20_CCG016238,RP20_CCG017164,RP20_CCG020230,RP20_CCG021138,RP20_CCG024423,RP20_CCG028366,RP20_CCG022352,RP20_CCG022407,RP20_CCG022415,RP20_CCG022918,RP20_CCG024828,RP20_CCG027115,RP20_CCG027634,RP20_CCG028167",GO Biological Process,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-190-5p,GO:0005737,Cytoplasm,54,5617,0.24,0.41,0.00062,"7160.A0A023EIB6,7160.A0A023ERX9,7160.A0A182G0L9,7160.A0A182G148,7160.A0A182G1N3,7160.A0A182G3J1,7160.A0A182G4J4,7160.A0A182G5B9,7160.A0A182G5V2,7160.A0A182G5Y8,7160.A0A182G6N6,7160.A0A182G6V7,7160.A0A182G6W1,7160.A0A182G7B7,7160.A0A182GCC4,7160.A0A182GCG5,7160.A0A182GDI3,7160.A0A182GEP3,7160.A0A182GFC6,7160.A0A182GFJ3,7160.A0A182GG46,7160.A0A182GG74,7160.A0A182GGV8,7160.A0A182GGW0,7160.A0A182GGX6,7160.A0A182GH02,7160.A0A182GHB6,7160.A0A182GHU5,7160.A0A182GIE1,7160.A0A182GIF8,7160.A0A182GLV7,7160.A0A182GMS9,7160.A0A182GN25,7160.A0A182GNI6,7160.A0A182GNQ1,7160.A0A182GNS9,7160.A0A182GP17,7160.A0A182GSW1,7160.A0A182GTN5,7160.A0A182GUE6,7160.A0A182GV15,7160.A0A182GWN6,7160.A0A182H213,7160.A0A182H264,7160.A0A182H3T2,7160.A0A182H4D2,7160.A0A182H556,7160.A0A182H5V2,7160.A0A182H5Y8,7160.A0A182H5Z0,7160.A0A182H6T8,7160.A0A182H9P7,7160.A0A182HEJ7,7160.A0A182HEV7","RP20_CCG003697,RP20_CCG002258,RP20_CCG000070,RP20_CCG000431,RP20_CCG000852,RP20_CCG002156,RP20_CCG002759,RP20_CCG003299,RP20_CCG003622,RP20_CCG003693,RP20_CCG004132,RP20_CCG004244,RP20_CCG004255,RP20_CCG004530,RP20_CCG007427,RP20_CCG007490,RP20_CCG008046,RP20_CCG008617,RP20_CCG008947,RP20_CCG009032,RP20_CCG009333,RP20_CCG009367,RP20_CCG009685,RP20_CCG009687,RP20_CCG009705,RP20_CCG009737,RP20_CCG009895,RP20_CCG010182,RP20_CCG010430,RP20_CCG010457,RP20_CCG012164,RP20_CCG012629,RP20_CCG012769,RP20_CCG012967,RP20_CCG013063,RP20_CCG013105,RP20_CCG013225,RP20_CCG015146,RP20_CCG015582,RP20_CCG015949,RP20_CCG016238,RP20_CCG017164,RP20_CCG020159,RP20_CCG020230,RP20_CCG021138,RP20_CCG028366,RP20_CCG021911,RP20_CCG022352,RP20_CCG022407,RP20_CCG022415,RP20_CCG022918,RP20_CCG024828,RP20_CCG027949,RP20_CCG028167",GO Cellular Component,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-190-5p,GO:0110165,Cellular anatomical entity,88,13253,0.08,0.31,0.0014,"7160.A0A023EIB6,7160.A0A023EK76,7160.A0A023ELN1,7160.A0A023ERX9,7160.A0A182G0L9,7160.A0A182G148,7160.A0A182G1N3,7160.A0A182G1N5,7160.A0A182G2J8,7160.A0A182G3H6,7160.A0A182G3J1,7160.A0A182G4J4,7160.A0A182G537,7160.A0A182G5B9,7160.A0A182G5D1,7160.A0A182G5V2,7160.A0A182G5Y8,7160.A0A182G6N6,7160.A0A182G6V7,7160.A0A182G6W1,7160.A0A182G7B7,7160.A0A182G7D1,7160.A0A182G876,7160.A0A182G8G8,7160.A0A182G8L8,7160.A0A182G9T6,7160.A0A182GBJ2,7160.A0A182GC06,7160.A0A182GCC4,7160.A0A182GCG5,7160.A0A182GDI3,7160.A0A182GE35,7160.A0A182GEP3,7160.A0A182GFC6,7160.A0A182GFJ3,7160.A0A182GFY2,7160.A0A182GG46,7160.A0A182GG74,7160.A0A182GGV8,7160.A0A182GGW0,7160.A0A182GGX6,7160.A0A182GH02,7160.A0A182GHB6,7160.A0A182GHC8,7160.A0A182GHU5,7160.A0A182GHY4,7160.A0A182GIE1,7160.A0A182GIF8,7160.A0A182GK16,7160.A0A182GLI1,7160.A0A182GLV7,7160.A0A182GMS9,7160.A0A182GN25,7160.A0A182GNI6,7160.A0A182GNQ1,7160.A0A182GNS9,7160.A0A182GP17,7160.A0A182GQG3,7160.A0A182GQP8,7160.A0A182GSW1,7160.A0A182GTN5,7160.A0A182GUE6,7160.A0A182GUY8,7160.A0A182GV15,7160.A0A182GWN6,7160.A0A182GZ34,7160.A0A182H213,7160.A0A182H264,7160.A0A182H2W6,7160.A0A182H331,7160.A0A182H3T2,7160.A0A182H4C2,7160.A0A182H4D2,7160.A0A182H4Q1,7160.A0A182H556,7160.A0A182H581,7160.A0A182H5V2,7160.A0A182H5Y8,7160.A0A182H5Z0,7160.A0A182H666,7160.A0A182H6T8,7160.A0A182H9P7,7160.A0A182HD07,7160.A0A182HDC1,7160.A0A182HDP4,7160.A0A182HE32,7160.A0A182HEJ7,7160.A0A182HEV7","RP20_CCG003697,RP20_CCG027511,RP20_CCG007802,RP20_CCG002258,RP20_CCG000070,RP20_CCG000431,RP20_CCG000852,RP20_CCG000855,RP20_CCG001475,RP20_CCG002131,RP20_CCG002156,RP20_CCG002759,RP20_CCG003129,RP20_CCG003299,RP20_CCG003322,RP20_CCG003622,RP20_CCG003693,RP20_CCG004132,RP20_CCG004244,RP20_CCG004255,RP20_CCG004530,RP20_CCG004560,RP20_CCG005027,RP20_CCG005153,RP20_CCG005245,RP20_CCG005953,RP20_CCG006986,RP20_CCG007252,RP20_CCG007427,RP20_CCG007490,RP20_CCG008046,RP20_CCG008334,RP20_CCG008617,RP20_CCG008947,RP20_CCG009032,RP20_CCG009238,RP20_CCG009333,RP20_CCG009367,RP20_CCG009685,RP20_CCG009687,RP20_CCG009705,RP20_CCG009737,RP20_CCG009895,RP20_CCG009918,RP20_CCG010182,RP20_CCG010225,RP20_CCG010430,RP20_CCG010457,RP20_CCG011270,RP20_CCG012000,RP20_CCG012164,RP20_CCG012629,RP20_CCG012769,RP20_CCG012967,RP20_CCG013063,RP20_CCG013105,RP20_CCG013225,RP20_CCG013932,RP20_CCG014058,RP20_CCG015146,RP20_CCG015582,RP20_CCG015949,RP20_CCG016202,RP20_CCG016238,RP20_CCG017164,RP20_CCG018455,RP20_CCG020159,RP20_CCG020230,RP20_CCG020590,RP20_CCG020695,RP20_CCG021138,RP20_CCG024423,RP20_CCG028366,RP20_CCG021653,RP20_CCG021911,RP20_CCG021961,RP20_CCG022352,RP20_CCG022407,RP20_CCG022415,RP20_CCG022536,RP20_CCG022918,RP20_CCG024828,RP20_CCG026911,RP20_CCG027115,RP20_CCG027365,RP20_CCG027634,RP20_CCG027949,RP20_CCG028167",GO Cellular Component,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-190-5p,GO:0005622,Intracellular anatomical structure,66,8647,0.14,0.27,0.0192,"7160.A0A023EIB6,7160.A0A023ELN1,7160.A0A023ERX9,7160.A0A182G0L9,7160.A0A182G148,7160.A0A182G1N3,7160.A0A182G3H6,7160.A0A182G3J1,7160.A0A182G4J4,7160.A0A182G5B9,7160.A0A182G5D1,7160.A0A182G5V2,7160.A0A182G5Y8,7160.A0A182G6N6,7160.A0A182G6V7,7160.A0A182G6W1,7160.A0A182G7B7,7160.A0A182G7D1,7160.A0A182G8G8,7160.A0A182G9T6,7160.A0A182GCC4,7160.A0A182GCG5,7160.A0A182GDI3,7160.A0A182GEP3,7160.A0A182GFC6,7160.A0A182GFJ3,7160.A0A182GG46,7160.A0A182GG74,7160.A0A182GGV8,7160.A0A182GGW0,7160.A0A182GGX6,7160.A0A182GH02,7160.A0A182GHB6,7160.A0A182GHU5,7160.A0A182GIE1,7160.A0A182GIF8,7160.A0A182GK16,7160.A0A182GLV7,7160.A0A182GMS9,7160.A0A182GN25,7160.A0A182GNI6,7160.A0A182GNQ1,7160.A0A182GNS9,7160.A0A182GP17,7160.A0A182GSW1,7160.A0A182GTN5,7160.A0A182GUE6,7160.A0A182GV15,7160.A0A182GWN6,7160.A0A182H213,7160.A0A182H264,7160.A0A182H331,7160.A0A182H3T2,7160.A0A182H4C2,7160.A0A182H4D2,7160.A0A182H556,7160.A0A182H5V2,7160.A0A182H5Y8,7160.A0A182H5Z0,7160.A0A182H666,7160.A0A182H6T8,7160.A0A182H9P7,7160.A0A182HDC1,7160.A0A182HDP4,7160.A0A182HEJ7,7160.A0A182HEV7","RP20_CCG003697,RP20_CCG007802,RP20_CCG002258,RP20_CCG000070,RP20_CCG000431,RP20_CCG000852,RP20_CCG002131,RP20_CCG002156,RP20_CCG002759,RP20_CCG003299,RP20_CCG003322,RP20_CCG003622,RP20_CCG003693,RP20_CCG004132,RP20_CCG004244,RP20_CCG004255,RP20_CCG004530,RP20_CCG004560,RP20_CCG005153,RP20_CCG005953,RP20_CCG007427,RP20_CCG007490,RP20_CCG008046,RP20_CCG008617,RP20_CCG008947,RP20_CCG009032,RP20_CCG009333,RP20_CCG009367,RP20_CCG009685,RP20_CCG009687,RP20_CCG009705,RP20_CCG009737,RP20_CCG009895,RP20_CCG010182,RP20_CCG010430,RP20_CCG010457,RP20_CCG011270,RP20_CCG012164,RP20_CCG012629,RP20_CCG012769,RP20_CCG012967,RP20_CCG013063,RP20_CCG013105,RP20_CCG013225,RP20_CCG015146,RP20_CCG015582,RP20_CCG015949,RP20_CCG016238,RP20_CCG017164,RP20_CCG020159,RP20_CCG020230,RP20_CCG020695,RP20_CCG021138,RP20_CCG024423,RP20_CCG028366,RP20_CCG021911,RP20_CCG022352,RP20_CCG022407,RP20_CCG022415,RP20_CCG022536,RP20_CCG022918,RP20_CCG024828,RP20_CCG027115,RP20_CCG027365,RP20_CCG027949,RP20_CCG028167",GO Cellular Component,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-190-5p,GO:0003824,Catalytic activity,53,4641,0.32,0.56,3.19E-06,"7160.A0A023EIB6,7160.A0A182G0L9,7160.A0A182G148,7160.A0A182G1N5,7160.A0A182G2J8,7160.A0A182G3J1,7160.A0A182G4J4,7160.A0A182G537,7160.A0A182G5B9,7160.A0A182G5V2,7160.A0A182G5Y8,7160.A0A182G6V7,7160.A0A182G6W1,7160.A0A182G7B7,7160.A0A182G8G8,7160.A0A182G910,7160.A0A182GBJ2,7160.A0A182GCC4,7160.A0A182GCG5,7160.A0A182GE35,7160.A0A182GEP3,7160.A0A182GFJ3,7160.A0A182GG46,7160.A0A182GGV8,7160.A0A182GGW0,7160.A0A182GGX6,7160.A0A182GH02,7160.A0A182GHB6,7160.A0A182GHU5,7160.A0A182GLI1,7160.A0A182GLV7,7160.A0A182GMS9,7160.A0A182GN25,7160.A0A182GNQ1,7160.A0A182GNS9,7160.A0A182GP17,7160.A0A182GQG3,7160.A0A182GSW1,7160.A0A182GUE6,7160.A0A182GUY8,7160.A0A182GV15,7160.A0A182GWN6,7160.A0A182H264,7160.A0A182H3T2,7160.A0A182H5V2,7160.A0A182H5Y8,7160.A0A182H5Z0,7160.A0A182H6T8,7160.A0A182H9P7,7160.A0A182HDC1,7160.A0A182HDP4,7160.A0A182HE32,7160.A0A182HEV7","RP20_CCG003697,RP20_CCG000070,RP20_CCG000431,RP20_CCG000855,RP20_CCG001475,RP20_CCG002156,RP20_CCG002759,RP20_CCG003129,RP20_CCG003299,RP20_CCG003622,RP20_CCG003693,RP20_CCG004244,RP20_CCG004255,RP20_CCG004530,RP20_CCG005153,RP20_CCG005475,RP20_CCG006986,RP20_CCG007427,RP20_CCG007490,RP20_CCG008334,RP20_CCG008617,RP20_CCG009032,RP20_CCG009333,RP20_CCG009685,RP20_CCG009687,RP20_CCG009705,RP20_CCG009737,RP20_CCG009895,RP20_CCG010182,RP20_CCG012000,RP20_CCG012164,RP20_CCG012629,RP20_CCG012769,RP20_CCG013063,RP20_CCG013105,RP20_CCG013225,RP20_CCG013932,RP20_CCG015146,RP20_CCG015949,RP20_CCG016202,RP20_CCG016238,RP20_CCG017164,RP20_CCG020230,RP20_CCG021138,RP20_CCG022352,RP20_CCG022407,RP20_CCG022415,RP20_CCG022918,RP20_CCG024828,RP20_CCG027115,RP20_CCG027365,RP20_CCG027634,RP20_CCG028167",GO Molecular Function,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-190-5p,GO:0036094,Small molecule binding,23,1437,0.47,0.48,0.0024,"7160.A0A023EIB6,7160.A0A182G0L9,7160.A0A182G148,7160.A0A182G1N5,7160.A0A182G4J4,7160.A0A182G6V7,7160.A0A182G6W1,7160.A0A182GCG5,7160.A0A182GE35,7160.A0A182GEP3,7160.A0A182GGV8,7160.A0A182GGW0,7160.A0A182GGX6,7160.A0A182GN25,7160.A0A182GP17,7160.A0A182GUY8,7160.A0A182GV15,7160.A0A182GWN6,7160.A0A182H3T2,7160.A0A182H556,7160.A0A182H5Z0,7160.A0A182H9P7,7160.A0A182HE32","RP20_CCG003697,RP20_CCG000070,RP20_CCG000431,RP20_CCG000855,RP20_CCG002759,RP20_CCG004244,RP20_CCG004255,RP20_CCG007490,RP20_CCG008334,RP20_CCG008617,RP20_CCG009685,RP20_CCG009687,RP20_CCG009705,RP20_CCG012769,RP20_CCG013225,RP20_CCG016202,RP20_CCG016238,RP20_CCG017164,RP20_CCG021138,RP20_CCG021911,RP20_CCG022415,RP20_CCG024828,RP20_CCG027634",GO Molecular Function,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-190-5p,GO:0043168,Anion binding,22,1366,0.47,0.48,0.0025,"7160.A0A023EIB6,7160.A0A182G0L9,7160.A0A182G1N5,7160.A0A182G4J4,7160.A0A182G6V7,7160.A0A182G6W1,7160.A0A182GCG5,7160.A0A182GE35,7160.A0A182GEP3,7160.A0A182GGW0,7160.A0A182GGX6,7160.A0A182GN25,7160.A0A182GNI6,7160.A0A182GP17,7160.A0A182GUY8,7160.A0A182GV15,7160.A0A182GWN6,7160.A0A182H3T2,7160.A0A182H556,7160.A0A182H5Z0,7160.A0A182H9P7,7160.A0A182HE32","RP20_CCG003697,RP20_CCG000070,RP20_CCG000855,RP20_CCG002759,RP20_CCG004244,RP20_CCG004255,RP20_CCG007490,RP20_CCG008334,RP20_CCG008617,RP20_CCG009687,RP20_CCG009705,RP20_CCG012769,RP20_CCG012967,RP20_CCG013225,RP20_CCG016202,RP20_CCG016238,RP20_CCG017164,RP20_CCG021138,RP20_CCG021911,RP20_CCG022415,RP20_CCG024828,RP20_CCG027634",GO Molecular Function,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-190-5p,GO:0000166,Nucleotide binding,21,1297,0.47,0.47,0.003,"7160.A0A023EIB6,7160.A0A182G0L9,7160.A0A182G1N5,7160.A0A182G4J4,7160.A0A182G6W1,7160.A0A182GCG5,7160.A0A182GE35,7160.A0A182GEP3,7160.A0A182GGV8,7160.A0A182GGW0,7160.A0A182GGX6,7160.A0A182GN25,7160.A0A182GP17,7160.A0A182GUY8,7160.A0A182GV15,7160.A0A182GWN6,7160.A0A182H3T2,7160.A0A182H556,7160.A0A182H5Z0,7160.A0A182H9P7,7160.A0A182HE32","RP20_CCG003697,RP20_CCG000070,RP20_CCG000855,RP20_CCG002759,RP20_CCG004255,RP20_CCG007490,RP20_CCG008334,RP20_CCG008617,RP20_CCG009685,RP20_CCG009687,RP20_CCG009705,RP20_CCG012769,RP20_CCG013225,RP20_CCG016202,RP20_CCG016238,RP20_CCG017164,RP20_CCG021138,RP20_CCG021911,RP20_CCG022415,RP20_CCG024828,RP20_CCG027634",GO Molecular Function,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-190-5p,aalb01100,Metabolic pathways,18,857,0.58,0.67,0.00013,"7160.A0A182G0L9,7160.A0A182G148,7160.A0A182G2J8,7160.A0A182G5V2,7160.A0A182G6V7,7160.A0A182G6W1,7160.A0A182GCC4,7160.A0A182GEP3,7160.A0A182GFJ3,7160.A0A182GG46,7160.A0A182GHU5,7160.A0A182GLI1,7160.A0A182GN25,7160.A0A182GNQ1,7160.A0A182H5V2,7160.A0A182H5Y8,7160.A0A182H9P7,7160.A0A182HEV7","RP20_CCG000070,RP20_CCG000431,RP20_CCG001475,RP20_CCG003622,RP20_CCG004244,RP20_CCG004255,RP20_CCG007427,RP20_CCG008617,RP20_CCG009032,RP20_CCG009333,RP20_CCG010182,RP20_CCG012000,RP20_CCG012769,RP20_CCG013063,RP20_CCG022352,RP20_CCG022407,RP20_CCG024828,RP20_CCG028167",KEGG,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-190-5p,aalb01200,Carbon metabolism,5,87,1.02,0.54,0.01,"7160.A0A182G148,7160.A0A182G6V7,7160.A0A182GEP3,7160.A0A182GHU5,7160.A0A182GNQ1","RP20_CCG000431,RP20_CCG004244,RP20_CCG008617,RP20_CCG010182,RP20_CCG013063",KEGG,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-190-5p,aalb00071,Fatty acid degradation,3,32,1.23,0.4,0.0412,"7160.A0A182G6W1,7160.A0A182GEP3,7160.A0A182GHU5","RP20_CCG004255,RP20_CCG008617,RP20_CCG010182",KEGG,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-190-5p,CL:9968,"mRNA 3-end processing, and RNA-binding domain superfamily",7,101,1.1,0.6,0.006,"7160.A0A023ELN1,7160.A0A182G7D1,7160.A0A182G9T6,7160.A0A182GFC6,7160.A0A182GK16,7160.A0A182H3T2,7160.A0A182HDC1","RP20_CCG007802,RP20_CCG004560,RP20_CCG005953,RP20_CCG008947,RP20_CCG011270,RP20_CCG021138,RP20_CCG027115",Local Network Cluster (STRING),NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-190-5p,MAP-1430728,Metabolism,32,2167,0.43,0.57,9.89E-05,"7160.A0A182G148,7160.A0A182G2J8,7160.A0A182G4J4,7160.A0A182G537,7160.A0A182G5V2,7160.A0A182G6V7,7160.A0A182G6W1,7160.A0A182G7B7,7160.A0A182G8L8,7160.A0A182GCC4,7160.A0A182GEP3,7160.A0A182GG46,7160.A0A182GGV8,7160.A0A182GHU5,7160.A0A182GHY4,7160.A0A182GLI1,7160.A0A182GMS9,7160.A0A182GN25,7160.A0A182GNQ1,7160.A0A182GNS9,7160.A0A182GQG3,7160.A0A182GSW1,7160.A0A182GTN5,7160.A0A182GUE6,7160.A0A182H213,7160.A0A182H4C2,7160.A0A182H4Q1,7160.A0A182H581,7160.A0A182H5V2,7160.A0A182H5Y8,7160.A0A182H9P7,7160.A0A182HEV7","RP20_CCG000431,RP20_CCG001475,RP20_CCG002759,RP20_CCG003129,RP20_CCG003622,RP20_CCG004244,RP20_CCG004255,RP20_CCG004530,RP20_CCG005245,RP20_CCG007427,RP20_CCG008617,RP20_CCG009333,RP20_CCG009685,RP20_CCG010182,RP20_CCG010225,RP20_CCG012000,RP20_CCG012629,RP20_CCG012769,RP20_CCG013063,RP20_CCG013105,RP20_CCG013932,RP20_CCG015146,RP20_CCG015582,RP20_CCG015949,RP20_CCG020159,RP20_CCG024423,RP20_CCG021653,RP20_CCG021961,RP20_CCG022352,RP20_CCG022407,RP20_CCG024828,RP20_CCG028167",Reactome Pathways,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
