#node	identifier	x_position	y_position	color	annotation
RP20_CCG009285	7160.A0A182GG15	0.6888582677165356	0.7945385266723116	rgb(187,239,117)	Thioredoxin domain-containing protein.
RP20_CCG009300	7160.A0A182GG23	0.5233858267716536	0.2904318374259102	rgb(117,239,176)	Uncharacterized protein.
RP20_CCG009340	7160.A0A182GUP1	0.23318897637795277	0.4226502963590178	rgb(101,255,163)	GB1/RHD3-type G domain-containing protein.
RP20_CCG009367	7160.A0A182GG74	0.16161417322834648	0.6482218458933109	rgb(239,218,117)	Sidoreflexin.
RP20_CCG009412	7160.A0A182GGA9	0.16161417322834648	0.5445808636748518	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG009444	7160.A0A182GGD0	0.16161417322834648	0.4043607112616427	rgb(201,239,117)	Peptidase S1 domain-containing protein; Belongs to the peptidase S1 family.
RP20_CCG009530	7160.A0A182GGJ1	0.16161417322834648	0.3312023708721422	rgb(239,214,117)	MFS domain-containing protein.
RP20_CCG009668	7160.A0A182GGU3	0.16161417322834648	0.1483065198983912	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG009682	7160.A0A182GGV5	0.2012992125984252	0.1483065198983912	rgb(117,117,239)	Integrase catalytic domain-containing protein.
RP20_CCG009705	7160.A0A182GGX6	0.4528740157480315	0.6802286198137173	rgb(239,230,117)	Elongation factor G, mitochondrial; Mitochondrial GTPase that catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post-translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome.
RP20_CCG009707	7160.A0A182GGX8	0.41318897637795277	0.2629974597798476	rgb(117,162,239)	Anion exchange protein.
RP20_CCG009737	7160.A0A182GH02	0.46527559055118106	0.5659187129551229	rgb(211,239,117)	USP domain-containing protein.
RP20_CCG009773	7160.A0A182GH29	0.31468503937007875	0.1483065198983912	rgb(117,160,239)	Uncharacterized protein.
RP20_CCG010047	7160.A0A182GHM7	0.5017716535433071	0.1422099915325995	rgb(163,239,117)	Uncharacterized protein.
RP20_CCG010133	7160.A0A182GHS1	0.4224015748031496	0.7183319220999154	rgb(239,158,117)	Elongation factor 1-alpha; This protein promotes the GTP-dependent binding of aminoacyl- tRNA to the A-site of ribosomes during protein biosynthesis.
RP20_CCG010182	7160.A0A182GHU5	0.5010629921259843	0.7808213378492803	rgb(117,117,239)	ADH_zinc_N domain-containing protein.
RP20_CCG010187	7160.A0A182GHU9	0.7115354330708662	0.5701100762066047	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG010259	7160.A0A182GI06	0.5205511811023623	0.38797629127857747	rgb(117,225,239)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit.
RP20_CCG010296	7160.A0A182GI38	0.5414566929133859	0.1422099915325995	rgb(117,168,239)	PHD-type domain-containing protein.
RP20_CCG010314	7160.A0A023EFS1	0.7019685039370079	0.6108806096528366	rgb(117,239,150)	Putative fatty acid-binding protein fabp; Belongs to the calycin superfamily. Fatty-acid binding protein (FABP) family.
RP20_CCG010352	7160.A0A182GI84	0.77248031496063	0.21079593564775617	rgb(177,239,117)	Reverse transcriptase domain-containing protein.
RP20_CCG010358	7160.A0A182GI88	0.768228346456693	0.7945385266723116	rgb(140,239,117)	Uncharacterized protein.
RP20_CCG010372	7160.A0A182GI96	0.7285433070866142	0.8006350550381033	rgb(117,231,239)	Uncharacterized protein.
RP20_CCG010397	7160.A0A182GIB7	0.6491732283464567	0.8006350550381033	rgb(117,149,239)	Uncharacterized protein.
RP20_CCG010480	7160.A0A182GIH3	0.5244488188976378	0.8006350550381033	rgb(239,126,117)	Uncharacterized protein.
RP20_CCG010481	7160.A0A182GIH4	0.4734251968503937	0.8006350550381033	rgb(175,239,117)	Uncharacterized protein.
RP20_CCG010498	7160.A0A182GII8	0.1559448818897638	0.7518628281117697	rgb(117,128,239)	Uncharacterized protein.
RP20_CCG010567	7160.A0A182GIN2	0.5892913385826772	0.42798475867908553	rgb(117,129,239)	Uncharacterized protein.
RP20_CCG010630	7160.A0A182GIS9	0.29448818897637796	0.7514817950889078	rgb(216,239,117)	Uncharacterized protein; Belongs to the mitochondrial carrier (TC 2.A.29) family.
RP20_CCG010658	7160.A0A182GIV3	0.24877952755905514	0.499618966977138	rgb(117,239,169)	SERPIN domain-containing protein; Belongs to the serpin family.
RP20_CCG010717	7160.A0A182GIZ3	0.1559448818897638	0.18488569009314143	rgb(117,239,163)	Uncharacterized protein.
RP20_CCG010763	7160.A0A182GJ26	0.5811417322834647	0.13611346316680778	rgb(117,239,206)	Uncharacterized protein.
RP20_CCG010799	7160.A0A182GJ49	0.7398818897637796	0.13611346316680778	rgb(117,235,239)	Uncharacterized protein.
RP20_CCG010842	7160.A0A182H373	0.8164173228346457	0.932853513971211	rgb(239,229,117)	Uncharacterized protein.
RP20_CCG010898	7160.A0A182GJ96	0.21830708661417325	0.8067315834038951	rgb(117,239,229)	Uncharacterized protein.
RP20_CCG010956	7160.A0A182GJD7	0.337007874015748	0.3129127857747671	rgb(117,120,239)	Uncharacterized protein.
RP20_CCG010977	7160.A0A182GJE9	0.17862204724409447	0.8067315834038951	rgb(117,239,199)	Uncharacterized protein.
RP20_CCG011049	7160.A0A182GJK2	0.15027559055118112	0.7335732430143946	rgb(117,239,184)	Uncharacterized protein.
RP20_CCG011177	7160.A0A182GJU2	0.2012992125984252	0.4043607112616427	rgb(117,239,139)	SERPIN domain-containing protein; Belongs to the serpin family.
RP20_CCG011190	7160.A0A182GJV0	0.688503937007874	0.7423370025402202	rgb(138,239,117)	Uncharacterized protein; Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family.
RP20_CCG011195	7160.A0A182GJV2	0.15027559055118112	0.7152836579170195	rgb(130,239,117)	Uncharacterized protein.
RP20_CCG011270	7160.A0A182GK16	0.4943307086614173	0.4211261642675699	rgb(117,239,202)	CPSF_A domain-containing protein.
RP20_CCG011302	7160.A0A182GK33	0.5761811023622048	0.7164267569856054	rgb(117,139,239)	Uncharacterized protein.
RP20_CCG011363	7160.A0A182GK76	0.7707086614173229	0.6886113463166809	rgb(191,239,117)	Angiomotin_C domain-containing protein.
RP20_CCG011501	7160.A0A182GKJ0	0.15027559055118112	0.44703640982218457	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG011530	7160.A0A182GKK8	0.15027559055118112	0.3129127857747671	rgb(117,239,152)	CNDH2_C domain-containing protein.
RP20_CCG011598	7160.A0A182GKQ4	0.24098425196850393	0.13611346316680778	rgb(239,216,117)	Uncharacterized protein.
RP20_CCG011607	7160.A0A182GKR1	0.35437007874015747	0.13611346316680778	rgb(117,239,121)	Uncharacterized protein.
RP20_CCG011608	7160.A0A182GKR2	0.4620866141732283	0.13001693480101612	rgb(128,239,117)	Uncharacterized protein.
RP20_CCG011742	7160.A0A023EK43	0.6321653543307088	0.29462320067739206	rgb(239,207,117)	Ferritin; Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation. Belongs to the ferritin family.
RP20_CCG011766	7160.A0A182GL31	0.6208267716535434	0.13001693480101612	rgb(239,177,117)	SECA_MOTOR_DEAD domain-containing protein.
RP20_CCG011773	7160.A0A182GL33	0.6605118110236221	0.13001693480101612	rgb(117,136,239)	Uncharacterized protein.
RP20_CCG011816	7160.A0A182GL59	0.7717716535433072	0.22794242167654533	rgb(136,239,117)	Integrase catalytic domain-containing protein.
RP20_CCG011827	7160.A0A182GL68	0.7001968503937009	0.13001693480101612	rgb(215,239,117)	MFS domain-containing protein; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
RP20_CCG011829	7160.A0A182GVZ2	0.7965748031496064	0.1483065198983912	rgb(0,178,157)	MFS domain-containing protein; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
RP20_CCG011874	7160.A0A023EQV8	0.5552755905511811	0.5514394580863675	rgb(196,239,117)	J domain-containing protein.
RP20_CCG011899	7160.A0A182GLB9	0.6282677165354331	0.5129551227773074	rgb(117,181,239)	KH domain-containing protein.
RP20_CCG011919	7160.A0A182GLC9	0.7795669291338584	0.13001693480101612	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG011959	7160.A0A182GLF1	0.669724409448819	0.7480524978831499	rgb(222,239,117)	Uncharacterized protein.
RP20_CCG012000	7160.A0A182GLI1	0.4900787401574803	0.8375952582557156	rgb(239,166,117)	UDP-glucuronosyltransferase; Belongs to the UDP-glycosyltransferase family.
RP20_CCG012009	7160.A0A182GLJ0	0.7381102362204724	0.5270533446232006	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG012060	7160.A0A182GLN0	0.7795669291338584	0.41045723962743436	rgb(233,239,117)	Glycosyltransferase family 92 protein; Belongs to the glycosyltransferase 92 family.
RP20_CCG012103	7160.A0A182GLR2	0.7795669291338584	0.6360287891617273	rgb(117,204,239)	Uncharacterized protein.
RP20_CCG012145	7160.A0A182GLU1	0.716496062992126	0.2458509737510584	rgb(117,239,168)	Ig-like domain-containing protein.
RP20_CCG012161	7160.A0A182GLV4	0.3490551181102362	0.5640135478408129	rgb(117,194,239)	TPR_REGION domain-containing protein.
RP20_CCG012181	7160.A0A182GLX2	0.7795669291338584	0.6543183742591026	rgb(117,117,239)	FLYWCH-type domain-containing protein.
RP20_CCG012239	7160.A0A182GM03	0.9322834645669292	0.7610076206604572	rgb(133,239,117)	Integrase catalytic domain-containing protein.
RP20_CCG012242	7160.A0A182GM05	0.7795669291338584	0.7091871295512279	rgb(239,161,117)	BHLH domain-containing protein.
RP20_CCG012262	7160.A0A023EGI5	0.30901574803149606	0.6360287891617273	rgb(117,147,239)	Putative secreted protein.
RP20_CCG012281	7160.A0A182GM34	0.2629527559055118	0.5358171041490263	rgb(117,205,239)	WD_REPEATS_REGION domain-containing protein.
RP20_CCG012306	7160.A0A182GM48	0.6197637795275591	0.5403895004233701	rgb(239,223,117)	Uncharacterized protein.
RP20_CCG012320	7160.A0A182GM61	0.7795669291338584	0.8128281117696868	rgb(117,239,167)	Uncharacterized protein.
RP20_CCG012359	7160.A0A182GM81	0.5811417322834647	0.8128281117696868	rgb(239,156,117)	Uncharacterized protein.
RP20_CCG012365	7160.A0A182GM87	0.7391732283464567	0.8741744284504658	rgb(174,239,117)	Uncharacterized protein.
RP20_CCG012416	7160.A0A182GMC1	0.3494094488188976	0.4260795935647756	rgb(239,130,117)	Coatomer subunit gamma; The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin- coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins.
RP20_CCG012454	7160.A0A182GMD7	0.5680314960629922	0.4131244707874683	rgb(117,178,239)	RRM domain-containing protein.
RP20_CCG012545	7160.A0A182GMK4	0.24346456692913387	0.6482218458933109	rgb(117,239,165)	Uncharacterized protein.
RP20_CCG012595	7160.A0A182GMQ0	0.4224015748031496	0.8128281117696868	rgb(119,239,117)	EGF-like domain-containing protein.
RP20_CCG012611	7160.A0A182GMR2	0.27818897637795276	0.337298899237934	rgb(117,239,216)	ATG16 domain-containing protein.
RP20_CCG012629	7160.A0A182GMS9	0.3316929133858268	0.7377646062658765	rgb(117,117,239)	Lipid_DES domain-containing protein; Belongs to the fatty acid desaturase type 1 family. DEGS subfamily.
RP20_CCG012679	7160.A0A182GMV2	0.22468503937007872	0.7640558848433531	rgb(117,239,220)	Uncharacterized protein.
RP20_CCG012680	7160.A0A182GMV3	0.3827165354330709	0.8128281117696868	rgb(117,135,239)	SAP130_C domain-containing protein.
RP20_CCG012702	7160.A0A182GMX4	0.26933070866141734	0.8128281117696868	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG012705	7160.A0A182GMX7	0.15948818897637795	0.6070702794242169	rgb(117,215,239)	Uncharacterized protein.
RP20_CCG012708	7160.A0A182GMX8	0.14460629921259843	0.7701524132091448	rgb(239,150,117)	Retrotrans_gag domain-containing protein.
RP20_CCG012728	7160.A0A182GMZ4	0.5914173228346458	0.646316680779001	rgb(255,175,101)	Exonuclease domain-containing protein.
RP20_CCG012762	7160.A0A182GN18	0.14460629921259843	0.5872565622353938	rgb(239,149,117)	Integrase catalytic domain-containing protein.
RP20_CCG012769	7160.A0A182GN25	0.7448425196850395	0.28852667231160034	rgb(117,239,127)	Uncharacterized protein.
RP20_CCG012894	7160.A0A182GNC4	0.14460629921259843	0.42874682472480946	rgb(117,117,239)	C2H2-type domain-containing protein.
RP20_CCG012980	7160.A0A182GNJ3	0.8500787401574803	0.25994919559695173	rgb(117,239,214)	Integrase catalytic domain-containing protein.
RP20_CCG013108	7160.A0A182GNT2	0.14460629921259843	0.3860711261642676	rgb(156,239,117)	Uncharacterized protein.
RP20_CCG013111	7160.A0A023EFH1	0.32106299212598427	0.1829805249788315	rgb(239,139,117)	MICOS complex subunit MIC13; Component of the MICOS complex, a large protein complex of the mitochondrial inner membrane that plays crucial roles in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane.
RP20_CCG013127	7160.A0A182GNU5	0.7689370078740158	0.4409398814563929	rgb(117,239,237)	PA2c domain-containing protein.
RP20_CCG013130	7160.A0A182GNU8	0.14460629921259843	0.13001693480101612	rgb(239,173,117)	Protein YIPF.
RP20_CCG013157	7160.A0A182GNX0	0.18429133858267716	0.13001693480101612	rgb(117,217,239)	Uncharacterized protein.
RP20_CCG013178	7160.A0A182GNY6	0.7894881889763781	0.3910245554614733	rgb(117,239,201)	DUF5641 domain-containing protein.
RP20_CCG013219	7160.A0A182GP12	0.3508267716535433	0.6653683319221	rgb(117,192,239)	Methionine aminopeptidase; Cotranslationally removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met- Ala-, Cys, Gly, Pro, Ser, Thr, or Val).
RP20_CCG013225	7160.A0A182GP17	0.46385826771653543	0.3845469940728196	rgb(117,183,239)	Uncharacterized protein.
RP20_CCG013278	7160.A0A182GP53	0.7366929133858268	0.4916172734970364	rgb(186,239,117)	NR LBD domain-containing protein.
RP20_CCG013415	7160.A0A182GPF1	0.5907086614173229	0.275190516511431	rgb(117,239,160)	Uncharacterized protein.
RP20_CCG013476	7160.A0A182GPJ4	0.2806692913385827	0.13001693480101612	rgb(117,239,189)	Uncharacterized protein.
RP20_CCG013505	7160.A0A182GPM1	0.780984251968504	0.5384843353090601	rgb(117,216,239)	Uncharacterized protein.
RP20_CCG013506	7160.A0A182GPM2	0.5017716535433071	0.1239204064352244	rgb(117,200,239)	Uncharacterized protein.
RP20_CCG013514	7160.A0A182GPM8	0.5414566929133859	0.1239204064352244	rgb(239,190,117)	Uncharacterized protein.
RP20_CCG013528	7160.A0A182GPN4	0.785236220472441	0.5933530906011855	rgb(117,239,130)	Uncharacterized protein.
RP20_CCG013576	7160.A0A182GPS6	0.785236220472441	0.6726079593564777	rgb(117,164,239)	RNase H domain-containing protein.
RP20_CCG013590	7160.A0A182GPT4	0.6775196850393702	0.8189246401354785	rgb(117,140,239)	Glutathione synthetase.
RP20_CCG013595	7160.A0A182GPT7	0.6378346456692914	0.8189246401354785	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG013614	7160.A0A182GPU8	0.6062992125984252	0.38416596104995765	rgb(117,117,239)	ANK_REP_REGION domain-containing protein.
RP20_CCG013663	7160.A0A182GPX9	0.744488188976378	0.3750211685012701	rgb(117,117,239)	Integrase catalytic domain-containing protein.
RP20_CCG013710	7160.A0A182GQ07	0.5963779527559057	0.1890770533446232	rgb(117,239,155)	Uncharacterized protein.
RP20_CCG013827	7160.A0A182GQ91	0.5414566929133859	0.8189246401354785	rgb(239,121,117)	Uncharacterized protein.
RP20_CCG013868	7160.A0A182GQC8	0.4734251968503937	0.8189246401354785	rgb(117,239,192)	Uncharacterized protein.
RP20_CCG014045	7160.A0A182GQP1	0.22822834645669293	0.22146486028789164	rgb(206,239,117)	Aminopeptidase.
RP20_CCG014061	7160.A0A182GQQ1	0.13893700787401575	0.8189246401354785	rgb(117,175,239)	Uncharacterized protein.
RP20_CCG014064	7160.A0A182GQQ4	0.7214566929133859	0.2058425063505504	rgb(117,239,137)	Reverse transcriptase domain-containing protein.
RP20_CCG014126	7160.A0A182GQU6	0.13893700787401575	0.8006350550381033	rgb(117,145,239)	Uncharacterized protein.
RP20_CCG014130	7160.A0A182GQU7	0.13893700787401575	0.6665114309906859	rgb(239,170,117)	PHD domain-containing protein.
RP20_CCG014223	7160.A0A182GR14	0.13893700787401575	0.5689669771380187	rgb(117,239,198)	BZIP domain-containing protein.
RP20_CCG014226	7160.A0A182GR17	0.2831496062992126	0.4512277730736664	rgb(122,239,117)	Uncharacterized protein.
RP20_CCG014290	7160.A0A182GR75	0.5407480314960631	0.47180355630821336	rgb(239,140,117)	Nibrin.
RP20_CCG014302	7160.A0A182GR85	0.49468503937007874	0.2854784081287045	rgb(117,124,239)	Uncharacterized protein.
RP20_CCG014429	7160.A0A182GRG7	0.13893700787401575	0.4775190516511431	rgb(207,239,117)	Uncharacterized protein.
RP20_CCG014445	7160.A0A182GRH9	0.13893700787401575	0.29462320067739206	rgb(239,192,117)	Uncharacterized protein.
RP20_CCG014586	7160.A0A182GRR4	0.13893700787401575	0.27633361558001696	rgb(117,117,239)	Uncharacterized protein; Belongs to the MAGUK family.
RP20_CCG014597	7160.A0A182GRS0	0.13893700787401575	0.16659610499576633	rgb(239,147,117)	Uncharacterized protein.
RP20_CCG014643	7160.A0A182GRU6	0.6661811023622048	0.25385266723116007	rgb(117,117,239)	Fibronectin type-III domain-containing protein.
RP20_CCG014657	7160.A0A182GRV8	0.5811417322834647	0.11782387806943269	rgb(117,211,239)	Uncharacterized protein.
RP20_CCG014756	7160.A0A023EQ67	0.2983858267716536	0.5335309060118544	rgb(117,161,239)	Hydrolase_4 domain-containing protein.
RP20_CCG014779	7160.A0A182GS49	0.31468503937007875	0.5750635055038105	rgb(117,171,239)	RBR-type E3 ubiquitin transferase.
RP20_CCG015087	7160.A0A182GSS4	0.3770472440944882	0.5114309906858595	rgb(239,118,117)	Protein transport protein SEC23; Component of the coat protein complex II (COPII) which promotes the formation of transport vesicles from the endoplasmic reticulum (ER). The coat has two main functions, the physical deformation of the endoplasmic reticulum membrane into vesicles and the selection of cargo molecules; Belongs to the SEC23/SEC24 family. SEC23 subfamily.
RP20_CCG015324	7160.A0A182GT68	0.7398818897637796	0.11782387806943269	rgb(117,117,239)	Glycosyltransferase family 92 protein; Belongs to the glycosyltransferase 92 family.
RP20_CCG015350	7160.A0A182GT83	0.9021653543307087	0.8029212531752753	rgb(117,117,239)	Reverse transcriptase domain-containing protein.
RP20_CCG015370	7160.A0A182GTA2	0.7909055118110238	0.459229466553768	rgb(239,185,117)	Uncharacterized protein.
RP20_CCG015467	7160.A0A182GTH0	0.18429133858267716	0.8250211685012702	rgb(161,239,117)	Polypeptide N-acetylgalactosaminyltransferase.
RP20_CCG015560	7160.A0A182GTM1	0.13326771653543307	0.6969940728196444	rgb(117,239,131)	Uncharacterized protein; Belongs to the nucleosome assembly protein (NAP) family.
RP20_CCG015568	7160.A0A182GTM7	0.37350393700787404	0.3121507197290432	rgb(117,117,239)	Cystathionine beta-synthase; Belongs to the cysteine synthase/cystathionine beta- synthase family.
RP20_CCG015580	7160.A0A182GTN3	0.5496062992125985	0.6146909398814565	rgb(239,160,117)	Peptidyl-prolyl cis-trans isomerase; PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides.
RP20_CCG015582	7160.A0A182GTN5	0.13326771653543307	0.4958086367485182	rgb(158,239,117)	CRAL-TRIO domain-containing protein.
RP20_CCG015594	7160.A0A182GTP3	0.13326771653543307	0.2092718035563082	rgb(237,239,117)	Uncharacterized protein.
RP20_CCG015609	7160.A0A182GTQ3	0.6665354330708662	0.5259102455546147	rgb(131,239,117)	SANT domain-containing protein.
RP20_CCG015621	7160.A0A182GTR5	0.22397637795275593	0.11782387806943269	rgb(117,169,239)	Uncharacterized protein.
RP20_CCG015806	7160.A0A182HEI5	0.8394488188976378	0.7838696020321761	rgb(117,239,142)	Uncharacterized protein.
RP20_CCG015811	7160.A0A182GU57	0.32035433070866143	0.11782387806943269	rgb(117,148,239)	Uncharacterized protein.
RP20_CCG015869	7160.A0A182GU89	0.5768897637795276	0.49276037256562233	rgb(117,239,178)	Uncharacterized protein.
RP20_CCG015915	7160.A0A182GUD0	0.4160236220472441	0.06905165114309908	rgb(117,138,239)	EF-hand domain-containing protein.
RP20_CCG015997	7160.A0A182GUI2	0.5485433070866143	0.7141405588484336	rgb(239,154,117)	Uncharacterized protein.
RP20_CCG016021	7160.A0A182GUJ6	0.3490551181102362	0.7922523285351398	rgb(239,231,117)	Uncharacterized protein; Belongs to the CDC50/LEM3 family.
RP20_CCG016050	7160.A0A182GUL1	0.36003937007874015	0.11782387806943269	rgb(239,131,117)	Uncharacterized protein.
RP20_CCG016093	7160.A0A023EKS2	0.6431496062992127	0.3582557154953429	rgb(117,117,239)	Putative u2 snrnp splicing factor small subunit.
RP20_CCG016099	7160.A0A182GUQ1	0.30688976377952754	0.44703640982218457	rgb(117,167,239)	Spastin; ATP-dependent microtubule severing protein. Microtubule severing may promote reorganization of cellular microtubule arrays and the release of microtubules from the microtubule organizing center following nucleation; Belongs to the AAA ATPase family. Spastin subfamily.
RP20_CCG016160	7160.A0A182GUV3	0.4801574803149606	0.7129974597798476	rgb(139,239,117)	Uncharacterized protein.
RP20_CCG016161	7160.A0A182GUV4	0.5637795275590551	0.7632938187976293	rgb(188,239,117)	Uncharacterized protein.
RP20_CCG016191	7160.A0A182GUX7	0.5690944881889765	0.7030906011854361	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG016202	7160.A0A182GUY8	0.3444488188976378	0.8452159187129552	rgb(117,123,239)	Phospholipid-transporting ATPase; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily.
RP20_CCG016231	7160.A0A182GV08	0.4620866141732283	0.11172734970364098	rgb(239,167,117)	DUF4149 domain-containing protein.
RP20_CCG016238	7160.A0A182GV15	0.46988188976377954	0.6825148179508891	rgb(117,239,188)	Uncharacterized protein; Belongs to the class-I aminoacyl-tRNA synthetase family.
RP20_CCG016301	7160.A0A182GV54	0.7136614173228347	0.42074513124470786	rgb(195,239,117)	HMG box domain-containing protein.
RP20_CCG016419	7160.A0A182GVE2	0.6208267716535434	0.11172734970364098	rgb(117,239,153)	Uncharacterized protein.
RP20_CCG016448	7160.A0A182GVG0	0.19988188976377952	0.5967823878069434	rgb(117,226,239)	Uncharacterized protein.
RP20_CCG016454	7160.A0A182GVG6	0.3547244094488189	0.3677815410668924	rgb(117,239,143)	Arf-GAP domain-containing protein.
RP20_CCG016461	7160.A0A182GVH2	0.6605118110236221	0.11172734970364098	rgb(118,239,117)	Uncharacterized protein.
RP20_CCG016471	7160.A0A182GVH7	0.7001968503937009	0.11172734970364098	rgb(239,237,117)	BAH domain-containing protein.
RP20_CCG016546	7160.A0A182GVL4	0.7228740157480316	0.5933530906011855	rgb(123,239,117)	Angiomotin_C domain-containing protein.
RP20_CCG016583	7160.A0A182GVN2	0.6233070866141732	0.4919983065198984	rgb(117,197,239)	Uncharacterized protein.
RP20_CCG016632	7160.A0A182GVQ8	0.7795669291338584	0.11172734970364098	rgb(117,239,186)	FLYWCH-type domain-containing protein.
RP20_CCG016899	7160.A0A182GW84	0.7965748031496064	0.5628704487722269	rgb(117,133,239)	Ig-like domain-containing protein.
RP20_CCG016956	7160.A0A182GWA7	0.38484251968503935	0.20774767146486028	rgb(117,117,239)	Sodium/hydrogen exchanger; Belongs to the monovalent cation:proton antiporter 1 (CPA1) transporter (TC 2.A.36) family.
RP20_CCG017036	7160.A0A182GWG4	0.6945275590551182	0.29652836579170194	rgb(117,117,239)	MOSC domain-containing protein.
RP20_CCG017225	7160.A0A182GWS6	0.7965748031496064	0.8311176968670618	rgb(117,179,239)	Uncharacterized protein.
RP20_CCG017400	7160.A0A182GX42	0.27393700787401576	0.2824301439458086	rgb(117,239,209)	Uncharacterized protein.
RP20_CCG017449	7160.A0A023EDY3	0.609488188976378	0.6299322607959357	rgb(137,239,117)	Uncharacterized protein.
RP20_CCG017552	7160.A0A182GXE6	0.4167322834645669	0.8311176968670618	rgb(117,239,221)	Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.
RP20_CCG017609	7160.A0A182GXI3	0.6130314960629922	0.5297205757832346	rgb(117,117,239)	Histone-lysine N-methyltransferase.
RP20_CCG017612	7160.A0A182GXI4	0.3766929133858268	0.5925910245554615	rgb(117,224,239)	Plug_translocon domain-containing protein.
RP20_CCG017656	7160.A0A182GXK9	0.5946062992125984	0.7309060118543608	rgb(145,239,117)	FAM193_C domain-containing protein.
RP20_CCG017904	7160.A0A182GY18	0.6764566929133858	0.5861134631668079	rgb(239,224,117)	Uncharacterized protein.
RP20_CCG017917	7160.A0A182GY22	0.12759842519685038	0.5262912785774768	rgb(117,131,239)	Uncharacterized protein.
RP20_CCG017953	7160.A0A182GY39	0.12759842519685038	0.3677815410668924	rgb(117,117,239)	Uncharacterized protein.
RP20_CCG017991	7160.A0A182GY58	0.12759842519685038	0.3494919559695173	rgb(117,121,239)	FAS1 domain-containing protein.
RP20_CCG018204	7160.A0A182GYJ6	0.6233070866141732	0.25499576629974596	rgb(117,239,235)	Uncharacterized protein.
RP20_CCG018227	7160.A0A182GYL1	0.6991338582677166	0.4131244707874683	rgb(239,210,117)	Uncharacterized protein.
RP20_CCG018278	7160.A0A182GYP6	0.12759842519685038	0.25804403048264185	rgb(117,117,239)	BTB domain-containing protein.
RP20_CCG018285	7160.A0A182GYQ3	0.4620866141732283	0.1867908552074513	rgb(217,239,117)	MFS domain-containing protein.
RP20_CCG018290	7160.A0A182GYQ8	0.6598031496062993	0.7278577476714649	rgb(154,239,117)	Malic enzyme.
RP20_CCG018391	7160.A0A182GYY8	0.12759842519685038	0.11172734970364098	rgb(239,206,117)	Uncharacterized protein.
RP20_CCG018418	7160.A0A182GZ08	0.7377559055118111	0.7221422523285352	rgb(157,239,117)	PlsC domain-containing protein.
RP20_CCG018421	7160.A0A182GZ11	0.16728346456692914	0.11172734970364098	rgb(117,117,239)	BTB domain-containing protein.
RP20_CCG018455	7160.A0A182GZ34	0.3635826771653543	0.2706181202370872	rgb(117,201,239)	STAS domain-containing protein.
RP20_CCG018493	7160.A0A182GZ59	0.6945275590551182	0.39864521591871294	rgb(117,117,239)	MFS domain-containing protein.
RP20_CCG018534	7160.A0A182GZ82	0.26366141732283466	0.11172734970364098	rgb(199,239,117)	YchF-GTPase_C domain-containing protein.
RP20_CCG018673	7160.A0A182GZG4	0.3997244094488189	0.11172734970364098	rgb(117,122,239)	C2H2-type domain-containing protein.
RP20_CCG018728	7160.A0A182HE06	0.7795669291338584	0.07514817950889077	rgb(117,239,182)	Uncharacterized protein.
RP20_CCG018789	7160.A0A182GZN0	0.5017716535433071	0.10563082133784929	rgb(168,239,117)	WD_REPEATS_REGION domain-containing protein.
RP20_CCG018905	7160.A0A182GZU3	0.2849212598425197	0.5251481795088908	rgb(117,239,230)	RBR-type E3 ubiquitin transferase.
RP20_CCG018958	7160.A0A182GZY2	0.5414566929133859	0.10563082133784929	rgb(239,236,117)	Uncharacterized protein.
RP20_CCG018968	7160.A0A182GZY6	0.8022440944881891	0.16659610499576633	rgb(239,153,117)	Uncharacterized protein.
