#node	identifier	domain_summary_url	annotation	other_names_and_aliases	kegg_id
RP20_CCG007410	7160.A0A023EIL7	Glucosamine 6-phosphate N-acetyltransferase; Belongs to the acetyltransferase family. GNA1 subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=212:Pfam_Acetyltransf_10(64|189)+	109427759,2.3.1.4,A0A023EIL7,A0A023EIL7_AEDAL,EC 2.3.1.4,Glucosamine 6-phosphate N-acetyltransferase,Glucosamine-phosphate N-acetyltransferase,RP20_CCG007410,RP20_CCG020662,XM_019703350.1,XM_019703351.1,XM_019703352.1,XP_019558895,XP_019558895.1,XP_019558896.1,XP_019558897.1,aalb:109427759	aalb:109427759
RP20_CCG007416	7160.A0A182GCB3	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=313:ZnF_C2HC(42|60)+ZnF_C2HC(64|80)+	115264288,A0A182GCB3,A0A182GCB3_AEDAL,RP20_CCG007416,Uncharacterized protein,Uncharacterized protein LOC115264288,XP_029723818,aalb:115264288	aalb:115264288
RP20_CCG007423	7160.A0A182GCC0	Aldo_ket_red domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=318:Pfam_Aldo_ket_red(18|296)+	1.1.1.21,109407629,A0A182GCC0,A0A182GCC0_AEDAL,Aldehyde reductase,Aldo-keto reductase family 1 member B1,Aldo_ket_red domain-containing protein,EC 1.1.1.21,RP20_CCG007423,XP_019536314,aalb:109407629	aalb:109407629
RP20_CCG007427	7160.A0A182GCC4	Aldo_ket_red domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=318:Pfam_Aldo_ket_red(18|294)+	1.1.1.21,109425955,A0A182GCC4,A0A182GCC4_AEDAL,Aldehyde reductase,Aldo_ket_red domain-containing protein,EC 1.1.1.21,RP20_CCG007427,XP_029731785,aalb:109425955	aalb:109425955
RP20_CCG007463	7160.A0A182GCE9	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=261:ZnF_C2H2(92|115)+ZnF_C2H2(121|144)+ZnF_C2H2(150|172)+ZnF_C2H2(179|201)+ZnF_C2H2(207|229)+ZnF_C2H2(235|258)+	A0A182GCE9,A0A182GCE9_AEDAL,RP20_CCG007463,Uncharacterized protein	
RP20_CCG007490	7160.A0A182GCG5	Protein kinase domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=679:S_TKc(214|527)+	109415851,2.7.12.1,A0A182GCG5,A0A182GCG5_AEDAL,EC 2.7.12.1,Protein kinase domain-containing protein,RP20_CCG007490,XP_019545343,aalb:109415851	aalb:109415851
RP20_CCG007527	7160.A0A182GCI3	MOR2-PAG1_N domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1310:Pfam_MOR2-PAG1_N(331|863)+	109403764,A0A182GCI3,A0A182GCI3_AEDAL,LOW QUALITY PROTEIN: protein furry,MOR2-PAG1_N domain-containing protein,RP20_CCG007527,XP_029722479,aalb:109403764	aalb:109403764
RP20_CCG007750	7160.A0A182GCX7	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=742:RING(19|62)+Pfam_zf-B_box(179|220)+Pfam_Pro_isomerase(582|740)+	109400184,A0A182GCX7,A0A182GCX7_AEDAL,RP20_CCG007750,Uncharacterized protein,Uncharacterized protein LOC109400184 isoform X1,XM_019672653.1,XP_019528198,XP_019528198.1,aalb:109400184	aalb:109400184
RP20_CCG007786	7160.A0A182GD08	alpha-1,2-Mannosidase; Belongs to the glycosyl hydrolase 47 family.	https://smart.embl.de/smart/DDvec.cgi?smart=599:TRANS(5|24)+Pfam_Glyco_hydro_47(143|583)+	109428360,3.2.1.-,3.2.1.113,A0A182GD08,A0A182GD08_AEDAL,EC 3.2.1.113,Mannosyl-oligosaccharide alpha-1,2-mannosidase,RP20_CCG007786,XP_029711380,aalb:109428360,alpha-1,2-Mannosidase	aalb:109428360
RP20_CCG007836	7160.A0A182GD47	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=325:zf-AD(23|105)+ZnF_C2H2(214|236)+ZnF_C2H2(240|260)+ZnF_C2H2(270|292)+ZnF_C2H2(298|321)+	109412786,A0A182GD47,A0A182GD47_AEDAL,RP20_CCG007836,Uncharacterized protein,XP_019541942,Zinc finger protein 236-like,aalb:109412786	aalb:109412786
RP20_CCG007886	7160.A0A182GD72	Protein cactus (TOLL pathway signalling).	https://smart.embl.de/smart/DDvec.cgi?smart=393:ANK(148|185)+ANK(189|218)+ANK(222|252)+ANK(256|285)+ANK(290|319)+ANK(325|354)+	115254172,A0A182GD72,A0A182GD72_AEDAL,NF-kappa-B inhibitor alpha,NF-kappa-B inhibitor cactus-like,Protein cactus (TOLL pathway signalling),RP20_CCG007886,RP20_CCG016282,XP_029728604,aalb:115254172	aalb:115254172
RP20_CCG007915	7160.A0A182H691	CCHC-type domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=311:ZnF_C2HC(100|116)+	A0A182H691,A0A182H691_AEDAL,CCHC-type domain-containing protein,RP20_CCG007915,RP20_CCG010090,RP20_CCG022584	
RP20_CCG007967	7160.A0A182GDB5	SUN domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1245:TRANS(5|27)+TRANS(36|58)+Pfam_Sad1_UNC(248|371)+TRANS(848|870)+	A0A182GDB5,A0A182GDB5_AEDAL,RP20_CCG007967,SUN domain-containing protein	
RP20_CCG007976	7160.A0A182GDC3	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=406:	115262627,A0A182GDC3,A0A182GDC3_AEDAL,Dr1-associated corepressor,RP20_CCG007976,Uncharacterized protein,Uncharacterized protein DDB_G0271670-like,XP_029720901,aalb:115262627	aalb:115262627
RP20_CCG008046	7160.A0A182GDI3	Coronin; Belongs to the WD repeat coronin family.	https://smart.embl.de/smart/DDvec.cgi?smart=568:DUF1899(4|68)+WD40(69|110)+WD40(120|160)+WD40(163|202)+DUF1900(255|390)+	115270289,A0A182GDI3,A0A182GDI3_AEDAL,Coronin,Coronin-1B/1C/6,Coronin-6-like isoform X1,RP20_CCG008046,XP_029735482,aalb:115270289	aalb:115270289
RP20_CCG008080	7160.A0A182GDL1	Reverse transcriptase Ty1/copia-type domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=288:Pfam_RVT_2(38|280)+	A0A182GDL1,A0A182GDL1_AEDAL,RP20_CCG008080	
RP20_CCG008086	7160.A0A182GDL6	Integrase catalytic domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=429:rve(107|246)+	115269607,A0A182GDL6,A0A182GDL6_AEDAL,Integrase catalytic domain-containing protein,RP20_CCG008086,Uncharacterized protein LOC115269607,XP_029734288,aalb:115269607	aalb:115269607
RP20_CCG008130	7160.A0A182GDP6	Glycogen [starch] synthase; Transfers the glycosyl residue from UDP-Glc to the non- reducing end of alpha-1,4-glucan.	https://smart.embl.de/smart/DDvec.cgi?smart=695:Pfam_Glycogen_syn(33|678)+	109433307,109622091,2.4.1.11,A0A182GDP6,A0A182GDP6_AEDAL,EC 2.4.1.11,Glycogen [starch] synthase,Glycogen synthase,RP20_CCG008130,XM_019709733.2,XM_019709734.2,XM_020076312.1,XM_020076313.1,XP_019565278.1,XP_019565279.1,XP_019931871,XP_019931871.1,XP_019931872.1,aalb:109622091	aalb:109622091
RP20_CCG008133	7160.A0A023EHT5	Putative amelogenin.	https://smart.embl.de/smart/DDvec.cgi?smart=166:SIGNAL(1|17)+	109433320,115269159,A0A023EHT5,A0A023EHT5_AEDAL,Putative amelogenin,RP20_CCG008133,Uncharacterized protein LOC115269159,XM_019709754.1,XP_019565299.1,XP_029733430,aalb:115269159	aalb:115269159
RP20_CCG008228	7160.A0A182GDW5	Adenylosuccinate synthetase; Plays an important role in the de novo pathway and in the salvage pathway of purine nucleotide biosynthesis. Catalyzes the first commited step in the biosynthesis of AMP from IMP.	https://smart.embl.de/smart/DDvec.cgi?smart=455:Adenylsucc_synt(34|452)+	109400090,109621577,6.3.4.4,A0A182GDW5,A0A182GDW5_AEDAL,AMPSase,AdSS,Adenylosuccinate synthase,Adenylosuccinate synthetase,EC 6.3.4.4,IMP--aspartate ligase,RP20_CCG008228,XM_019672562.2,XP_019528107.1,XP_029707660,aalb:109621577	aalb:109621577
RP20_CCG008258	7160.A0A182GDY7	BACK domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=130:BACK(1|66)+	115254219,A0A182GDY7,A0A182GDY7_AEDAL,BACK domain-containing protein,Kelch-like protein 18,RP20_CCG008258,XP_029733008,aalb:115254219	aalb:115254219
RP20_CCG008318	7160.A0A182GE25	USP domain-containing protein; Belongs to the peptidase C19 family.	https://smart.embl.de/smart/DDvec.cgi?smart=1303:Pfam_UCH_1(172|550)+	109420802,3.4.19.12,A0A182GE25,A0A182GE25_AEDAL,EC 3.4.19.12,RP20_CCG008318,USP domain-containing protein,Ubiquitin carboxyl-terminal hydrolase 47,XP_029735870,aalb:109420802	aalb:109420802
RP20_CCG008319	7160.A0A182GE26	Serine/threonine-protein phosphatase; Belongs to the PPP phosphatase family.	https://smart.embl.de/smart/DDvec.cgi?smart=303:PP2Ac(1|271)+	109418407,3.1.3.16,A0A182GE26,A0A182GE26_AEDAL,EC 3.1.3.16,RP20_CCG008319,Serine/threonine-protein phosphatase,XP_029721534,aalb:109418407	aalb:109418407
RP20_CCG008334	7160.A0A182GE35	Cation-transporting ATPase; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type V subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=1010:TRANS(10|28)+Pfam_E1-E2_ATPase(42|244)+Pfam_Cation_ATPase(371|428)+TRANS(747|769)+TRANS(776|793)+TRANS(813|835)+TRANS(898|920)+TRANS(935|957)+	109397096,7.2.2.-,A0A182GE35,A0A182GE35_AEDAL,Cation-transporting ATPase,Cation-transporting P-type ATPase 13A2,EC 7.2.2.-,RP20_CCG008334,XP_019524963,aalb:109397096	aalb:109397096
RP20_CCG008406	7160.A0A182GE86	RRM domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=273:RRM(129|207)+	109398457,A0A182GE86,A0A182GE86_AEDAL,RP20_CCG008406,RRM domain-containing protein,XP_029720671,aalb:109398457	aalb:109398457
RP20_CCG008439	7160.A0A182GEB4	Uncharacterized protein; Belongs to the GST superfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=249:Pfam_GST_N(1|76)+Pfam_GST_C(120|193)+	A0A182GEB4,A0A182GEB4_AEDAL,RP20_CCG008439,Uncharacterized protein	
RP20_CCG008456	7160.A0A182GEC6	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=133:	A0A182GEC6,A0A182GEC6_AEDAL,RP20_CCG008456,Uncharacterized protein	
RP20_CCG008473	7160.A0A182GEE1	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=832:CHRD(9|144)+CHRD(151|277)+Pfam_CHRD(284|379)+CHRD(394|511)+VWC(550|608)+VWC(625|691)+VWC(731|795)+	A0A182GEE1,A0A182GEE1_AEDAL,RP20_CCG008473,Uncharacterized protein	
RP20_CCG008498	7160.A0A182GEG3	ATP-dependent DNA helicase; Belongs to the helicase family. RecQ subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=750:DEXDc(95|299)+HELICc(336|418)+	3.6.4.12,A0A182GEG3,A0A182GEG3_AEDAL,ATP-dependent DNA helicase,RP20_CCG008498	
RP20_CCG008536	7160.A0A182GEI8	Reverse transcriptase domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=128:Pfam_RVT_1(2|128)+	A0A182GEI8,A0A182GEI8_AEDAL,RP20_CCG008536,Reverse transcriptase domain-containing protein	
RP20_CCG008617	7160.A0A182GEP3	Acyl-coenzyme A oxidase; Belongs to the acyl-CoA oxidase family.	https://smart.embl.de/smart/DDvec.cgi?smart=573:Pfam_Acyl-CoA_ox_N(1|49)+Pfam_Acyl-CoA_dh_M(51|161)+Pfam_ACOX(387|570)+	1.3.3.6,109418937,A0A182GEP3,A0A182GEP3_AEDAL,Acyl-CoA oxidase,Acyl-coenzyme A oxidase,EC 1.3.3.6,Probable peroxisomal acyl-coenzyme A oxidase 1,RP20_CCG008617,XP_029729314,aalb:109418937	aalb:109418937
RP20_CCG008622	7160.A0A182GEP8	ATP-dependent DNA helicase; Belongs to the helicase family. RecQ subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=750:DEXDc(95|299)+HELICc(336|418)+	115267998,3.6.4.12,A0A182GEP8,A0A182GEP8_AEDAL,ATP-dependent DNA helicase,ATP-dependent DNA helicase Q1,ATP-dependent DNA helicase Q1-like,EC 3.6.4.12,RP20_CCG008622,XP_029731737,aalb:115267998	aalb:115267998
RP20_CCG008643	7160.A0A182GEQ8	mRNA_cap_enzyme domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=175:Pfam_mRNA_cap_enzyme(50|174)+	A0A182GEQ8,A0A182GEQ8_AEDAL,RP20_CCG008643,mRNA_cap_enzyme domain-containing protein	
RP20_CCG008646	7160.A0A182GER1	Histone H2B; Belongs to the histone H2B family.	https://smart.embl.de/smart/DDvec.cgi?smart=129:H2B(31|127)+	109417408,115261223,A0A182GER1,A0A182GER1_AEDAL,Histone H2B,Histone H2B-like,RP20_CCG008646,RP20_CCG019284,RP20_CCG022150,XM_019691500.1,XP_019547045.1,XP_029718457,aalb:115261223	aalb:115261223
RP20_CCG008658	7160.A0A182GER9	GCFC domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=702:Pfam_GCFC(413|626)+	115263255,A0A182GER9,A0A182GER9_AEDAL,GC-rich sequence DNA-binding factor,GCFC domain-containing protein,PAX3- and PAX7-binding protein 1-like,RP20_CCG008658,XP_029722210,aalb:115263255	aalb:115263255
RP20_CCG008706	7160.A0A182GEV4	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=235:Pfam_I-set(1|38)+IGc2(56|119)+IGc2(146|218)+	A0A182GEV4,A0A182GEV4_AEDAL,RP20_CCG008706,Uncharacterized protein	
RP20_CCG008758	7160.A0A182GEY8	PAP-associated domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1357:Pfam_PAP_assoc(1244|1305)+	A0A182GEY8,A0A182GEY8_AEDAL,PAP-associated domain-containing protein,RP20_CCG008758	
RP20_CCG008767	7160.A0A182GEZ6	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=615:WD40(314|351)+WD40(360|398)+WD40(403|442)+WD40(445|484)+WD40(532|571)+WD40(572|612)+	109413694,A0A182GEZ6,A0A182GEZ6_AEDAL,Groucho,Protein groucho-like isoform X1,RP20_CCG008767,Uncharacterized protein,XP_029727320,aalb:109413694	aalb:109413694
RP20_CCG008798	7160.A0A182GF18	Glycosyltransferase family 92 protein; Belongs to the glycosyltransferase 92 family.	https://smart.embl.de/smart/DDvec.cgi?smart=395:Pfam_Glyco_transf_92(95|366)+	2.4.1.-,A0A182GF18,A0A182GF18_AEDAL,Glycosyltransferase family 92 protein,RP20_CCG008798	
RP20_CCG008879	7160.A0A182GF70	IPPc domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=655:IPPc(296|618)+	109430632,3.1.3.36,A0A182GF70,A0A182GF70_AEDAL,EC 3.1.3.36,IPPc domain-containing protein,Inositol polyphosphate 5-phosphatase INPP5E,RP20_CCG008879,XP_029735455,aalb:109430632	aalb:109430632
RP20_CCG008946	7160.A0A182GFC5	Clathrin_bdg domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1236:Pfam_Clathrin_bdg(478|549)+	A0A182GFC5,A0A182GFC5_AEDAL,Clathrin_bdg domain-containing protein,RP20_CCG008946	
RP20_CCG008947	7160.A0A182GFC6	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=367:RRM(27|99)+RRM(118|190)+	109429656,109430713,A0A182GFC6,A0A182GFC6_AEDAL,Heterogeneous nuclear ribonucleoprotein A1/A3,RP20_CCG008947,RP20_CCG014149,Uncharacterized protein,XM_019705661.1,XM_019706780.1,XM_019706781.1,XP_019561206.1,XP_019562325.1,XP_019562326.1,XP_029713298,aalb:109430713	aalb:109430713
RP20_CCG008969	7160.A0A182GFE7	Ubiquitin carboxyl-terminal hydrolase.	https://smart.embl.de/smart/DDvec.cgi?smart=587:Pfam_UCH_1(257|566)+	109427536,3.4.19.12,A0A182GFE7,A0A182GFE7_AEDAL,EC 3.4.19.12,RP20_CCG008969,Ubiquitin carboxyl-terminal hydrolase,Ubiquitin carboxyl-terminal hydrolase 2,XP_019558639,aalb:109427536	aalb:109427536
RP20_CCG008983	7160.A0A182GFF5	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=86:	A0A182GFF5,A0A182GFF5_AEDAL,RP20_CCG008983,Uncharacterized protein	
RP20_CCG008994	7160.A0A182GFG3	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=729:TRANS(5|27)+TRANS(706|728)+	109415304,A0A182GFG3,A0A182GFG3_AEDAL,Mucin-22-like,RP20_CCG008994,Uncharacterized protein,XP_019933249,aalb:109415304	aalb:109415304
RP20_CCG009017	7160.A0A023EE18	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=140:TRANS(40|62)+	109415183,109428409,A0A023EE18,A0A023EE18_AEDAL,Protein C19orf12 homolog,Protein MPAN,RP20_CCG009017,Uncharacterized protein,XM_019689066.2,XP_019544611.1,XP_029710601,aalb:109428409	aalb:109428409
RP20_CCG009046	7160.A0A182GFK3	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=311:MADF(35|121)+Pfam_BESS(264|298)+	109408333,A0A182GFK3,A0A182GFK3_AEDAL,RP20_CCG009046,Uncharacterized protein,Uncharacterized protein LOC109408333,XP_019537162,aalb:109408333	aalb:109408333
RP20_CCG009132	7160.A0A182GFQ8	alpha-1,2-Mannosidase; Belongs to the glycosyl hydrolase 47 family.	https://smart.embl.de/smart/DDvec.cgi?smart=800:SIGNAL(1|28)+Pfam_Glyco_hydro_47(47|486)+	3.2.1.-,A0A182GFQ8,A0A182GFQ8_AEDAL,RP20_CCG009132,alpha-1,2-Mannosidase	
RP20_CCG009151	7160.A0A182GFS4	HECT domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=164:HECTc(1|164)+	109422806,2.3.2.26,A0A182GFS4,A0A182GFS4_AEDAL,E3 ubiquitin-protein ligase HECW2,EC 2.3.2.26,HECT domain-containing protein,RP20_CCG009151,XP_019553230,aalb:109422806	aalb:109422806
RP20_CCG009155	7160.A0A023ER33	Putative 26s proteasome regulatory complex subunit.	https://smart.embl.de/smart/DDvec.cgi?smart=381:PINT(267|360)+	109412828,A0A023ER33,A0A023ER33_AEDAL,RP20_CCG009155,XM_019686440.1,XP_019541985.1	
RP20_CCG009226	7160.A0A182GFX2	PX domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=957:FHA(89|141)+PX(826|926)+	109425277,A0A182GFX2,A0A182GFX2_AEDAL,Kinesin family member 16B,Kinesin-like protein Klp98A isoform X1,PX domain-containing protein,RP20_CCG009226,XP_029729740,aalb:109425277	aalb:109425277
RP20_CCG009285	7160.A0A182GG15	Thioredoxin domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=410:Pfam_Calsequestrin(29|284)+	115267220,A0A182GG15,A0A182GG15_AEDAL,Endoplasmic reticulum resident protein 44,Endoplasmic reticulum resident protein 44-like,RP20_CCG009285,Thioredoxin domain-containing protein,XP_029729967,aalb:115267220	aalb:115267220
RP20_CCG009300	7160.A0A182GG23	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=500:	109621807,A0A182GG23,A0A182GG23_AEDAL,RP20_CCG009300,Uncharacterized protein,XP_029726951,aalb:109621807	aalb:109621807
RP20_CCG009340	7160.A0A182GUP1	GB1/RHD3-type G domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=547:Pfam_GBP(17|293)+Pfam_GBP_C(294|422)+TRANS(428|450)+TRANS(455|473)+	109623042,3.6.5.-,A0A182GUP1,A0A182GUP1_AEDAL,Atlastin,EC 3.6.5.-,GB1/RHD3-type G domain-containing protein,RP20_CCG009340,XP_029716139,aalb:109623042	aalb:109623042
RP20_CCG009367	7160.A0A182GG74	Sidoreflexin.	https://smart.embl.de/smart/DDvec.cgi?smart=320:Pfam_Mtc(13|320)+	109411874,A0A182GG74,A0A182GG74_AEDAL,RP20_CCG009367,Sideroflexin-1-3,Sideroflexin-1/3,Sidoreflexin,XM_019685499.1,XM_019700487.1,XP_019541044,XP_019541044.1,XP_019556032.1,aalb:109411874	aalb:109411874
RP20_CCG009412	7160.A0A182GGA9	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=75:	A0A182GGA9,A0A182GGA9_AEDAL,RP20_CCG009412,Uncharacterized protein	
RP20_CCG009444	7160.A0A182GGD0	Peptidase S1 domain-containing protein; Belongs to the peptidase S1 family.	https://smart.embl.de/smart/DDvec.cgi?smart=341:Tryp_SPc(80|324)+	109422270,3.4.21.-,A0A182GGD0,A0A182GGD0_AEDAL,Atrial natriuretic peptide-converting enzyme,EC 3.4.21.-,Peptidase S1 domain-containing protein,RP20_CCG009444,Uncharacterized protein LOC109422270 isoform X1,XP_029708083,aalb:109422270	aalb:109422270
RP20_CCG009530	7160.A0A182GGJ1	MFS domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1056:Pfam_MFS_1(196|547)+Pfam_Sugar_tr(630|745)+	A0A182GGJ1,A0A182GGJ1_AEDAL,MFS domain-containing protein,RP20_CCG009530	
RP20_CCG009668	7160.A0A182GGU3	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=377:Pfam_Sugar_tr(2|291)+	109412539,A0A182GGU3,A0A182GGU3_AEDAL,Organic cation transporter protein,RP20_CCG009668,Uncharacterized protein,XP_029729164,aalb:109412539	aalb:109412539
RP20_CCG009682	7160.A0A182GGV5	Integrase catalytic domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=261:rve(1|95)+	A0A182GGV5,A0A182GGV5_AEDAL,Integrase catalytic domain-containing protein,RP20_CCG009682	
RP20_CCG009705	7160.A0A182GGX6	Elongation factor G, mitochondrial; Mitochondrial GTPase that catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post-translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome.	https://smart.embl.de/smart/DDvec.cgi?smart=748:Pfam_GTP_EFTU(40|315)+Pfam_GTP_EFTU_D2(360|426)+Pfam_EFG_II(440|514)+EFG_IV(516|636)+EFG_C(638|725)+	109423879,A0A182GGX6,A0A182GGX6_AEDAL,EF-Gmt,Elongation factor G,Elongation factor G 1, mitochondrial,Elongation factor G, mitochondrial,Elongation factor G1,RP20_CCG009705,XP_019554478,aalb:109423879,mEF-G 1	aalb:109423879
RP20_CCG009707	7160.A0A182GGX8	Anion exchange protein.	https://smart.embl.de/smart/DDvec.cgi?smart=827:Pfam_Band_3_cyto(1|135)+Pfam_HCO3_cotransp(177|675)+TRANS(680|702)+	109423877,A0A182GGX8,A0A182GGX8_AEDAL,Anion exchange protein,RP20_CCG009707,XP_029727225,aalb:109423877	aalb:109423877
RP20_CCG009737	7160.A0A182GH02	USP domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=703:Pfam_UCH_1(272|644)+	109422732,3.4.19.12,A0A182GH02,A0A182GH02_AEDAL,EC 3.4.19.12,RP20_CCG009737,USP domain-containing protein,Ubiquitin carboxyl-terminal hydrolase 6/32,XP_029727902,aalb:109422732	aalb:109422732
RP20_CCG009773	7160.A0A182GH29	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=259:	A0A182GH29,A0A182GH29_AEDAL,RP20_CCG009773,Uncharacterized protein	
RP20_CCG010047	7160.A0A182GHM7	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=52:	A0A182GHM7,A0A182GHM7_AEDAL,RP20_CCG010047,Uncharacterized protein	
RP20_CCG010133	7160.A0A182GHS1	Elongation factor 1-alpha; This protein promotes the GTP-dependent binding of aminoacyl- tRNA to the A-site of ribosomes during protein biosynthesis.	https://smart.embl.de/smart/DDvec.cgi?smart=462:Pfam_GTP_EFTU(5|238)+Pfam_GTP_EFTU_D2(260|327)+Pfam_GTP_EFTU_D3(333|442)+	109418321,109428099,A0A182GHS1,A0A182GHS1_AEDAL,Elongation factor 1-alpha,RP20_CCG010133,XM_019692496.1,XM_019692497.1,XM_019692498.1,XM_019703785.1,XM_019703786.1,XM_019703787.1,XP_019548041,XP_019548041.1,XP_019548042.1,XP_019548043.1,XP_019559330.1,XP_019559331.1,XP_019559332.1,aalb:109418321	aalb:109418321
RP20_CCG010182	7160.A0A182GHU5	ADH_zinc_N domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=252:Pfam_ADH_zinc_N(80|219)+	1.1.1.1,1.1.1.284,109405691,A0A182GHU5,A0A182GHU5_AEDAL,ADH_zinc_N domain-containing protein,Alcohol dehydrogenase class-3-like,EC 1.1.1.1,EC 1.1.1.284,RP20_CCG010182,XP_019534300,aalb:109405691	aalb:109405691
RP20_CCG010187	7160.A0A182GHU9	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=2610:Pfam_WWE(980|1045)+HECTc(2103|2610)+	A0A182GHU9,A0A182GHU9_AEDAL,RP20_CCG010187,Uncharacterized protein	
RP20_CCG010259	7160.A0A182GI06	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit.	https://smart.embl.de/smart/DDvec.cgi?smart=1056:Pfam_PI3K_p85B(30|106)+PI3K_rbd(170|276)+PI3K_C2(310|417)+PI3Ka(516|699)+PI3Kc(785|1053)+	109397596,109422926,2.7.1.153,A0A182GI06,A0A182GI06_AEDAL,EC 2.7.1.153,RP20_CCG010259,XM_019669888.1,XM_019697810.1,XM_019697811.1,XM_019697812.1,XM_019697813.1,XP_019525433,XP_019525433.1,XP_019553355.1,XP_019553356.1,XP_019553357.1,XP_019553358.1,aalb:109397596	aalb:109397596
RP20_CCG010296	7160.A0A182GI38	PHD-type domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=967:PHD(23|68)+Pfam_DUF1759(488|633)+ZnF_C2HC(694|710)+	A0A182GI38,A0A182GI38_AEDAL,PHD-type domain-containing protein,RP20_CCG010296	
RP20_CCG010314	7160.A0A023EFS1	Putative fatty acid-binding protein fabp; Belongs to the calycin superfamily. Fatty-acid binding protein (FABP) family.	https://smart.embl.de/smart/DDvec.cgi?smart=132:Pfam_Lipocalin(5|132)+	109402823,109422628,A0A023EFS1,A0A023EFS1_AEDAL,Fatty acid-binding protein 3, muscle and heart,Probable fatty acid-binding protein,Putative fatty acid-binding protein fabp,RP20_CCG010314,XM_019675549.1,XM_019697451.1,XP_019531094,XP_019531094.1,XP_019552996.1,aalb:109402823	aalb:109402823
RP20_CCG010352	7160.A0A182GI84	Reverse transcriptase domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=717:Pfam_RVT_1(537|710)+	A0A182GI84,A0A182GI84_AEDAL,RP20_CCG010352,Reverse transcriptase domain-containing protein	
RP20_CCG010358	7160.A0A182GI88	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=52:	A0A182GI88,A0A182GI88_AEDAL,RP20_CCG010358,Uncharacterized protein	
