species,term_ID,term_description,observed_gene_count,background_gene_count,strength,signal,false_discovery_rate,matching_proteins_id_network,matching_proteins_labels_network,annotation,dataset,category_of_interest,enrichment_method,protein_db,taxon_id,assembly_name,stringdb_id,protein_name,gene_primary,cc_function,go_p,go_f
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17F60,AAEL003560,POU domain protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,POU domain protein,5578493,NA,brain development; cell development; generation of neurons; positive regulation of transcription by RNA polymerase II,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17FE8,AAEL003407,AAEL003407-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,mRNA 3'-UTR binding
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17FE9,AAEL003414,AAEL003414-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17FH2,AAEL003420,AAEL003420-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17FK6,AAEL003375,AAEL003375-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell division; negative regulation of BMP signaling pathway,NA
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17FK7,AAEL003381,AAEL003381-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17FQ2,AAEL003357,AAEL003357-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,endocytic recycling; endocytosis,guanyl-nucleotide exchange factor activity; phosphatidylinositol phosphate binding
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17FY6,AAEL003252,AAEL003252-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17G33,AAEL003208,"Tubby, putative; Belongs to the TUB family.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17GF1,AAEL003092,AAEL003092-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell-matrix adhesion,serine-type endopeptidase inhibitor activity
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17GH6,AAEL003014,AAEL003014-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,regulation of transcription by RNA polymerase II,DNA-binding transcription factor activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17GN3,AAEL002928,AAEL002928-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; zinc ion binding"
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17GU4,AAEL002896,AAEL002896-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,N-methyltransferase activity; protein methyltransferase activity; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17ID1,AAEL002369,AAEL002369-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,regulation of DNA-templated transcription,NA
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17JX3,AAEL001901,AAEL001901-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,small monomeric GTPase,NA,NA,NA,GTP binding; GTPase activity
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17KB4,AAEL001738,AAEL001738-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,small monomeric GTPase,5579997,NA,NA,GTP binding; GTPase activity
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17KU9,AAEL001571,AAEL001571-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5571269,NA,NA,calcium channel regulator activity; GTP binding; GTPase activity
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17MT2,AAEL000857,AAEL000857-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; zinc ion binding"
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17NP6,AAEL000597,AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,Cadherins are calcium-dependent cell adhesion proteins,animal organ morphogenesis; cell migration; establishment of planar polarity; establishment or maintenance of cell polarity; homophilic cell adhesion via plasma membrane adhesion molecules; neuron projection development,beta-catenin binding; cadherin binding; calcium ion binding
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q17NS1,AAEL000623,AAEL000623-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,gliogenesis,"DNA-binding transcription activator activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q1DGD9,AAEL015672,AAEL015672-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Novel acetylcholine receptor chaperone,NA,NA,chaperone-mediated protein complex assembly; positive regulation of protein localization to cell surface,NA
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q1DGJ8,AAEL015603,Ceramide kinase.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,ceramide metabolic process,ceramide kinase activity
Aedes aegypti,GO:0050789,Regulation of biological process,91,5350,0.21,0.48,0.00014,Q1HR82,AAEL013359,DEAD box ATP-dependent RNA helicase; Belongs to the DEAD box helicase family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Eukaryotic initiation factor 4A,5577723,NA,regulation of gene expression,ATP binding; hydrolase activity; nucleic acid binding; RNA helicase activity; translation initiation factor activity
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,J9HTN1,GPRGHP4,GPCR Growth Hormone Releasing Hormone Family; Belongs to the G-protein coupled receptor 1 family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,GPRGHP4,NA,NA,neuromedin U receptor activity
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,J9HTV7,AAEL801114,AAEL017419-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,CCHC-type domain-containing protein,23687839,NA,NA,nucleic acid binding; zinc ion binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,J9HZD6,J9HZD6_AEDAE,Phosphoinositide phospholipase C.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Phosphoinositide phospholipase C,NA,NA,G protein-coupled receptor signaling pathway; lipid catabolic process; phosphatidylinositol metabolic process; phosphatidylinositol-mediated signaling; release of sequestered calcium ion into cytosol,"phosphatidylinositol-4,5-bisphosphate phospholipase C activity"
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,J9HZV2,J9HZV2_AEDAE,AAEL017168-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome",mRNA binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q0IEC2,AAEL011420,AAEL011420-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,mRNA processing; RNA splicing,RNA binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q0IFQ3,AAEL004167,AAEL004167-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Branchpoint-bridging protein,5564257,Necessary for the ATP-dependent first step of spliceosome assembly. Binds to the intron branch point sequence (BPS) 5'-UACUAAC-3' of the pre-mRNA. May act as transcription repressor,"mRNA splicing, via spliceosome; regulation of mRNA splicing, via spliceosome",mRNA binding; pre-mRNA branch point binding; zinc ion binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16G66,AAEL014507,AAEL014507-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,NA,"Specifically deglycosylates the denatured form of N-linked glycoproteins in the cytoplasm and assists their proteasome-mediated degradation. Cleaves the beta-aspartyl-glucosamine (GlcNAc) of the glycan and the amide side chain of Asn, converting Asn to Asp. Prefers proteins containing high-mannose over those bearing complex type oligosaccharides. Can recognize misfolded proteins in the endoplasmic reticulum that are exported to the cytosol to be destroyed and deglycosylate them, while it has no activity toward native proteins. Deglycosylation is a prerequisite for subsequent proteasome-mediated degradation of some, but not all, misfolded glycoproteins",glycoprotein catabolic process,metal ion binding; peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16HG5,AAEL014033,AAEL014033-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,RNA binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16HZ7,AAEL013847,"Diacylglycerol kinase, zeta, iota.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,phospholipase C-activating G protein-coupled receptor signaling pathway,ATP binding; ATP-dependent diacylglycerol kinase activity
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16HZ8,AAEL013849,"Diacylglycerol kinase, zeta, iota.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,phospholipase C-activating G protein-coupled receptor signaling pathway,ATP binding; ATP-dependent diacylglycerol kinase activity
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16JH7,AAEL012339,AAEL012339-PA; Belongs to the protein kinase superfamily.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,cyclin-dependent kinase,NA,NA,G1/S transition of mitotic cell cycle; regulation of G2/M transition of mitotic cell cycle; regulation of gene expression; signal transduction,ATP binding; cyclin binding; cyclin-dependent protein serine/threonine kinase activity
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16JQ3,AAEL013250,AAEL013250-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5577538,NA,regulation of autophagosome maturation,GTPase activator activity
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16JV4,AAEL013203,AAEL013203-PA; Belongs to the peptidase C19 family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Ubiquitin carboxyl-terminal hydrolase 47,NA,NA,protein deubiquitination; proteolysis,cysteine-type deubiquitinase activity
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16JZ7,GPRFZ1,GPCR Frizzled/Smoothened Family; Belongs to the G-protein coupled receptor Fz/Smo family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,GPRFZ1,NA,canonical Wnt signaling pathway; non-canonical Wnt signaling pathway,Wnt receptor activity; Wnt-protein binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16K82,AAEL013086,AAEL013086-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,"DNA-binding transcription activator activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding"
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16LF8,AAEL012657,AAEL012657-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,exocytosis; intracellular protein transport; neurotransmitter transport; vesicle docking; vesicle fusion,SNAP receptor activity; SNARE binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16M89,AAEL012381,AAEL012381-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16MZ3,AAEL012138,AAEL012138-PB.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Delta(24)-sterol reductase,NA,"Catalyzes the reduction of the delta-24 double bond of sterol intermediates during cholesterol biosynthesis. In addition to its cholesterol-synthesizing activity, can protect cells from oxidative stress by reducing caspase 3 activity during apoptosis induced by oxidative stress. Also protects against amyloid-beta peptide-induced apoptosis",steroid metabolic process,Delta24(24-1) sterol reductase activity; Delta24-sterol reductase activity; FAD binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16N45,AAEL012092,AAEL012092-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16NT2,AAEL011867,AAEL011867-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16PA7,AAEL011709,Diacylglycerol kinase.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Diacylglycerol kinase,NA,NA,phospholipase C-activating G protein-coupled receptor signaling pathway,ATP binding; ATP-dependent diacylglycerol kinase activity; metal ion binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16PQ3,AAEL011576,AAEL011576-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,mRNA 3'-UTR binding; ribonucleoprotein complex binding; selenocysteine insertion sequence binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16PY9,AAEL011480,AAEL011480-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5574874,NA,regulation of DNA-templated transcription; transcription elongation by RNA polymerase II,RNA polymerase II complex binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16Q37,AAEL011432,AAEL011432-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,motor neuron axon guidance; negative regulation of cell adhesion; positive regulation of axonogenesis; regulation of cell migration; regulation of cell shape; sensory neuron axon guidance,semaphorin receptor activity
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16QS4,AAEL011191,AAEL011191-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5574517,NA,regulation of glycogen biosynthetic process,glycogen binding; protein phosphatase 1 binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16TH4,AAEL010226,AAEL010226-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; protein dimerization activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16TJ0,AAEL010222,AAEL010222-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,GATA-type domain-containing protein,5573053,NA,cell fate commitment; negative regulation of transcription by RNA polymerase II; positive regulation of transcription by RNA polymerase II,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding"
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16TV2,AAEL010124,Phosphoinositide phospholipase C.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Phosphoinositide phospholipase C,NA,NA,G protein-coupled receptor signaling pathway; lipid catabolic process; phosphatidylinositol metabolic process; phosphatidylinositol-mediated signaling; release of sequestered calcium ion into cytosol,"phosphatidylinositol-4,5-bisphosphate phospholipase C activity"
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16U75,AAEL010015,AAEL010015-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16U83,GPRFZ7,AAEL009983-PA; Belongs to the G-protein coupled receptor Fz/Smo family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,GPRFZ7,NA,canonical Wnt signaling pathway; non-canonical Wnt signaling pathway,Wnt receptor activity; Wnt-protein binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16VE7,AAEL009588,Expressed protein (HR3).,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Probable nuclear hormone receptor HR3,NA,Putative receptor whose ligand is not yet known,NA,nuclear receptor activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16VT5,AAEL009437,AAEL009437-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,CCR4-NOT transcription complex subunit 4,NA,"Has E3 ubiquitin ligase activity, promoting ubiquitination and degradation of target proteins. Involved in activation of the JAK/STAT pathway. Catalyzes ubiquitination of methylated RBM15. Plays a role in quality control of translation of mitochondrial outer membrane-localized mRNA. As part of the PINK1-regulated signaling, upon mitochondria damage, ubiquitinates ABCE1 and thereby recruits autophagy receptors to the mitochondrial outer membrane to initiate mitophagy",protein ubiquitination,RNA binding; ubiquitin-protein transferase activity; zinc ion binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16W25,AAEL009364,AAEL009364-PA; Belongs to the protein kinase superfamily.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Cyclin-dependent kinase 12,NA,NA,positive regulation of transcription elongation by RNA polymerase II,ATP binding; cyclin binding; RNA polymerase II CTD heptapeptide repeat kinase activity
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16W86,AAEL009300,AAEL009300-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Novel acetylcholine receptor chaperone,NA,NA,chaperone-mediated protein complex assembly; positive regulation of protein localization to cell surface,NA
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16WA7,AAEL009304,AAEL009304-PA; Belongs to the syntaxin family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,exocytosis; intracellular protein transport; neurotransmitter transport; vesicle docking; vesicle fusion,SNAP receptor activity; SNARE binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16WI5,AAEL009212,AAEL009212-PC.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,Putative transcription factor required for axon growth and guidance in the central and peripheral nervous systems. Repels CNS axons away from the midline by promoting the expression of the midline repellent sli and its receptor robo,axon midline choice point recognition; dendrite morphogenesis; gonad development; larval lymph gland hemopoiesis; larval somatic muscle development; nurse cell apoptotic process; R3/R4 cell fate commitment; R7 cell development; regulation of transcription by RNA polymerase II,zinc ion binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16WN0,AAEL009171,AAEL009171-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5571582,NA,response to unfolded protein,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding"
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16XQ1,AAEL008816,"Vesicular monoamine transporter, putative.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,aminergic neurotransmitter loading into synaptic vesicle,serotonin:sodium:chloride symporter activity
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16YV5,AAEL008421,AAEL008421-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,adherens junction organization; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules; cell migration; cell morphogenesis; cell-cell adhesion mediated by cadherin; cell-cell junction assembly; homophilic cell adhesion via plasma membrane adhesion molecules,beta-catenin binding; cadherin binding; calcium ion binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q16ZQ0,AAEL008122,AAEL008122-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q171F2,AAEL007664,Nicotinic acetylcholine receptor subunit.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,"After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane",NA,acetylcholine-gated monoatomic cation-selective channel activity; transmembrane signaling receptor activity
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q171F9,AAEL007659,AAEL007659-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,CTCK domain-containing protein,5569473,NA,animal organ morphogenesis; sequestering of BMP from receptor via BMP binding,BMP binding; receptor ligand activity
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q174F6,AAEL006911,Microtubule-associated protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,microtubule cytoskeleton organization,NA
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q174S1,AAEL006783,"Histone-lysine N-methyltransferase, H3 lysine-79 specific.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",NA,Histone methyltransferase that specifically trimethylates histone H3 to form H3K79me3. This methylation is required for telomere silencing and for the pachytene checkpoint during the meiotic cell cycle by allowing the recruitment of RAD9 to double strand breaks. Nucleosomes are preferred as substrate compared to free histone,DNA damage checkpoint signaling; DNA repair; methylation,histone H3K79 trimethyltransferase activity
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q175E6,AAEL006664,AAEL006664-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,CCR4-NOT transcription complex subunit 4,NA,"Has E3 ubiquitin ligase activity, promoting ubiquitination and degradation of target proteins. Involved in activation of the JAK/STAT pathway. Catalyzes ubiquitination of methylated RBM15. Plays a role in quality control of translation of mitochondrial outer membrane-localized mRNA. As part of the PINK1-regulated signaling, upon mitochondria damage, ubiquitinates ABCE1 and thereby recruits autophagy receptors to the mitochondrial outer membrane to initiate mitophagy",protein ubiquitination,RNA binding; ubiquitin-protein transferase activity; zinc ion binding
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q175Q0,AAEL006596,AAEL006596-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0050794,Regulation of cellular process,86,4893,0.22,0.49,0.00014,Q175T7,AAEL006555,AAEL006555-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome",mRNA binding
