"species","mirna","enrichment_fdr","n_genes","pathway_genes","fold_enrichment","pathway","url","genes","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","ensembl_id"
"Aedes albopictus","aal-miR-252b-5p",0.00116217,7,758,7.71108179,"GO:0036211 protein modification proc.","http://amigo.geneontology.org/amigo/term/GO:0036211","RP20_CCG003693 CCG005153.1 CCG007520.1 CCG007937.2 RP20_CCG008785 RP20_CCG018341 CCG020002.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.00116217,7,758,7.71108179,"GO:0006464 cellular protein modification proc.","http://amigo.geneontology.org/amigo/term/GO:0006464","RP20_CCG003693 CCG005153.1 CCG007520.1 CCG007937.2 RP20_CCG008785 RP20_CCG018341 CCG020002.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.00158515,7,847,6.90082645,"GO:0043412 macromolecule modification","http://amigo.geneontology.org/amigo/term/GO:0043412","RP20_CCG003693 CCG005153.1 CCG007520.1 CCG007937.2 RP20_CCG008785 RP20_CCG018341 CCG020002.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.01362581,7,1250,4.676,"GO:0044267 cellular protein metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044267","RP20_CCG003693 CCG005153.1 CCG007520.1 CCG007937.2 RP20_CCG008785 RP20_CCG018341 CCG020002.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.01656249,9,2264,3.31934629,"GO:1901564 organonitrogen compound metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:1901564","RP20_CCG003693 CCG005153.1 CCG007520.1 CCG007937.2 RP20_CCG008785 CCG012626.1 RP20_CCG016415 RP20_CCG018341 CCG020002.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.02633075,11,3743,2.45391397,"GO:0044237 cellular metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044237","RP20_CCG003693 CCG005153.1 CCG007520.1 CCG007937.2 RP20_CCG008785 CCG012626.1 RP20_CCG013836.3 RP20_CCG016415 CCG017793.1 RP20_CCG018341 CCG020002.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.02532227,12,4298,2.33131689,"GO:0044238 primary metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044238","RP20_CCG003693 CCG005153.1 CCG007520.1 CCG007937.2 RP20_CCG008785 CCG012626.1 RP20_CCG013836.3 RP20_CCG016415 CCG017793.1 RP20_CCG018341 CCG020002.2 CCG025948.4","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.03021814,12,4512,2.22074468,"GO:0071704 organic substance metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0071704","RP20_CCG003693 CCG005153.1 CCG007520.1 CCG007937.2 RP20_CCG008785 CCG012626.1 RP20_CCG013836.3 RP20_CCG016415 CCG017793.1 RP20_CCG018341 CCG020002.2 CCG025948.4","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.04109438,12,4769,2.10106941,"GO:0008152 metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0008152","RP20_CCG003693 CCG005153.1 CCG007520.1 CCG007937.2 RP20_CCG008785 CCG012626.1 RP20_CCG013836.3 RP20_CCG016415 CCG017793.1 RP20_CCG018341 CCG020002.2 CCG025948.4","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.04464451,1,4,208.75,"GO:0004731 purine-nucleoside phosphorylase activity","http://amigo.geneontology.org/amigo/term/GO:0004731","RP20_CCG016415","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.04464451,1,5,167,"GO:0003997 acyl-CoA oxidase activity","http://amigo.geneontology.org/amigo/term/GO:0003997","RP20_CCG013836.3","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.04464451,1,6,139.166667,"GO:0016717 oxidoreductase activity acting on paired donors with oxidation of a pair of donors result","http://amigo.geneontology.org/amigo/term/GO:0016717","CCG012626.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.04464451,1,6,139.166667,"GO:0070122 isopeptidase activity","http://amigo.geneontology.org/amigo/term/GO:0070122","CCG020002.2","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.04464451,1,6,139.166667,"GO:0140492 metal-dependent deubiquitinase activity","http://amigo.geneontology.org/amigo/term/GO:0140492","CCG020002.2","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.04833732,1,7,119.285714,"GO:0016634 oxidoreductase activity acting on the CH-CH group of donors oxygen as acceptor","http://amigo.geneontology.org/amigo/term/GO:0016634","RP20_CCG013836.3","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.01883682,2,27,61.8518519,"GO:0003729 mRNA binding","http://amigo.geneontology.org/amigo/term/GO:0003729","RP20_CCG008947 RP20_CCG014149","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.02618575,2,48,34.7916667,"GO:0101005 deubiquitinase activity","http://amigo.geneontology.org/amigo/term/GO:0101005","CCG007937.2 CCG020002.2","GO Molecular Function","immune","shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.02618575,2,50,33.4,"GO:0019783 ubiquitin-like protein peptidase activity","http://amigo.geneontology.org/amigo/term/GO:0019783","CCG007937.2 CCG020002.2","GO Molecular Function","immune","shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.04464451,3,256,9.78515625,"GO:0004672 protein kinase activity","http://amigo.geneontology.org/amigo/term/GO:0004672","CCG007520.1 RP20_CCG008785 RP20_CCG018341","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.04464451,3,315,7.95238095,"GO:0016773 phosphotransferase activity alcohol group as acceptor","http://amigo.geneontology.org/amigo/term/GO:0016773","CCG007520.1 RP20_CCG008785 RP20_CCG018341","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.01883682,7,1349,4.33283914,"GO:0140096 catalytic activity acting on a protein","http://amigo.geneontology.org/amigo/term/GO:0140096","RP20_CCG003693 CCG005153.1 CCG007520.1 CCG007937.2 RP20_CCG008785 RP20_CCG018341 CCG020002.2","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.04464451,6,1337,3.74719521,"GO:0016740 transferase activity","http://amigo.geneontology.org/amigo/term/GO:0016740","CCG002317.1 CCG005153.1 CCG007520.1 RP20_CCG008785 RP20_CCG016415 RP20_CCG018341","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-252b-5p",0.01883682,13,4537,2.39255014,"GO:0003824 catalytic activity","http://amigo.geneontology.org/amigo/term/GO:0003824","CCG002317.1 RP20_CCG003693 CCG005153.1 CCG007520.1 CCG007937.2 RP20_CCG008785 CCG012626.1 RP20_CCG013836.3 RP20_CCG016415 RP20_CCG018341 CCG020002.2 CCG021807.1 CCG025948.4","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00276044,2,4,171.911765,"GO:0006047 UDP-N-acetylglucosamine metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006047","CCG007410.1 RP20_CCG020662","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00276044,2,4,171.911765,"GO:0006048 UDP-N-acetylglucosamine biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:0006048","CCG007410.1 RP20_CCG020662","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00276044,2,4,171.911765,"GO:0046349 amino sugar biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:0046349","CCG007410.1 RP20_CCG020662","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00311344,2,5,137.529412,"GO:0051648 vesicle localization","http://amigo.geneontology.org/amigo/term/GO:0051648","RP20_CCG001881 CCG002937.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00311344,2,5,137.529412,"GO:0051650 establishment of vesicle localization","http://amigo.geneontology.org/amigo/term/GO:0051650","RP20_CCG001881 CCG002937.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.01009497,2,10,68.7647059,"GO:0051656 establishment of organelle localization","http://amigo.geneontology.org/amigo/term/GO:0051656","RP20_CCG001881 CCG002937.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.01426134,2,13,52.8959276,"GO:0009226 nucleotide-sugar biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:0009226","CCG007410.1 RP20_CCG020662","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.01426134,2,14,49.1176471,"GO:0006040 amino sugar metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006040","CCG007410.1 RP20_CCG020662","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.01426134,2,15,45.8431373,"GO:0009225 nucleotide-sugar metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0009225","CCG007410.1 RP20_CCG020662","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.02074813,2,19,36.1919505,"GO:0051640 organelle localization","http://amigo.geneontology.org/amigo/term/GO:0051640","RP20_CCG001881 CCG002937.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.01426134,5,250,6.87647059,"GO:0006468 protein phosphorylation","http://amigo.geneontology.org/amigo/term/GO:0006468","RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00416507,9,679,4.55730746,"GO:0006793 phosphorus metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006793","RP20_CCG002156.2 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007410.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG020662","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00276044,10,758,4.53593047,"GO:0036211 protein modification proc.","http://amigo.geneontology.org/amigo/term/GO:0036211","RP20_CCG002156.2 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG014760 RP20_CCG015580 RP20_CCG026317","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00276044,10,758,4.53593047,"GO:0006464 cellular protein modification proc.","http://amigo.geneontology.org/amigo/term/GO:0006464","RP20_CCG002156.2 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG014760 RP20_CCG015580 RP20_CCG026317","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00416507,10,847,4.05930967,"GO:0043412 macromolecule modification","http://amigo.geneontology.org/amigo/term/GO:0043412","RP20_CCG002156.2 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG014760 RP20_CCG015580 RP20_CCG026317","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00276044,13,1250,3.57576471,"GO:0044267 cellular protein metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044267","RP20_CCG002156.2 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG014760 RP20_CCG015580 CCG016238.1 RP20_CCG021651 RP20_CCG024828.2 RP20_CCG026317","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.01426134,14,1909,2.52149262,"GO:0019538 protein metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0019538","RP20_CCG002156.2 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG014760 RP20_CCG015580 CCG016238.1 RP20_CCG019046.2 RP20_CCG021651 RP20_CCG024828.2 RP20_CCG026317","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.01701776,21,3743,1.92901259,"GO:0044237 cellular metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044237","RP20_CCG002156.2 RP20_CCG002219 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007410.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG014760 RP20_CCG015580 CCG016238.1 CCG017793.1 RP20_CCG020662 CCG020979.1 RP20_CCG021651 RP20_CCG022918 RP20_CCG024828.2 RP20_CCG026099 RP20_CCG026317 CCG027115.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.01426134,22,3945,1.91739357,"GO:0006807 nitrogen compound metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006807","RP20_CCG002156.2 RP20_CCG002219 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007410.1 CCG007520.1 RP20_CCG008414 RP20_CCG008785 RP20_CCG014760 RP20_CCG015580 CCG016238.1 CCG017793.1 RP20_CCG019046.2 RP20_CCG020662 CCG020979.1 RP20_CCG021651 RP20_CCG022918 RP20_CCG024828.2 RP20_CCG026099 RP20_CCG026317 CCG027115.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.01426134,24,4512,1.82884856,"GO:0071704 organic substance metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0071704","RP20_CCG002156.2 RP20_CCG002219 RP20_CCG003693 RP20_CCG005310.2 RP20_CCG005741 CCG007410.1 CCG007520.1 RP20_CCG007786 RP20_CCG008414 RP20_CCG008785 RP20_CCG014760 RP20_CCG015580 CCG016238.1 CCG017793.1 RP20_CCG019046.2 RP20_CCG020662 CCG020979.1 RP20_CCG021651 RP20_CCG022918 RP20_CCG024828.2 CCG025919.1 RP20_CCG026099 RP20_CCG026317 CCG027115.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.04176263,1,3,114.607843,"GO:0044322 endoplasmic reticulum quality control compartment","http://amigo.geneontology.org/amigo/term/GO:0044322","RP20_CCG014760","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",1.33e-07,7,76,31.6679567,"GO:0000786 nucleosome","http://amigo.geneontology.org/amigo/term/GO:0000786","RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 RP20_CCG028388","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",1.33e-07,7,82,29.3507891,"GO:0032993 protein-DNA complex","http://amigo.geneontology.org/amigo/term/GO:0032993","RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 RP20_CCG028388","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",2e-07,7,92,26.1604859,"GO:0044815 DNA packaging complex","http://amigo.geneontology.org/amigo/term/GO:0044815","RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 RP20_CCG028388","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",7.13e-07,7,115,20.9283887,"GO:0000785 chromatin","http://amigo.geneontology.org/amigo/term/GO:0000785","RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 RP20_CCG028388","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",1.09e-06,8,192,14.3259804,"GO:0005694 chromosome","http://amigo.geneontology.org/amigo/term/GO:0005694","RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 RP20_CCG022918 RP20_CCG028388","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.0004291,10,756,4.54793028,"GO:0043228 non-membrane-bounded organelle","http://amigo.geneontology.org/amigo/term/GO:0043228","RP20_CCG001881 RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG022536.3 RP20_CCG022918 RP20_CCG028388","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.0004291,10,756,4.54793028,"GO:0043232 intracellular non-membrane-bounded organelle","http://amigo.geneontology.org/amigo/term/GO:0043232","RP20_CCG001881 RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG022536.3 RP20_CCG022918 RP20_CCG028388","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00229327,11,1170,3.23252891,"GO:0032991 protein-containing complex","http://amigo.geneontology.org/amigo/term/GO:0032991","RP20_CCG002835 CCG002937.1 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG017793.1 RP20_CCG024828.2 RP20_CCG026317 RP20_CCG028388","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00030715,16,1795,3.06472227,"GO:0005634 nucleus","http://amigo.geneontology.org/amigo/term/GO:0005634","RP20_CCG002219 RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 RP20_CCG015580 CCG017793.1 CCG020979.1 RP20_CCG022918 CCG023595.1 RP20_CCG026317 CCG027115.1 RP20_CCG028388","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00057713,19,2632,2.48200876,"GO:0043231 intracellular membrane-bounded organelle","http://amigo.geneontology.org/amigo/term/GO:0043231","RP20_CCG002219 RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 RP20_CCG014760 RP20_CCG015580 CCG015582.1 CCG017793.1 CCG020979.1 RP20_CCG022918 CCG023595.1 RP20_CCG026317 CCG027115.1 CCG027460.1 RP20_CCG028388","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00066394,19,2707,2.41324236,"GO:0043227 membrane-bounded organelle","http://amigo.geneontology.org/amigo/term/GO:0043227","RP20_CCG002219 RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 RP20_CCG014760 RP20_CCG015580 CCG015582.1 CCG017793.1 CCG020979.1 RP20_CCG022918 CCG023595.1 RP20_CCG026317 CCG027115.1 CCG027460.1 RP20_CCG028388","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",7.1e-05,25,3623,2.37250572,"GO:0005622 intracellular anatomical structure","http://amigo.geneontology.org/amigo/term/GO:0005622","RP20_CCG001881 RP20_CCG002219 RP20_CCG002835 CCG002937.1 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 RP20_CCG014760 RP20_CCG015580 CCG015582.1 CCG017793.1 RP20_CCG019046.2 CCG020979.1 CCG022536.3 RP20_CCG022918 CCG023595.1 RP20_CCG024828.2 CCG025919.1 RP20_CCG026317 CCG027115.1 CCG027460.1 RP20_CCG028388","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00066394,21,3176,2.27339235,"GO:0043229 intracellular organelle","http://amigo.geneontology.org/amigo/term/GO:0043229","RP20_CCG001881 RP20_CCG002219 RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 RP20_CCG014760 RP20_CCG015580 CCG015582.1 CCG017793.1 CCG020979.1 CCG022536.3 RP20_CCG022918 CCG023595.1 RP20_CCG026317 CCG027115.1 CCG027460.1 RP20_CCG028388","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00066394,21,3209,2.25001375,"GO:0043226 organelle","http://amigo.geneontology.org/amigo/term/GO:0043226","RP20_CCG001881 RP20_CCG002219 RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 CCG011270.1 RP20_CCG014760 RP20_CCG015580 CCG015582.1 CCG017793.1 CCG020979.1 CCG022536.3 RP20_CCG022918 CCG023595.1 RP20_CCG026317 CCG027115.1 CCG027460.1 RP20_CCG028388","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00242335,2,6,114.607843,"GO:0004571 mannosyl-oligosaccharide 1,2-alpha-mannosidase activity","http://amigo.geneontology.org/amigo/term/GO:0004571","RP20_CCG007786 RP20_CCG014760","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00242335,2,6,114.607843,"GO:0015924 mannosyl-oligosaccharide mannosidase activity","http://amigo.geneontology.org/amigo/term/GO:0015924","RP20_CCG007786 RP20_CCG014760","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00243521,2,9,76.4052288,"GO:0004559 alpha-mannosidase activity","http://amigo.geneontology.org/amigo/term/GO:0004559","RP20_CCG007786 RP20_CCG014760","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",0.00243521,2,9,76.4052288,"GO:0015923 mannosidase activity","http://amigo.geneontology.org/amigo/term/GO:0015923","RP20_CCG007786 RP20_CCG014760","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-276-5p",3.08e-07,7,75,32.0901961,"GO:0030527 structural constituent of chromatin","http://amigo.geneontology.org/amigo/term/GO:0030527","RP20_CCG002835 CCG003084.1 RP20_CCG007138 RP20_CCG009115 CCG010136.1 CCG010649.1 RP20_CCG028388","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
