"uniprot_id","species","mirna_expression","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id","log10_fdr","term_wrapped"
"Q170K9","Aedes aegypti","up-regulated","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL007890",NA,NA,NA,"cell development",NA,"Immunoglobulin C-2 Type",NA,"Ig_3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Cellular process"
"Q171J8","Aedes aegypti","up-regulated","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Cellular process"
"Q171K9","Aedes aegypti","up-regulated","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"TOLL5A",NA,NA,NA,"signal transduction","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine Rich Repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Cellular process"
"Q178N5","Aedes aegypti","up-regulated","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL005832",NA,"Programmed cell death protein 4",NA,"negative regulation of DNA-templated transcription",NA,"Programmed cell death","PDCD4","MA3","Initiation factor eIF-4 gamma, MA3","MA3 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Cellular process"
"Q17DL2","Aedes aegypti","up-regulated","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Cellular process"
"Q17G69","Aedes aegypti","up-regulated","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Cellular process"
"Q17G70","Aedes aegypti","up-regulated","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL003167",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","CD80-like C2-set immunoglobulin domain","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Cellular process"
"Q17HA9","Aedes aegypti","up-regulated","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL002754",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","CD80-like C2-set immunoglobulin domain","KIRREL","C2-set_2,I-set,Ig_2,Ig_3,ig",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Cellular process"
"Q17HG6","Aedes aegypti","up-regulated","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL002690",NA,NA,NA,"motor neuron axon guidance",NA,"Beat protein",NA,"C2-set_2,Ig_3","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Cellular process"
"Q17MT6","Aedes aegypti","up-regulated","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Cellular process"
"Q17NJ1","Aedes aegypti","up-regulated","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Cellular process"
"Q16GL8","Aedes aegypti","up-regulated","GO:0048666","Neuron development",52,673,0.48,1.05,1.69e-09,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine rich repeat","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Neuron development"
"Q16I88","Aedes aegypti","up-regulated","GO:0048666","Neuron development",52,673,0.48,1.05,1.69e-09,"AAEL013758",NA,NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Neuron development"
"Q170K8","Aedes aegypti","up-regulated","GO:0048666","Neuron development",52,673,0.48,1.05,1.69e-09,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Neuron development"
"Q171J8","Aedes aegypti","up-regulated","GO:0048666","Neuron development",52,673,0.48,1.05,1.69e-09,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Neuron development"
"Q17HG6","Aedes aegypti","up-regulated","GO:0048666","Neuron development",52,673,0.48,1.05,1.69e-09,"AAEL002690",NA,NA,NA,"motor neuron axon guidance",NA,"Beat protein",NA,"C2-set_2,Ig_3","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Neuron development"
"Q17MT6","Aedes aegypti","up-regulated","GO:0048666","Neuron development",52,673,0.48,1.05,1.69e-09,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Neuron development"
"Q17NJ1","Aedes aegypti","up-regulated","GO:0048666","Neuron development",52,673,0.48,1.05,1.69e-09,"TOLL8",NA,NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.77211329538633,"Neuron development"
"Q0IE98","Aedes aegypti","up-regulated","GO:0007611","Learning or memory",25,171,0.76,1.38,5.58e-09,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.25336580106242,"Learning or memory"
"Q0IE99","Aedes aegypti","up-regulated","GO:0007611","Learning or memory",25,171,0.76,1.38,5.58e-09,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",8.25336580106242,"Learning or memory"
"Q16MK6","Aedes aegypti","up-regulated","GO:0048519","Negative regulation of biological process",93,1788,0.31,0.8,1.08e-08,"AAEL012272","Peptidylprolyl isomerase.","peptidylprolyl isomerase",NA,"negative regulation of apoptotic process","peptidyl-prolyl cis-trans isomerase activity; protein folding chaperone","Peptidylprolyl isomerase","FKBP8","FKBP_C,TPR_1,TPR_2,TPR_8","FKBP-type peptidyl-prolyl cis-trans isomerase domain","FKBP-type peptidyl-prolyl cis-trans isomerase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.96657624451305,"Negative regulation of
biological process"
"Q170K8","Aedes aegypti","up-regulated","GO:0048519","Negative regulation of biological process",93,1788,0.31,0.8,1.08e-08,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.96657624451305,"Negative regulation of
biological process"
"Q171J8","Aedes aegypti","up-regulated","GO:0048519","Negative regulation of biological process",93,1788,0.31,0.8,1.08e-08,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.96657624451305,"Negative regulation of
biological process"
"Q178N5","Aedes aegypti","up-regulated","GO:0048519","Negative regulation of biological process",93,1788,0.31,0.8,1.08e-08,"AAEL005832",NA,"Programmed cell death protein 4",NA,"negative regulation of DNA-templated transcription",NA,"Programmed cell death","PDCD4","MA3","Initiation factor eIF-4 gamma, MA3","MA3 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.96657624451305,"Negative regulation of
biological process"
"Q17DL2","Aedes aegypti","up-regulated","GO:0048519","Negative regulation of biological process",93,1788,0.31,0.8,1.08e-08,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.96657624451305,"Negative regulation of
biological process"
"Q17G69","Aedes aegypti","up-regulated","GO:0048519","Negative regulation of biological process",93,1788,0.31,0.8,1.08e-08,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.96657624451305,"Negative regulation of
biological process"
"Q17MT6","Aedes aegypti","up-regulated","GO:0048519","Negative regulation of biological process",93,1788,0.31,0.8,1.08e-08,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.96657624451305,"Negative regulation of
biological process"
"Q0IE98","Aedes aegypti","up-regulated","GO:0007635","Chemosensory behavior",18,86,0.91,1.49,2.06e-08,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.68613277963085,"Chemosensory behavior"
"Q0IE99","Aedes aegypti","up-regulated","GO:0007635","Chemosensory behavior",18,86,0.91,1.49,2.06e-08,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.68613277963085,"Chemosensory behavior"
"Q16MK6","Aedes aegypti","up-regulated","GO:0048523","Negative regulation of cellular process",79,1453,0.33,0.79,5.99e-08,"AAEL012272","Peptidylprolyl isomerase.","peptidylprolyl isomerase",NA,"negative regulation of apoptotic process","peptidyl-prolyl cis-trans isomerase activity; protein folding chaperone","Peptidylprolyl isomerase","FKBP8","FKBP_C,TPR_1,TPR_2,TPR_8","FKBP-type peptidyl-prolyl cis-trans isomerase domain","FKBP-type peptidyl-prolyl cis-trans isomerase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.22257317761069,"Negative regulation of
cellular process"
"Q170K8","Aedes aegypti","up-regulated","GO:0048523","Negative regulation of cellular process",79,1453,0.33,0.79,5.99e-08,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.22257317761069,"Negative regulation of
cellular process"
"Q171J8","Aedes aegypti","up-regulated","GO:0048523","Negative regulation of cellular process",79,1453,0.33,0.79,5.99e-08,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.22257317761069,"Negative regulation of
cellular process"
"Q178N5","Aedes aegypti","up-regulated","GO:0048523","Negative regulation of cellular process",79,1453,0.33,0.79,5.99e-08,"AAEL005832",NA,"Programmed cell death protein 4",NA,"negative regulation of DNA-templated transcription",NA,"Programmed cell death","PDCD4","MA3","Initiation factor eIF-4 gamma, MA3","MA3 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.22257317761069,"Negative regulation of
cellular process"
"Q17DL2","Aedes aegypti","up-regulated","GO:0048523","Negative regulation of cellular process",79,1453,0.33,0.79,5.99e-08,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.22257317761069,"Negative regulation of
cellular process"
"Q17G69","Aedes aegypti","up-regulated","GO:0048523","Negative regulation of cellular process",79,1453,0.33,0.79,5.99e-08,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.22257317761069,"Negative regulation of
cellular process"
"Q0IE98","Aedes aegypti","up-regulated","GO:0008355","Olfactory learning",13,39,1.12,1.58,6.72e-08,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.17263072694618,"Olfactory learning"
"Q0IE99","Aedes aegypti","up-regulated","GO:0008355","Olfactory learning",13,39,1.12,1.58,6.72e-08,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process","co2","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",7.17263072694618,"Olfactory learning"
"Q0IE98","Aedes aegypti","up-regulated","GO:0048518","Positive regulation of biological process",100,2090,0.27,0.72,1.27e-07,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.89619627904404,"Positive regulation of
biological process"
"Q0IE99","Aedes aegypti","up-regulated","GO:0048518","Positive regulation of biological process",100,2090,0.27,0.72,1.27e-07,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.89619627904404,"Positive regulation of
biological process"
"Q16UK1","Aedes aegypti","up-regulated","GO:0048518","Positive regulation of biological process",100,2090,0.27,0.72,1.27e-07,"AAEL009871",NA,"Germinal-center associated nuclear protein","As a component of the TREX-2 complex, involved in the export of mRNAs to the cytoplasm through the nuclear pores. Through the acetylation of histones, affects the assembly of nucleosomes at immunoglobulin variable region genes and promotes the recruitment and positioning of transcription complex to favor DNA cytosine deaminase AICDA/AID targeting, hence promoting somatic hypermutations","mRNA export from nucleus",NA,"MCM3AP domain of GANP","MCM3AP","CID_GANP,MCM3AP_GANP,NupH_GANP,RRM_1,SAC3_GANP","SAC3/GANP/THP3, conserved domain","SAC3/GANP family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.89619627904404,"Positive regulation of
biological process"
"Q171J8","Aedes aegypti","up-regulated","GO:0048518","Positive regulation of biological process",100,2090,0.27,0.72,1.27e-07,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.89619627904404,"Positive regulation of
biological process"
"Q178N5","Aedes aegypti","up-regulated","GO:0048518","Positive regulation of biological process",100,2090,0.27,0.72,1.27e-07,"AAEL005832",NA,"Programmed cell death protein 4",NA,"negative regulation of DNA-templated transcription",NA,"Programmed cell death","PDCD4","MA3","Initiation factor eIF-4 gamma, MA3","MA3 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.89619627904404,"Positive regulation of
biological process"
"Q17DL2","Aedes aegypti","up-regulated","GO:0048518","Positive regulation of biological process",100,2090,0.27,0.72,1.27e-07,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.89619627904404,"Positive regulation of
biological process"
"Q17G69","Aedes aegypti","up-regulated","GO:0048518","Positive regulation of biological process",100,2090,0.27,0.72,1.27e-07,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.89619627904404,"Positive regulation of
biological process"
"Q17MT6","Aedes aegypti","up-regulated","GO:0048518","Positive regulation of biological process",100,2090,0.27,0.72,1.27e-07,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.89619627904404,"Positive regulation of
biological process"
"Q0IE98","Aedes aegypti","up-regulated","GO:0008306","Associative learning",14,53,1.01,1.44,1.69e-07,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.77211329538633,"Associative learning"
"Q0IE99","Aedes aegypti","up-regulated","GO:0008306","Associative learning",14,53,1.01,1.44,1.69e-07,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.77211329538633,"Associative learning"
"Q170K8","Aedes aegypti","up-regulated","GO:0030424","Axon",30,291,0.61,1.04,3.3e-07,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.48148606012211,"Axon"
"Q0IE98","Aedes aegypti","up-regulated","GO:0110165","Cellular anatomical entity",372,12827,0.05,0.5,3.3e-07,"AAEL012979",NA,NA,NA,NA,NA,"Immunoglobulin domain",NA,"I-set","EGF-like domain","EGF-like domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.48148606012211,"Cellular anatomical entity"
"Q0IE99","Aedes aegypti","up-regulated","GO:0110165","Cellular anatomical entity",372,12827,0.05,0.5,3.3e-07,"AAEL012977",NA,NA,NA,NA,"protein kinase activity","Immunoglobulin domain",NA,"I-set","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.48148606012211,"Cellular anatomical entity"
"Q16F16","Aedes aegypti","up-regulated","GO:0110165","Cellular anatomical entity",372,12827,0.05,0.5,3.3e-07,"AAEL014933","Peptidylprolyl isomerase.","peptidylprolyl isomerase",NA,"negative regulation of apoptotic process","peptidyl-prolyl cis-trans isomerase activity; protein folding chaperone","Peptidylprolyl isomerase","FKBP8","FKBP_C,TPR_1,TPR_2,TPR_8","FKBP-type peptidyl-prolyl cis-trans isomerase domain","FKBP-type peptidyl-prolyl cis-trans isomerase","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.48148606012211,"Cellular anatomical entity"
"Q16GL8","Aedes aegypti","up-regulated","GO:0110165","Cellular anatomical entity",372,12827,0.05,0.5,3.3e-07,"AAEL014337","Mitotic protein phosphatase 1 regulator, putative.",NA,NA,NA,NA,"Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Leucine-rich repeat","Leucine rich repeat","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.48148606012211,"Cellular anatomical entity"
"Q16I88","Aedes aegypti","up-regulated","GO:0110165","Cellular anatomical entity",372,12827,0.05,0.5,3.3e-07,"AAEL013758",NA,NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.48148606012211,"Cellular anatomical entity"
"Q16MK4","Aedes aegypti","up-regulated","GO:0110165","Cellular anatomical entity",372,12827,0.05,0.5,3.3e-07,"AAEL012273",NA,NA,NA,"hematopoietic progenitor cell differentiation",NA,"Armadillo repeat-containing protein 6","ARMC6","Arm","LRRK2, ARM repeat domain","LRRK2 ARM repeat","GO Cellular Component",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes",6.48148606012211,"Cellular anatomical entity"
