#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
UPI0007D1C732	7159.AAEL009405-PA	0	1120	"KOG1721@1|root,KOG1721@2759|Eukaryota,39MUZ@33154|Opisthokonta,3CPEF@33208|Metazoa,3E5JG@33213|Bilateria,42AKZ@6656|Arthropoda,3T0AM@50557|Insecta,4598X@7147|Diptera,45G61@7148|Nematocera"	33208|Metazoa	S	zinc finger	-	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A182GEY8|A0A182GEY8_AEDAL	7159.AAEL006249-PA	0	1559	"COG5260@1|root,KOG2277@2759|Eukaryota,38HF3@33154|Opisthokonta,3BJC5@33208|Metazoa,3CVUX@33213|Bilateria,41UPR@6656|Arthropoda,3SII2@50557|Insecta,44XCC@7147|Diptera,45G6R@7148|Nematocera"	33208|Metazoa	D	Cid1 family poly A polymerase	PAPD4	"GO:0000003,GO:0000212,GO:0000226,GO:0000278,GO:0000280,GO:0000741,GO:0000956,GO:0001556,GO:0001654,GO:0001775,GO:0002244,GO:0002376,GO:0002520,GO:0002682,GO:0002697,GO:0002700,GO:0002759,GO:0002784,GO:0002805,GO:0002831,GO:0002920,GO:0003006,GO:0003008,GO:0003674,GO:0003824,GO:0004652,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006139,GO:0006378,GO:0006396,GO:0006397,GO:0006401,GO:0006402,GO:0006403,GO:0006725,GO:0006807,GO:0006810,GO:0006996,GO:0006997,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007052,GO:0007056,GO:0007097,GO:0007143,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007338,GO:0007343,GO:0007344,GO:0007399,GO:0007417,GO:0007420,GO:0007423,GO:0007610,GO:0007611,GO:0007613,GO:0007616,GO:0008150,GO:0008152,GO:0008298,GO:0008334,GO:0009056,GO:0009057,GO:0009314,GO:0009416,GO:0009566,GO:0009628,GO:0009642,GO:0009646,GO:0009790,GO:0009792,GO:0009889,GO:0009892,GO:0009894,GO:0009895,GO:0009987,GO:0009994,GO:0010467,GO:0010468,GO:0010564,GO:0010605,GO:0010608,GO:0010629,GO:0010638,GO:0016043,GO:0016070,GO:0016071,GO:0016740,GO:0016772,GO:0016779,GO:0019219,GO:0019222,GO:0019439,GO:0019953,GO:0021537,GO:0021543,GO:0021700,GO:0021761,GO:0021766,GO:0022008,GO:0022402,GO:0022412,GO:0022414,GO:0022607,GO:0030097,GO:0030154,GO:0030182,GO:0030880,GO:0030900,GO:0031123,GO:0031124,GO:0031323,GO:0031324,GO:0031326,GO:0031329,GO:0031330,GO:0031379,GO:0031380,GO:0031974,GO:0031981,GO:0032101,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0033036,GO:0033043,GO:0034062,GO:0034248,GO:0034641,GO:0034655,GO:0035044,GO:0035046,GO:0035770,GO:0036464,GO:0040020,GO:0042995,GO:0043005,GO:0043010,GO:0043170,GO:0043186,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043487,GO:0043489,GO:0043631,GO:0043900,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045495,GO:0045787,GO:0045836,GO:0045934,GO:0046483,GO:0046700,GO:0046907,GO:0048284,GO:0048285,GO:0048468,GO:0048469,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048583,GO:0048599,GO:0048609,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050776,GO:0050789,GO:0050794,GO:0050877,GO:0050890,GO:0050896,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051179,GO:0051225,GO:0051234,GO:0051252,GO:0051253,GO:0051302,GO:0051321,GO:0051445,GO:0051446,GO:0051640,GO:0051641,GO:0051647,GO:0051649,GO:0051656,GO:0051704,GO:0051716,GO:0051726,GO:0051783,GO:0051785,GO:0060041,GO:0060255,GO:0060293,GO:0060322,GO:0060631,GO:0060903,GO:0061695,GO:0065007,GO:0065008,GO:0070013,GO:0070566,GO:0070727,GO:0070925,GO:0071044,GO:0071214,GO:0071478,GO:0071482,GO:0071484,GO:0071485,GO:0071695,GO:0071704,GO:0071840,GO:0080090,GO:0090068,GO:0090304,GO:0090306,GO:0097458,GO:0097747,GO:0104004,GO:0120025,GO:0140013,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1902369,GO:1902494,GO:1902850,GO:1903046,GO:1903047,GO:1990234,GO:1990603,GO:1990904,GO:2000241,GO:2000243,GO:2000625,GO:2000626,GO:2000628,GO:2000629"	2.7.7.19	ko:K14079	-	-	-	-	"ko00000,ko01000,ko03019"	-	-	-	"NTP_transf_2,PAP_assoc"
UPI0007D5D4A6	7070.TC012952-PA	1.71e-180	542	"COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BA5H@33208|Metazoa,3CWAK@33213|Bilateria,41WI3@6656|Arthropoda,3SIRK@50557|Insecta"	33208|Metazoa	O	K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,Retrotrans_gag,rve,zf-CCHC,zf-H2C2"
tr|A0A182G7F0|A0A182G7F0_AEDAL	7176.CPIJ004115-PA	0	1745	"COG0419@1|root,KOG0962@2759|Eukaryota,38D7E@33154|Opisthokonta,3BA1K@33208|Metazoa,3CYQ4@33213|Bilateria,41TWK@6656|Arthropoda,3SHSH@50557|Insecta,44ZEE@7147|Diptera,45DN0@7148|Nematocera"	33208|Metazoa	L	DNA repair protein RAD50	RAD50	"GO:0000003,GO:0000018,GO:0000019,GO:0000228,GO:0000280,GO:0000722,GO:0000723,GO:0000724,GO:0000725,GO:0000726,GO:0000729,GO:0000781,GO:0000784,GO:0000785,GO:0000790,GO:0000793,GO:0000794,GO:0001932,GO:0001934,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003691,GO:0003697,GO:0003824,GO:0004017,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005737,GO:0006139,GO:0006259,GO:0006260,GO:0006278,GO:0006281,GO:0006302,GO:0006303,GO:0006310,GO:0006312,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007004,GO:0007049,GO:0007127,GO:0007131,GO:0007275,GO:0007346,GO:0007507,GO:0008104,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009117,GO:0009123,GO:0009165,GO:0009719,GO:0009725,GO:0009892,GO:0009893,GO:0009987,GO:0010033,GO:0010562,GO:0010604,GO:0010605,GO:0010638,GO:0010639,GO:0010833,GO:0016043,GO:0016233,GO:0016234,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019219,GO:0019220,GO:0019222,GO:0019438,GO:0019637,GO:0022402,GO:0022414,GO:0022607,GO:0022616,GO:0030674,GO:0030870,GO:0031323,GO:0031324,GO:0031325,GO:0031399,GO:0031401,GO:0031860,GO:0031952,GO:0031954,GO:0031974,GO:0031981,GO:0032200,GO:0032204,GO:0032205,GO:0032206,GO:0032268,GO:0032270,GO:0032392,GO:0032501,GO:0032502,GO:0032508,GO:0032991,GO:0033036,GO:0033043,GO:0033044,GO:0033554,GO:0033674,GO:0034641,GO:0034645,GO:0034654,GO:0034698,GO:0035825,GO:0035861,GO:0042162,GO:0042221,GO:0042325,GO:0042327,GO:0042592,GO:0043047,GO:0043085,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043549,GO:0043565,GO:0043900,GO:0043901,GO:0043903,GO:0043933,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0044752,GO:0045120,GO:0045934,GO:0045935,GO:0045937,GO:0046483,GO:0046596,GO:0046597,GO:0046940,GO:0048285,GO:0048471,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048525,GO:0048731,GO:0048856,GO:0050145,GO:0050789,GO:0050790,GO:0050792,GO:0050794,GO:0050896,GO:0051052,GO:0051053,GO:0051054,GO:0051128,GO:0051129,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051246,GO:0051247,GO:0051259,GO:0051276,GO:0051291,GO:0051321,GO:0051338,GO:0051347,GO:0051716,GO:0051726,GO:0051880,GO:0055086,GO:0060090,GO:0060249,GO:0060255,GO:0061982,GO:0065003,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070192,GO:0071103,GO:0071704,GO:0071840,GO:0071897,GO:0072359,GO:0080090,GO:0090304,GO:0090305,GO:0090407,GO:0090734,GO:0097159,GO:0098687,GO:0098847,GO:0140013,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903046,GO:1903900,GO:1903901,GO:1904353,GO:1904354,GO:2001251,GO:2001252"	-	"ko:K10866,ko:K13912"	"ko03440,ko03450,ko04218,ko04970,map03440,map03450,map04218,map04970"	"M00291,M00292,M00295"	-	-	"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400"	-	-	-	"AAA_23,Rad50_zn_hook,SbcCD_C"
tr|A0A182H9A7|A0A182H9A7_AEDAL	7176.CPIJ012238-PA	0	1193	"KOG0211@1|root,KOG0211@2759|Eukaryota,38E8W@33154|Opisthokonta,3BHD3@33208|Metazoa,3D0V4@33213|Bilateria,41W1F@6656|Arthropoda,3SJQA@50557|Insecta,45683@7147|Diptera,45EYY@7148|Nematocera"	33208|Metazoa	T	protein phosphatase regulator activity	PPP4R1	"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006468,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0008287,GO:0009987,GO:0010564,GO:0010639,GO:0010921,GO:0010948,GO:0016310,GO:0016311,GO:0019208,GO:0019220,GO:0019222,GO:0019538,GO:0019888,GO:0019904,GO:0023052,GO:0030234,GO:0030289,GO:0031323,GO:0031399,GO:0032268,GO:0032886,GO:0032887,GO:0032991,GO:0033043,GO:0035303,GO:0035304,GO:0036211,GO:0040020,GO:0043170,GO:0043412,GO:0043666,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0045786,GO:0045835,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051128,GO:0051129,GO:0051171,GO:0051174,GO:0051246,GO:0051336,GO:0051445,GO:0051447,GO:0051493,GO:0051494,GO:0051716,GO:0051726,GO:0051783,GO:0051784,GO:0051983,GO:0051985,GO:0060255,GO:0065007,GO:0065009,GO:0070507,GO:0071704,GO:0080090,GO:0090224,GO:0098772,GO:1901564,GO:1902119,GO:1902120,GO:1902494,GO:1903293,GO:2000241,GO:2000242"	-	ko:K15424	-	-	-	-	"ko00000,ko01009,ko03400"	-	-	-	"HEAT,WRNPLPNID"
tr|A0A182G0L9|A0A182G0L9_AEDAL	7159.AAEL006236-PA	1.27e-210	590	"COG0451@1|root,KOG1429@2759|Eukaryota,38E6E@33154|Opisthokonta,3BCA9@33208|Metazoa,3CUDE@33213|Bilateria,41V43@6656|Arthropoda,3SFWP@50557|Insecta,44YUT@7147|Diptera,45CPC@7148|Nematocera"	33208|Metazoa	GM	RmlD substrate binding domain	UXS1	"GO:0000003,GO:0000166,GO:0001501,GO:0001503,GO:0002009,GO:0002119,GO:0002164,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0006022,GO:0006023,GO:0006024,GO:0006029,GO:0006082,GO:0006790,GO:0006807,GO:0007275,GO:0007610,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009888,GO:0009987,GO:0012505,GO:0015012,GO:0016043,GO:0016829,GO:0016830,GO:0016831,GO:0018991,GO:0019098,GO:0019538,GO:0022414,GO:0022607,GO:0030166,GO:0030198,GO:0030201,GO:0030203,GO:0030204,GO:0030206,GO:0032501,GO:0032502,GO:0032504,GO:0034645,GO:0035295,GO:0036094,GO:0040025,GO:0042802,GO:0042803,GO:0043062,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044272,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046983,GO:0048037,GO:0048040,GO:0048513,GO:0048565,GO:0048569,GO:0048609,GO:0048729,GO:0048731,GO:0048856,GO:0050650,GO:0050654,GO:0050662,GO:0051216,GO:0051259,GO:0051262,GO:0051287,GO:0055123,GO:0060429,GO:0060465,GO:0061448,GO:0065003,GO:0070403,GO:0071704,GO:0071840,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1903510"	4.1.1.35	ko:K08678	"ko00520,ko01100,map00520,map01100"	M00361	R01384	RC00508	"ko00000,ko00001,ko00002,ko01000"	-	-	-	"GDP_Man_Dehyd,UXS1_N"
tr|A0A182H3G2|A0A182H3G2_AEDAL	7159.AAEL004004-PA	6.53e-220	607	"COG0846@1|root,KOG2683@2759|Eukaryota,38FF4@33154|Opisthokonta,3B9R8@33208|Metazoa,3CW2N@33213|Bilateria,41VT0@6656|Arthropoda,3SHP0@50557|Insecta,44ZBM@7147|Diptera,45EA7@7148|Nematocera"	33208|Metazoa	BK	NAD-dependent protein deacylase. Catalyzes the NAD- dependent hydrolysis of acyl groups from lysine residues	SIRT4	"GO:0000820,GO:0002791,GO:0002792,GO:0003674,GO:0003824,GO:0003950,GO:0004407,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005759,GO:0006082,GO:0006325,GO:0006342,GO:0006355,GO:0006464,GO:0006471,GO:0006476,GO:0006520,GO:0006521,GO:0006541,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0009064,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010565,GO:0010605,GO:0010629,GO:0010639,GO:0010646,GO:0010648,GO:0010656,GO:0010660,GO:0010662,GO:0010664,GO:0010665,GO:0010667,GO:0010817,GO:0010821,GO:0010823,GO:0010941,GO:0010955,GO:0016020,GO:0016043,GO:0016458,GO:0016569,GO:0016570,GO:0016575,GO:0016740,GO:0016757,GO:0016763,GO:0016787,GO:0016810,GO:0016811,GO:0018193,GO:0018205,GO:0019213,GO:0019216,GO:0019217,GO:0019219,GO:0019222,GO:0019538,GO:0019752,GO:0019866,GO:0023051,GO:0023057,GO:0030162,GO:0031090,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031966,GO:0031967,GO:0031974,GO:0031975,GO:0032268,GO:0032269,GO:0032386,GO:0032387,GO:0032879,GO:0032880,GO:0033043,GO:0033157,GO:0033238,GO:0033554,GO:0033558,GO:0034979,GO:0034983,GO:0035601,GO:0036211,GO:0040029,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045814,GO:0045833,GO:0045834,GO:0045861,GO:0045892,GO:0045922,GO:0045934,GO:0046320,GO:0046322,GO:0046676,GO:0046883,GO:0046888,GO:0046889,GO:0046890,GO:0047708,GO:0048518,GO:0048519,GO:0048523,GO:0050708,GO:0050709,GO:0050789,GO:0050790,GO:0050794,GO:0050796,GO:0050896,GO:0051046,GO:0051048,GO:0051049,GO:0051051,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051223,GO:0051224,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051276,GO:0051341,GO:0051716,GO:0060255,GO:0060341,GO:0060548,GO:0061690,GO:0062012,GO:0062014,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070201,GO:0070613,GO:0071704,GO:0071840,GO:0072350,GO:0080090,GO:0090087,GO:0090276,GO:0090278,GO:0090317,GO:0098732,GO:0140096,GO:1901564,GO:1901605,GO:1902679,GO:1903214,GO:1903215,GO:1903216,GO:1903217,GO:1903317,GO:1903318,GO:1903506,GO:1903507,GO:1903530,GO:1903531,GO:1903533,GO:1903747,GO:1903748,GO:1903827,GO:1903828,GO:1904182,GO:1904950,GO:2000112,GO:2000113,GO:2001141"	-	ko:K11414	-	-	-	-	"ko00000,ko01000,ko03036"	-	-	-	SIR2
tr|A0A182GTM7|A0A182GTM7_AEDAL	7159.AAEL008462-PA	0	1640	"COG4354@1|root,KOG1059@2759|Eukaryota,38EZD@33154|Opisthokonta,3BG9B@33208|Metazoa,3CY1Q@33213|Bilateria,41Y3N@6656|Arthropoda,3SGEN@50557|Insecta,450JP@7147|Diptera,45H2S@7148|Nematocera"	33208|Metazoa	U	Belongs to the adaptor complexes large subunit family	AP3D1	"GO:0000041,GO:0002376,GO:0002475,GO:0002682,GO:0002684,GO:0002694,GO:0002696,GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005770,GO:0005783,GO:0005794,GO:0005795,GO:0005798,GO:0005802,GO:0006725,GO:0006726,GO:0006727,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006829,GO:0006886,GO:0006887,GO:0006892,GO:0006895,GO:0006897,GO:0006900,GO:0006928,GO:0006996,GO:0007017,GO:0007018,GO:0007033,GO:0007034,GO:0007040,GO:0007041,GO:0007220,GO:0007275,GO:0007568,GO:0008055,GO:0008057,GO:0008088,GO:0008089,GO:0008104,GO:0008150,GO:0008152,GO:0008333,GO:0008340,GO:0008565,GO:0009058,GO:0009605,GO:0009893,GO:0009987,GO:0010008,GO:0010256,GO:0010259,GO:0010468,GO:0010604,GO:0010628,GO:0010970,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016050,GO:0016182,GO:0016192,GO:0016197,GO:0016482,GO:0018130,GO:0019222,GO:0019438,GO:0019538,GO:0019748,GO:0019882,GO:0019884,GO:0021700,GO:0022407,GO:0022409,GO:0030001,GO:0030117,GO:0030119,GO:0030123,GO:0030154,GO:0030155,GO:0030424,GO:0030705,GO:0031090,GO:0031410,GO:0031503,GO:0031982,GO:0031984,GO:0032438,GO:0032501,GO:0032502,GO:0032594,GO:0032879,GO:0032940,GO:0032991,GO:0033036,GO:0033059,GO:0033060,GO:0033267,GO:0033365,GO:0034613,GO:0035646,GO:0036465,GO:0036466,GO:0042440,GO:0042441,GO:0042592,GO:0042886,GO:0042995,GO:0043005,GO:0043170,GO:0043195,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043324,GO:0043473,GO:0043474,GO:0043476,GO:0043482,GO:0043485,GO:0043679,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044306,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044456,GO:0044463,GO:0044464,GO:0044550,GO:0045184,GO:0045202,GO:0045580,GO:0045582,GO:0045595,GO:0045597,GO:0045619,GO:0045621,GO:0045785,GO:0046148,GO:0046152,GO:0046158,GO:0046483,GO:0046634,GO:0046635,GO:0046637,GO:0046638,GO:0046903,GO:0046907,GO:0047496,GO:0048003,GO:0048007,GO:0048066,GO:0048069,GO:0048072,GO:0048193,GO:0048475,GO:0048489,GO:0048490,GO:0048499,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048753,GO:0048757,GO:0048856,GO:0048869,GO:0048878,GO:0050789,GO:0050793,GO:0050794,GO:0050801,GO:0050863,GO:0050865,GO:0050867,GO:0050870,GO:0050896,GO:0050931,GO:0051094,GO:0051136,GO:0051138,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051249,GO:0051251,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0051668,GO:0051716,GO:0060255,GO:0060966,GO:0060967,GO:0060968,GO:0060969,GO:0061024,GO:0061088,GO:0061462,GO:0065007,GO:0065008,GO:0070142,GO:0070727,GO:0070838,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072384,GO:0072511,GO:0072594,GO:0072657,GO:0072665,GO:0072666,GO:0080171,GO:0097458,GO:0097479,GO:0097480,GO:0097708,GO:0098588,GO:0098657,GO:0098791,GO:0098793,GO:0098796,GO:0098805,GO:0098830,GO:0098930,GO:0098943,GO:0099003,GO:0099111,GO:0099504,GO:0099514,GO:0099517,GO:0099518,GO:0099532,GO:0099632,GO:0099637,GO:0120025,GO:0120038,GO:0150034,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1902105,GO:1902107,GO:1903037,GO:1903039,GO:1903706,GO:1903708,GO:2000026"	-	ko:K12396	"ko04142,map04142"	-	-	-	"ko00000,ko00001,ko04131"	-	-	-	"AP3D1,Adaptin_N"
UPI0007D5354F	7159.AAEL002049-PC	7.64e-119	360	"KOG3561@1|root,KOG3561@2759|Eukaryota,38GV1@33154|Opisthokonta,3B9NK@33208|Metazoa,3CYH2@33213|Bilateria,41VZT@6656|Arthropoda,3SHET@50557|Insecta,451VU@7147|Diptera,45FQ9@7148|Nematocera"	33208|Metazoa	K	PAS fold	ARNTL	"GO:0000003,GO:0000060,GO:0000122,GO:0000976,GO:0000977,GO:0000978,GO:0000980,GO:0000981,GO:0000982,GO:0000987,GO:0000988,GO:0000989,GO:0001012,GO:0001067,GO:0001076,GO:0001077,GO:0001158,GO:0001190,GO:0001228,GO:0002027,GO:0002791,GO:0003053,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006508,GO:0006511,GO:0006606,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0006950,GO:0006979,GO:0007275,GO:0007276,GO:0007283,GO:0007399,GO:0007562,GO:0007567,GO:0007568,GO:0007569,GO:0007610,GO:0007622,GO:0007623,GO:0007626,GO:0008016,GO:0008062,GO:0008104,GO:0008134,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009410,GO:0009605,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0009991,GO:0010033,GO:0010243,GO:0010467,GO:0010468,GO:0010498,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010646,GO:0010647,GO:0010648,GO:0010817,GO:0014070,GO:0015031,GO:0015833,GO:0016070,GO:0016202,GO:0016604,GO:0017038,GO:0017162,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0019941,GO:0019953,GO:0022008,GO:0022414,GO:0023051,GO:0023056,GO:0023057,GO:0030111,GO:0030154,GO:0030163,GO:0030177,GO:0030534,GO:0030856,GO:0031072,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031399,GO:0031401,GO:0031667,GO:0031974,GO:0031981,GO:0032006,GO:0032007,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032504,GO:0032774,GO:0032879,GO:0032880,GO:0032922,GO:0032991,GO:0033036,GO:0033143,GO:0033144,GO:0033365,GO:0033391,GO:0033554,GO:0034504,GO:0034599,GO:0034613,GO:0034641,GO:0034645,GO:0034654,GO:0035326,GO:0035770,GO:0036464,GO:0042176,GO:0042220,GO:0042221,GO:0042493,GO:0042594,GO:0042634,GO:0042749,GO:0042752,GO:0042753,GO:0042886,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043279,GO:0043425,GO:0043565,GO:0043632,GO:0044057,GO:0044212,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0044703,GO:0044706,GO:0045184,GO:0045187,GO:0045475,GO:0045595,GO:0045596,GO:0045597,GO:0045598,GO:0045599,GO:0045844,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0046883,GO:0046907,GO:0046982,GO:0046983,GO:0048148,GO:0048232,GO:0048511,GO:0048512,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048609,GO:0048634,GO:0048636,GO:0048641,GO:0048643,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050708,GO:0050767,GO:0050789,GO:0050793,GO:0050794,GO:0050795,GO:0050796,GO:0050896,GO:0051046,GO:0051049,GO:0051093,GO:0051094,GO:0051169,GO:0051170,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051223,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051254,GO:0051603,GO:0051641,GO:0051649,GO:0051704,GO:0051716,GO:0051726,GO:0051775,GO:0051879,GO:0051960,GO:0060137,GO:0060255,GO:0060284,GO:0060359,GO:0060828,GO:0065007,GO:0065008,GO:0070013,GO:0070201,GO:0070491,GO:0070727,GO:0070887,GO:0070888,GO:0071684,GO:0071702,GO:0071704,GO:0071705,GO:0072347,GO:0072594,GO:0080090,GO:0080134,GO:0080135,GO:0090087,GO:0090263,GO:0090276,GO:0090304,GO:0090342,GO:0090398,GO:0090400,GO:0090403,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901698,GO:1901700,GO:1901861,GO:1901863,GO:1901983,GO:1901985,GO:1902531,GO:1902532,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1903522,GO:1903530,GO:1990837,GO:1990904,GO:2000026,GO:2000074,GO:2000112,GO:2000113,GO:2000322,GO:2000323,GO:2000772,GO:2001014,GO:2001016,GO:2001141"	-	ko:K02296	"ko04710,ko04711,ko04728,ko05168,map04710,map04711,map04728,map05168"	-	-	-	"ko00000,ko00001,ko03000"	-	-	-	"HLH,PAS,PAS_11,PAS_3"
UPI0007D2635C	400682.PAC_15720214	1.73e-43	152	"COG2801@1|root,KOG0017@2759|Eukaryota,3A5XY@33154|Opisthokonta,3C0JZ@33208|Metazoa"	33154|Opisthokonta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	-
