"uniprot_id","microRNA"
"UPI000B78B0BA","aae-miR-34-5p"
"UPI000B785FA7","aae-miR-34-5p"
"Q16FV7","aae-miR-5119-5p"
"UPI000B7731B6","aae-miR-5119-5p"
"UPI000B77E4AA","aae-miR-5119-5p"
"UPI000B7906D8","aae-miR-5119-5p"
"A0A1S4EZP1","aae-miR-5119-5p"
"Q17K95","aae-miR-5119-5p"
"UPI000B792A84","aae-miR-5119-5p"
"A0A0P6K0T2","aae-miR-34-5p"
"UPI000B791CB6","aae-miR-34-5p"
"UPI000B792F42","aae-miR-34-5p"
"Q17C94","aae-miR-34-5p"
"UPI000B791D97","aae-miR-34-5p"
"UPI000B78E2FE","aae-miR-34-5p"
"UPI000B772E99","aae-miR-34-5p"
"Q17C93","aae-miR-34-5p"
"Q16F16","aae-miR-34-5p"
"Q16MK5","aae-miR-34-5p"
"A0A1S4FVM5","aae-miR-34-5p"
"Q16MK6","aae-miR-34-5p"
"A0A1S4FVT6","aae-miR-34-5p"
"UPI000B77F966","aae-miR-34-5p"
"UPI000B79A03F","aae-miR-34-5p"
"UPI000B77B22C","aae-miR-5119-5p"
"UPI000B7904C9","aae-miR-5119-5p"
"Q16TX6","aae-miR-5119-5p"
"Q16JU1","aae-miR-5119-5p"
"A0A1S4F2H1","aae-miR-5119-5p"
"Q17HG6","aae-miR-5119-5p"
"UPI000B77C011","aae-miR-34-5p"
"Q17L66","aae-miR-34-5p"
"A0A1S4G7B3","aae-miR-34-5p"
"A0A0P6IVE7","aae-miR-34-5p"
"Q17L67","aae-miR-34-5p"
"UPI000B799DA2","aae-miR-34-5p"
"Q176W7","aae-miR-34-5p"
"A0A0P6IWS8","aae-miR-34-5p"
"Q172A6","aae-miR-34-5p"
"UPI000B794C9D","aae-miR-34-5p"
"Q16M45","aae-miR-34-5p"
"UPI000B783D54","aae-miR-34-5p"
"Q16RK1","aae-miR-34-5p"
"UPI000B78E78B","aae-miR-34-5p"
"Q17NT7","aae-miR-34-5p"
"UPI000B7865BA","aae-miR-34-5p"
"Q16K77","aae-miR-34-5p"
"Q16R65","aae-miR-34-5p"
"Q17BY7","aae-miR-34-5p"
"Q170V1","aae-miR-34-5p"
"Q16N83","aae-miR-34-5p"
"UPI000B78CFE0","aae-miR-34-5p"
"Q17LI9","aae-miR-34-5p"
"A0A1S4EYH1","aae-miR-34-5p"
"Q17PN7","aae-miR-34-5p"
"A0A1S4EVD4","aae-miR-34-5p"
"UPI000B779227","aae-miR-34-5p"
"UPI000B77A66D","aae-miR-34-5p"
"UPI000B76CE63","aae-miR-34-5p"
"A0A1S4EVA2","aae-miR-34-5p"
"UPI000B792B55","aae-miR-34-5p"
"UPI000B785947","aae-miR-34-5p"
"Q17PT9","aae-miR-34-5p"
"UPI000B77BE5D","aae-miR-34-5p"
"Q1HRV7","aae-miR-34-5p"
"A0A1S4FGH1","aae-miR-34-5p"
"O76292","aae-miR-34-5p"
"Q17MI1","aae-miR-34-5p"
"Q8T9U3","aae-miR-34-5p"
"Q16P38","aae-miR-34-5p"
"A0A1S4EXL5","aae-miR-34-5p"
"UPI000B78750E","aae-miR-5119-5p"
"UPI000B790AFB","aae-miR-5119-5p"
"UPI000B79764A","aae-miR-5119-5p"
"Q16UC4","aae-miR-5119-5p"
"UPI000B782F0A","aae-miR-34-5p"
"Q173D8","aae-miR-34-5p"
"J9HFE1","aae-miR-34-5p"
"Q16YK5","aae-miR-34-5p"
"Q176B9","aae-miR-34-5p"
"Q5IFI9","aae-miR-34-5p"
"Q5IFI8","aae-miR-34-5p"
"UPI000B7806CA","aae-miR-34-5p"
"A0A1S4FJ71","aae-miR-34-5p"
"Q16ZB6","aae-miR-34-5p"
"Q17F44","aae-miR-34-5p"
"Q16TV9","aae-miR-34-5p"
"UPI000B776B86","aae-miR-34-5p"
"UPI000B7837C1","aae-miR-34-5p"
"UPI000B77C0F4","aae-miR-34-5p"
"Q172D9","aae-miR-34-5p"
"UPI000B77C497","aae-miR-34-5p"
"UPI000B76E58F","aae-miR-34-5p"
"UPI000B76C3AA","aae-miR-34-5p"
"UPI000B776277","aae-miR-34-5p"
"UPI000B76CFD2","aae-miR-34-5p"
"UPI000B789327","aae-miR-34-5p"
"UPI000B780D89","aae-miR-34-5p"
"UPI000B7841BF","aae-miR-34-5p"
"UPI000B79728B","aae-miR-34-5p"
"Q17AG5","aae-miR-34-5p"
"Q16ND4","aae-miR-34-5p"
"Q16U10","aae-miR-34-5p"
"A0A1S4FPJ9","aae-miR-34-5p"
"UPI000B76F464","aae-miR-34-5p"
"Q17AX2","aae-miR-34-5p"
"UPI000B78F2CF","aae-miR-34-5p"
"Q17KG8","aae-miR-5119-5p"
"UPI000B7973BE","aae-miR-5119-5p"
"A0A1S4FQK8","aae-miR-34-5p"
"Q16SL7","aae-miR-34-5p"
"UPI000B79AE62","aae-miR-34-5p"
"A0A1S4FF96","aae-miR-34-5p"
"Q174C4","aae-miR-34-5p"
"Q16IY0","aae-miR-34-5p"
"A0A1S4EXU7","aae-miR-34-5p"
"Q17M41","aae-miR-34-5p"
"Q17GP3","aae-miR-34-5p"
"UPI000B78BB96","aae-miR-34-5p"
"Q17CP5","aae-miR-34-5p"
"Q17CP4","aae-miR-34-5p"
"J9EAN8","aae-miR-34-5p"
"Q16TR9","aae-miR-34-5p"
"A0A1S4G041","aae-miR-34-5p"
"UPI000B76D68D","aae-miR-34-5p"
"UPI000B77F8FC","aae-miR-34-5p"
"Q16IG3","aae-miR-34-5p"
"UPI000B77991F","aae-miR-34-5p"
"UPI000B78FCD3","aae-miR-34-5p"
"UPI000B78BF29","aae-miR-34-5p"
"UPI000B783602","aae-miR-34-5p"
"Q17D24","aae-miR-34-5p"
"Q17D26","aae-miR-34-5p"
"Q17D25","aae-miR-34-5p"
"UPI000B780224","aae-miR-34-5p"
"UPI000B788F83","aae-miR-34-5p"
"Q16IF7","aae-miR-34-5p"
"Q17GF2","aae-miR-34-5p"
"Q1HQP2","aae-miR-34-5p"
"Q170D7","aae-miR-34-5p"
"UPI000936B5A9","aae-miR-34-5p"
"UPI000935BB23","aae-miR-34-5p"
"UPI0009356956","aae-miR-34-5p"
"UPI000B78DFC1","aae-miR-34-5p"
"Q17NC1","aae-miR-34-5p"
"A0A1S4FQ25","aae-miR-34-5p"
"Q16T51","aae-miR-34-5p"
"Q17J06","aae-miR-34-5p"
"Q17J05","aae-miR-34-5p"
"Q172J7","aae-miR-34-5p"
"Q16KH2","aae-miR-34-5p"
"UPI000B76FFF0","aae-miR-34-5p"
"A0A1S4FKX5","aae-miR-34-5p"
"Q16XT5","aae-miR-34-5p"
"UPI000B785DB3","aae-miR-34-5p"
"Q16G14","aae-miR-34-5p"
"UPI000B7720AC","aae-miR-34-5p"
"Q0C7A8","aae-miR-34-5p"
"UPI000B78D1E5","aae-miR-34-5p"
"Q17K23","aae-miR-34-5p"
"Q17K22","aae-miR-34-5p"
"UPI000B771294","aae-miR-34-5p"
"Q16R88","aae-miR-34-5p"
"Q16JC3","aae-miR-34-5p"
"A0A1S4FZC4","aae-miR-34-5p"
"Q17I67","aae-miR-34-5p"
"UPI000B76CA2B","aae-miR-34-5p"
"UPI000B7829D7","aae-miR-34-5p"
"UPI000B78DF47","aae-miR-34-5p"
"UPI000B7947ED","aae-miR-34-5p"
"UPI000B77D505","aae-miR-34-5p"
"UPI000B772A66","aae-miR-34-5p"
"Q16LQ3","aae-miR-34-5p"
"Q1DGK7","aae-miR-34-5p"
"UPI000B795883","aae-miR-34-5p"
"UPI000B778F20","aae-miR-34-5p"
"Q17K58","aae-miR-34-5p"
"A0A1S4F022","aae-miR-34-5p"
"A0A0P6K0V3","aae-miR-34-5p"
"Q16N85","aae-miR-34-5p"
"A0A1S4FVC1","aae-miR-34-5p"
"UPI000B784704","aae-miR-34-5p"
"Q175M4","aae-miR-34-5p"
"Q175M5","aae-miR-34-5p"
"Q17J27","aae-miR-34-5p"
"Q17J25","aae-miR-34-5p"
"Q17J24","aae-miR-34-5p"
"Q17J26","aae-miR-34-5p"
"Q16TD8","aae-miR-34-5p"
"UPI000B799125","aae-miR-34-5p"
"A0A1S4FVW5","aae-miR-5119-5p"
"Q1HQT7","aae-miR-5119-5p"
"Q16VS2","aae-miR-34-5p"
"Q16W03","aae-miR-34-5p"
"A0A1S4G017","aae-miR-34-5p"
"Q16IN4","aae-miR-34-5p"
"Q17E15","aae-miR-34-5p"
"Q16HG5","aae-miR-34-5p"
"UPI000B77AA48","aae-miR-34-5p"
"UPI000B798B44","aae-miR-34-5p"
"UPI000B7706AF","aae-miR-34-5p"
"UPI000937E4E8","aae-miR-34-5p"
"UPI000B774F9D","aae-miR-34-5p"
"UPI000B76B9E5","aae-miR-34-5p"
"A0A0P6ITG8","aae-miR-34-5p"
"Q16RU6","aae-miR-34-5p"
"UPI000B77D05C","aae-miR-34-5p"
"Q17GK3","aae-miR-34-5p"
"Q172K9","aae-miR-34-5p"
"UPI000B76E340","aae-miR-34-5p"
"A0A1S4FC61","aae-miR-34-5p"
"Q178E9","aae-miR-34-5p"
"A0A0P6IW43","aae-miR-34-5p"
"Q17AZ6","aae-miR-5119-5p"
"A0A1S4F9Z0","aae-miR-5119-5p"
"UPI000B76E38E","aae-miR-5119-5p"
"UPI000B79A832","aae-miR-5119-5p"
"Q172L3","aae-miR-34-5p"
"Q172L4","aae-miR-34-5p"
"Q16LX7","aae-miR-34-5p"
"UPI000B7861A4","aae-miR-34-5p"
"Q17DM4","aae-miR-34-5p"
"Q17DM5","aae-miR-34-5p"
"Q16WF1","aae-miR-34-5p"
"Q17C29","aae-miR-34-5p"
"Q16XY9","aae-miR-34-5p"
"UPI000B7754CE","aae-miR-34-5p"
"UPI000B796E37","aae-miR-34-5p"
"Q17EP1","aae-miR-34-5p"
"UPI000B7811F9","aae-miR-34-5p"
"Q16LB3","aae-miR-34-5p"
"A0A1S4F5P4","aae-miR-34-5p"
"UPI000B7837F3","aae-miR-34-5p"
"UPI000B7979E6","aae-miR-34-5p"
"Q177H3","aae-miR-34-5p"
"A0A0P6IU32","aae-miR-34-5p"
"Q177H4","aae-miR-34-5p"
"Q17GJ0","aae-miR-34-5p"
"UPI000B7894C8","aae-miR-34-5p"
"UPI000B7998BB","aae-miR-34-5p"
"Q16RN4","aae-miR-34-5p"
"A0A1S4FRK8","aae-miR-34-5p"
"Q0IF14","aae-miR-34-5p"
"A0A0P6IU09","aae-miR-34-5p"
"Q16S36","aae-miR-34-5p"
"A0A1S4FNR6","aae-miR-34-5p"
"Q16UU9","aae-miR-34-5p"
"A0A1S4F4I9","aae-miR-34-5p"
"Q17FE9","aae-miR-34-5p"
"Q17FE8","aae-miR-34-5p"
