microRNA	mRNA	energy	targetStart	targetEnd	score
aae-miR-932-5p	AALF015582-RA.1	-7.07	6634	6655	140.00
aae-miR-932-5p	AALF015582-RA.1	-13.45	8512	8533	140.00
aae-miR-932-5p	AALF009820-RA.1	-12.41	78	100	143.00
aae-miR-932-5p	AALF002313-RA.1	-15.45	1648	1668	147.00
aae-miR-932-5p	AALF005903-RA.1	-13.37	1	10	145.00
aae-miR-932-5p	AALF014466-RA.1	-16.34	393	414	159.00
aae-miR-932-5p	AALF000719-RA.1	-14.72	9	30	148.00
aae-miR-932-5p	AALF025342-RA.1	-16.90	15	36	144.00
aae-miR-932-5p	AALF023639-RA.1	-13.98	1	16	146.00
aae-miR-932-5p	AALF023290-RA.1	-18.99	223	243	142.00
aae-miR-932-5p	AALF007077-RA.1	-16.34	132	153	150.00
aae-miR-932-5p	AALF017584-RA.1	-16.93	312	331	157.00
aae-miR-932-5p	AALF027816-RA.1	-17.30	74	96	153.00
aae-miR-932-5p	AALF008228-RA.1	-14.75	416	435	149.00
aae-miR-932-5p	AALF025021-RA.1	-14.85	1	22	148.00
aae-miR-932-5p	AALF010225-RA.1	-14.99	501	521	150.00
aae-miR-932-5p	AALF025806-RA.1	-20.45	543	563	142.00
aae-miR-932-5p	AALF016052-RA.1	-12.18	172	193	144.00
aae-miR-932-5p	AALF011766-RA.1	-14.28	2040	2061	149.00
aae-miR-932-5p	AALF013455-RA.1	-17.12	275	295	150.00
aae-miR-932-5p	AALF026759-RA.1	-11.75	1	14	148.00
aae-miR-932-5p	AALF015471-RA.1	-19.92	199	219	142.00
aae-miR-932-5p	AALF019486-RA.1	-17.58	463	484	144.00
aae-miR-932-5p	AALF012765-RA.1	-14.59	1	22	148.00
aae-miR-932-5p	AALF024020-RA.1	-14.56	2243	2265	156.00
aae-miR-932-5p	AALF024020-RA.1	-10.34	2602	2622	142.00
aae-miR-932-5p	AALF025231-RA.1	-17.53	159	179	141.00
aae-miR-932-5p	AALF024858-RA.1	-12.96	29	51	154.00
aae-miR-932-5p	AALF005207-RA.1	-27.56	89	110	166.00
aae-miR-932-5p	AALF005207-RA.1	-18.69	639	662	146.00
aae-miR-932-5p	AALF005207-RA.1	-19.27	107	126	140.00
aae-miR-932-5p	AALF020202-RA.1	-15.88	1021	1044	142.00
aae-miR-932-5p	AALF000354-RA.1	-10.27	1842	1863	143.00
aae-miR-932-5p	AALF000354-RA.1	-19.32	1215	1237	140.00
aae-miR-932-5p	AALF017793-RA.1	-17.25	9960	9984	158.00
aae-miR-932-5p	AALF017793-RA.1	-13.57	3648	3669	156.00
aae-miR-932-5p	AALF017793-RA.1	-12.96	25999	26019	156.00
aae-miR-932-5p	AALF017793-RA.1	-9.86	2962	2983	154.00
aae-miR-932-5p	AALF017793-RA.1	-19.51	26643	26666	154.00
aae-miR-932-5p	AALF017793-RA.1	-13.28	25619	25639	153.00
aae-miR-932-5p	AALF017793-RA.1	-13.89	23383	23404	152.00
aae-miR-932-5p	AALF017793-RA.1	-18.66	25593	25614	152.00
aae-miR-932-5p	AALF017793-RA.1	-10.12	25545	25566	150.00
aae-miR-932-5p	AALF017793-RA.1	-12.25	25738	25758	146.00
aae-miR-932-5p	AALF017793-RA.1	-9.80	23504	23525	144.00
aae-miR-932-5p	AALF017793-RA.1	-10.31	23539	23560	144.00
aae-miR-932-5p	AALF017793-RA.1	-11.84	3537	3558	140.00
aae-miR-932-5p	AALF017793-RA.1	-15.94	25021	25042	140.00
aae-miR-932-5p	AALF012447-RA.1	-13.12	387	409	149.00
aae-miR-932-5p	AALF004309-RA.1	-15.52	6	25	140.00
aae-miR-932-5p	AALF003475-RA.1	-17.86	6	28	153.00
aae-miR-932-5p	AALF002937-RA.1	-20.95	703	724	152.00
aae-miR-932-5p	AALF015572-RA.1	-12.93	1	12	146.00
aae-miR-932-5p	AALF026969-RA.1	-12.02	353	374	153.00
aae-miR-932-5p	AALF026969-RA.1	-13.05	639	660	144.00
aae-miR-932-5p	AALF003693-RA.1	-21.18	348	372	150.00
aae-miR-932-5p	AALF003693-RA.1	-14.94	30170	30191	149.00
aae-miR-932-5p	AALF003693-RA.1	-12.17	6481	6501	146.00
aae-miR-932-5p	AALF003693-RA.1	-14.95	4014	4035	144.00
aae-miR-932-5p	AALF003693-RA.1	-14.17	4510	4531	141.00
aae-miR-932-5p	AALF003693-RA.1	-13.18	4724	4745	141.00
aae-miR-932-5p	AALF003693-RA.1	-25.65	31132	31157	141.00
aae-miR-932-5p	AALF003693-RA.1	-11.62	4616	4637	140.00
aae-miR-932-5p	AALF023425-RA.1	-12.21	10700	10721	148.00
aae-miR-932-5p	AALF023425-RA.1	-13.79	12015	12036	147.00
aae-miR-932-5p	AALF023425-RA.1	-15.37	15081	15101	142.00
aae-miR-932-5p	AALF023425-RA.1	-11.14	1291	1311	141.00
aae-miR-932-5p	AALF023425-RA.1	-15.72	2458	2479	141.00
aae-miR-932-5p	AALF023425-RA.1	-12.62	10340	10361	141.00
aae-miR-932-5p	AALF023425-RA.1	-9.28	10941	10962	140.00
aae-miR-932-5p	AALF023425-RA.1	-8.82	11438	11459	140.00
aae-miR-932-5p	AALF023425-RA.1	-10.37	12135	12156	140.00
aae-miR-932-5p	AALF016099-RA.1	-18.11	1849	1869	161.00
aae-miR-932-5p	AALF020373-RA.1	-18.38	165	184	145.00
aae-miR-932-5p	AALF017412-RA.1	-14.59	1	22	148.00
aae-miR-932-5p	AALF015825-RA.1	-10.93	109	130	143.00
aae-miR-932-5p	AALF001567-RA.1	-11.75	1	14	148.00
aae-miR-932-5p	AALF015934-RA.1	-16.17	53	73	149.00
aae-miR-932-5p	AALF007113-RA.1	-12.42	445	466	143.00
aae-miR-932-5p	AALF014244-RA.1	-13.87	79	98	146.00
aae-miR-932-5p	AALF008080-RA.1	-18.95	261	284	155.00
aae-miR-932-5p	AALF012703-RA.1	-22.57	68	90	145.00
aae-miR-932-5p	AALF017256-RA.1	-13.55	1	21	150.00
aae-miR-932-5p	AALF005377-RA.1	-13.70	38465	38487	157.00
aae-miR-932-5p	AALF005377-RA.1	-18.14	17190	17211	155.00
aae-miR-932-5p	AALF005377-RA.1	-11.26	6671	6692	152.00
aae-miR-932-5p	AALF005377-RA.1	-21.69	32136	32158	151.00
aae-miR-932-5p	AALF005377-RA.1	-14.46	28436	28456	148.00
aae-miR-932-5p	AALF005377-RA.1	-10.85	8417	8438	140.00
aae-miR-932-5p	AALF027132-RA.1	-10.87	314	335	144.00
aae-miR-932-5p	AALF005743-RA.1	-16.04	658	679	154.00
aae-miR-932-5p	AALF001034-RA.1	-11.34	3794	3815	148.00
aae-miR-932-5p	AALF001034-RA.1	-11.99	5805	5826	144.00
aae-miR-932-5p	AALF001034-RA.1	-13.56	3583	3606	141.00
aae-miR-932-5p	AALF001034-RA.1	-11.44	3418	3439	140.00
aae-miR-932-5p	AALF006376-RA.1	-13.43	102	122	141.00
aae-miR-932-5p	AALF005380-RA.1	-19.14	1206	1228	158.00
aae-miR-932-5p	AALF005380-RA.1	-14.92	848	868	149.00
aae-miR-932-5p	AALF011653-RA.1	-16.37	1121	1142	152.00
aae-miR-932-5p	AALF013127-RA.1	-17.45	658	682	152.00
aae-miR-932-5p	AALF011012-RA.1	-20.96	170	192	141.00
aae-miR-932-5p	AALF028127-RA.1	-10.66	472	493	140.00
aae-miR-932-5p	AALF023105-RA.1	-17.25	4208	4230	160.00
aae-miR-932-5p	AALF023105-RA.1	-20.90	11648	11670	159.00
aae-miR-932-5p	AALF023105-RA.1	-13.48	8802	8823	156.00
aae-miR-932-5p	AALF023105-RA.1	-17.59	9915	9936	154.00
aae-miR-932-5p	AALF023105-RA.1	-18.12	8177	8200	153.00
aae-miR-932-5p	AALF023105-RA.1	-13.84	10398	10419	148.00
aae-miR-932-5p	AALF023105-RA.1	-11.61	8124	8145	147.00
aae-miR-932-5p	AALF023105-RA.1	-16.24	8049	8070	146.00
aae-miR-932-5p	AALF023105-RA.1	-11.44	10913	10934	142.00
aae-miR-932-5p	AALF023105-RA.1	-14.19	9307	9330	141.00
aae-miR-932-5p	AALF024597-RA.1	-16.45	187	207	149.00
aae-miR-932-5p	AALF007107-RA.1	-25.68	245	266	179.00
aae-miR-932-5p	AALF018264-RA.1	-11.33	89	111	143.00
aae-miR-932-5p	AALF016505-RA.1	-17.22	55	77	159.00
aae-miR-932-5p	AALF005953-RA.1	-17.58	463	484	144.00
aae-miR-932-5p	AALF007533-RA.1	-15.94	645	667	153.00
aae-miR-932-5p	AALF019577-RA.1	-23.51	1081	1103	141.00
aae-miR-932-5p	AALF022524-RA.1	-10.42	1113	1134	146.00
aae-miR-932-5p	AALF023738-RA.1	-13.33	4671	4692	150.00
aae-miR-932-5p	AALF023738-RA.1	-11.99	2365	2386	148.00
aae-miR-932-5p	AALF023738-RA.1	-14.06	4433	4454	148.00
aae-miR-932-5p	AALF023738-RA.1	-15.22	3522	3543	145.00
aae-miR-932-5p	AALF023738-RA.1	-13.29	2079	2100	141.00
aae-miR-932-5p	AALF023738-RA.1	-14.08	2749	2770	141.00
aae-miR-932-5p	AALF023738-RA.1	-7.29	2007	2028	140.00
aae-miR-932-5p	AALF023738-RA.1	-8.70	4397	4418	140.00
aae-miR-932-5p	AALF023738-RA.1	-10.66	4623	4644	140.00
aae-miR-932-5p	AALF002722-RA.1	-20.13	96	115	160.00
aae-miR-932-5p	AALF017683-RA.1	-9.82	466	486	141.00
aae-miR-932-5p	AALF020574-RA.1	-11.53	16683	16704	144.00
aae-miR-932-5p	AALF025800-RA.1	-18.75	131	150	155.00
aae-miR-932-5p	AALF010493-RA.1	-16.81	177	199	153.00
aae-miR-932-5p	AALF019692-RA.1	-13.12	6141	6162	148.00
aae-miR-932-5p	AALF019692-RA.1	-9.78	6177	6198	140.00
aae-miR-932-5p	AALF019692-RA.1	-9.55	6249	6270	140.00
aae-miR-932-5p	AALF019692-RA.1	-7.29	7073	7094	140.00
aae-miR-932-5p	AALF019692-RA.1	-7.12	7121	7142	140.00
aae-miR-932-5p	AALF019692-RA.1	-7.14	7145	7166	140.00
aae-miR-932-5p	AALF019692-RA.1	-11.60	9892	9911	140.00
aae-miR-932-5p	AALF019692-RA.1	-11.62	10402	10423	140.00
aae-miR-932-5p	AALF010430-RA.1	-13.73	831	851	142.00
aae-miR-932-5p	AALF000983-RA.1	-8.28	13026	13047	142.00
aae-miR-932-5p	AALF007750-RA.1	-18.44	513	533	150.00
aae-miR-932-5p	AALF014445-RA.1	-12.34	6923	6944	150.00
aae-miR-932-5p	AALF014445-RA.1	-14.34	1945	1966	144.00
aae-miR-932-5p	AALF014445-RA.1	-12.57	6410	6431	144.00
aae-miR-932-5p	AALF014445-RA.1	-12.00	10556	10576	142.00
aae-miR-932-5p	AALF014445-RA.1	-8.64	2427	2448	140.00
aae-miR-932-5p	AALF014445-RA.1	-12.99	6685	6706	140.00
aae-miR-932-5p	AALF019051-RA.1	-17.30	35	54	151.00
aae-miR-932-5p	AALF017464-RA.1	-16.03	214	237	150.00
aae-miR-932-5p	AALF026429-RA.1	-13.09	2963	2983	144.00
aae-miR-932-5p	AALF022516-RA.1	-14.72	9	30	148.00
aae-miR-932-5p	AALF001556-RA.1	-12.02	1052	1073	151.00
aae-miR-932-5p	AALF001556-RA.1	-10.54	811	832	140.00
aae-miR-932-5p	AALF000560-RA.1	-15.32	348	369	146.00
aae-miR-932-5p	AALF016401-RA.1	-11.55	20156	20177	152.00
aae-miR-932-5p	AALF016401-RA.1	-11.50	20200	20221	147.00
aae-miR-932-5p	AALF016401-RA.1	-11.38	6766	6788	141.00
aae-miR-932-5p	AALF016401-RA.1	-9.88	20657	20678	140.00
aae-miR-932-5p	AALF001707-RA.1	-18.81	4361	4387	143.00
aae-miR-932-5p	AALF001707-RA.1	-12.11	7768	7789	143.00
aae-miR-932-5p	AALF003459-RA.1	-15.25	57	79	152.00
aae-miR-932-5p	AALF001351-RA.1	-12.66	10	31	144.00
aae-miR-932-5p	AALF007527-RA.1	-14.85	6926	6949	150.00
aae-miR-932-5p	AALF007527-RA.1	-14.18	12738	12759	144.00
aae-miR-932-5p	AALF007527-RA.1	-10.22	7745	7766	140.00
aae-miR-932-5p	AALF004937-RA.1	-22.47	106	128	151.00
aae-miR-932-5p	AALF013219-RA.1	-14.23	82	104	157.00
aae-miR-932-5p	AALF027910-RA.1	-26.28	292	314	157.00
aae-miR-932-5p	AALF013437-RA.1	-16.35	188	209	148.00
aae-miR-932-5p	AALF008318-RA.1	-17.68	615	636	159.00
aae-miR-932-5p	AALF018247-RA.1	-19.26	470	490	165.00
aae-miR-932-5p	AALF022521-RA.1	-16.15	22411	22433	158.00
aae-miR-932-5p	AALF022521-RA.1	-16.33	11999	12021	150.00
aae-miR-932-5p	AALF022521-RA.1	-18.31	3930	3951	148.00
aae-miR-932-5p	AALF022521-RA.1	-11.03	17707	17728	148.00
aae-miR-932-5p	AALF022521-RA.1	-12.99	14411	14431	145.00
aae-miR-932-5p	AALF022521-RA.1	-14.01	19372	19393	144.00
aae-miR-932-5p	AALF022521-RA.1	-10.21	18520	18541	143.00
aae-miR-932-5p	AALF022521-RA.1	-16.82	19508	19530	143.00
aae-miR-932-5p	AALF022521-RA.1	-14.56	10377	10398	140.00
aae-miR-932-5p	AALF022521-RA.1	-8.04	22703	22724	140.00
aae-miR-932-5p	AALF021458-RA.1	-20.28	12495	12515	154.00
aae-miR-932-5p	AALF021458-RA.1	-16.63	13621	13641	154.00
aae-miR-932-5p	AALF021458-RA.1	-13.84	12677	12698	144.00
aae-miR-932-5p	AALF021458-RA.1	-14.71	26534	26556	141.00
aae-miR-932-5p	AALF021458-RA.1	-12.73	26462	26483	140.00
aae-miR-932-5p	AALF022841-RA.1	-16.33	6214	6236	150.00
aae-miR-932-5p	AALF022841-RA.1	-18.18	3197	3217	146.00
aae-miR-932-5p	AALF022841-RA.1	-15.45	5576	5597	144.00
aae-miR-932-5p	AALF008321-RA.1	-17.94	27	48	167.00
aae-miR-932-5p	AALF024530-RA.1	-12.52	1132	1151	143.00
aae-miR-932-5p	AALF020564-RA.1	-10.68	92	113	153.00
aae-miR-932-5p	AALF027331-RA.1	-19.35	245	264	140.00
aae-miR-932-5p	AALF017715-RA.1	-21.04	215	237	163.00
aae-miR-932-5p	AALF019467-RA.1	-20.48	93	114	140.00
aae-miR-34-5p	AALF011532-RA.1	-22.96	6326	6350	154.00
aae-miR-34-5p	AALF011532-RA.1	-20.70	5226	5246	145.00
aae-miR-34-5p	AALF003566-RA.1	-24.08	33	52	143.00
aae-miR-34-5p	AALF025948-RA.1	-19.10	5652	5673	148.00
aae-miR-34-5p	AALF025948-RA.1	-12.73	5307	5331	142.00
aae-miR-34-5p	AALF020986-RA.1	-16.92	450	471	144.00
aae-miR-34-5p	AALF020986-RA.1	-19.25	428	449	143.00
aae-miR-34-5p	AALF020986-RA.1	-21.98	469	492	143.00
aae-miR-34-5p	AALF019506-RA.1	-19.80	42	63	156.00
aae-miR-34-5p	AALF027855-RA.1	-18.15	523	542	141.00
aae-miR-34-5p	AALF027115-RA.1	-18.30	1744	1764	140.00
aae-miR-34-5p	AALF027115-RA.1	-25.87	2587	2608	140.00
aae-miR-34-5p	AALF017612-RA.1	-25.49	245	268	147.00
aae-miR-34-5p	AALF012319-RA.1	-21.87	16085	16106	151.00
aae-miR-34-5p	AALF002133-RA.1	-20.17	218	238	142.00
aae-miR-34-5p	AALF013075-RA.1	-16.00	789	810	140.00
aae-miR-34-5p	AALF020668-RA.1	-17.53	547	569	143.00
aae-miR-34-5p	AALF007686-RA.1	-20.75	105	126	148.00
aae-miR-34-5p	AALF000186-RA.1	-22.94	153	175	147.00
aae-miR-34-5p	AALF014328-RA.1	-21.14	226	247	144.00
aae-miR-34-5p	AALF009526-RA.1	-28.72	168	190	163.00
aae-miR-34-5p	AALF022363-RA.1	-29.09	652	673	164.00
aae-miR-34-5p	AALF009737-RA.1	-23.00	1710	1728	147.00
aae-miR-34-5p	AALF009737-RA.1	-21.47	10011	10033	143.00
aae-miR-34-5p	AALF009737-RA.1	-23.40	1673	1693	142.00
aae-miR-34-5p	AALF023468-RA.1	-21.71	1211	1232	140.00
aae-miR-34-5p	AALF009275-RA.1	-29.48	15	35	154.00
aae-miR-34-5p	AALF003603-RA.1	-25.72	1318	1339	145.00
aae-miR-34-5p	AALF026695-RA.1	-20.13	113	134	142.00
aae-miR-34-5p	AALF014760-RA.1	-23.76	2245	2266	152.00
aae-miR-34-5p	AALF014760-RA.1	-23.23	3752	3773	140.00
aae-miR-34-5p	AALF007727-RA.1	-23.86	1412	1433	156.00
aae-miR-34-5p	AALF021891-RA.1	-18.01	1910	1928	142.00
aae-miR-34-5p	AALF021891-RA.1	-15.51	1152	1171	141.00
aae-miR-34-5p	AALF011268-RA.1	-30.11	269	291	155.00
aae-miR-34-5p	AALF015389-RA.1	-20.78	19	40	157.00
aae-miR-34-5p	AALF015551-RA.1	-18.32	755	775	142.00
aae-miR-34-5p	AALF025100-RA.1	-19.90	86	105	153.00
aae-miR-34-5p	AALF028182-RA.1	-25.59	228	249	146.00
aae-miR-34-5p	AALF013323-RA.1	-23.27	1087	1107	150.00
aae-miR-34-5p	AALF013323-RA.1	-18.89	311	335	143.00
aae-miR-34-5p	AALF026525-RA.1	-19.67	720	743	143.00
aae-miR-34-5p	AALF011049-RA.1	-19.63	8134	8154	149.00
aae-miR-34-5p	AALF011049-RA.1	-19.82	6372	6391	141.00
aae-miR-34-5p	AALF013643-RA.1	-17.36	84	106	148.00
aae-miR-34-5p	AALF022097-RA.1	-25.15	46	67	147.00
aae-miR-34-5p	AALF007937-RA.1	-23.00	1270	1288	147.00
aae-miR-34-5p	AALF007937-RA.1	-23.40	1233	1253	142.00
aae-miR-34-5p	AALF012742-RA.1	-18.69	59	80	140.00
aae-miR-34-5p	AALF023790-RA.1	-20.13	18602	18624	163.00
aae-miR-34-5p	AALF023790-RA.1	-20.83	17435	17455	154.00
aae-miR-34-5p	AALF023790-RA.1	-21.93	11201	11223	146.00
aae-miR-34-5p	AALF003555-RA.1	-22.38	323	345	140.00
aae-miR-34-5p	AALF013111-RA.1	-24.35	1914	1937	163.00
aae-miR-34-5p	AALF025373-RA.1	-18.71	1	13	140.00
aae-miR-34-5p	AALF028005-RA.1	-18.56	142	162	146.00
aae-miR-34-5p	AALF025468-RA.1	-24.59	151	171	150.00
aae-miR-34-5p	AALF000489-RA.1	-25.52	43	66	147.00
aae-miR-34-5p	AALF022878-RA.1	-23.91	477	498	144.00
aae-miR-34-5p	AALF005775-RA.1	-25.87	649	670	152.00
aae-miR-34-5p	AALF009061-RA.1	-20.48	75	96	143.00
aae-miR-34-5p	AALF009952-RA.1	-17.69	3652	3673	149.00
aae-miR-34-5p	AALF007520-RA.1	-30.39	10190	10216	167.00
aae-miR-34-5p	AALF007520-RA.1	-18.58	5410	5430	158.00
aae-miR-34-5p	AALF007520-RA.1	-19.62	11363	11384	155.00
aae-miR-34-5p	AALF007520-RA.1	-25.15	8298	8319	148.00
aae-miR-34-5p	AALF007520-RA.1	-18.55	19538	19557	141.00
aae-miR-34-5p	AALF000066-RA.1	-26.76	296	317	160.00
aae-miR-34-5p	AALF010467-RA.1	-22.41	4	23	144.00
aae-miR-34-5p	AALF027635-RA.1	-20.87	975	1000	147.00
aae-miR-34-5p	AALF016069-RA.1	-25.64	342	363	155.00
aae-miR-34-5p	AALF015971-RA.1	-17.44	18	39	141.00
aae-miR-34-5p	AALF004299-RA.1	-22.21	189	211	140.00
aae-miR-34-5p	AALF028215-RA.1	-17.83	836	860	158.00
aae-miR-34-5p	AALF000432-RA.1	-15.03	1134	1155	146.00
aae-miR-34-5p	AALF013070-RA.1	-23.93	7	27	154.00
aae-miR-34-5p	AALF020438-RA.1	-24.19	107	128	166.00
aae-miR-34-5p	AALF026156-RA.1	-20.66	72	94	150.00
aae-miR-34-5p	AALF002233-RA.1	-20.51	6115	6137	152.00
aae-miR-34-5p	AALF002233-RA.1	-19.24	5671	5695	142.00
aae-miR-34-5p	AALF023573-RA.1	-22.37	1102	1121	145.00
aae-miR-34-5p	AALF002008-RA.1	-21.50	43	65	142.00
aae-miR-34-5p	AALF019454-RA.1	-21.34	147	168	162.00
aae-miR-34-5p	AALF007684-RA.1	-19.83	11	33	147.00
aae-miR-34-5p	AALF013274-RA.1	-27.83	182	203	147.00
aae-miR-34-5p	AALF027416-RA.1	-20.38	77	98	150.00
aae-miR-34-5p	AALF002219-RA.1	-20.83	5816	5836	150.00
aae-miR-34-5p	AALF007997-RA.1	-24.38	361	383	160.00
aae-miR-34-5p	AALF010617-RA.1	-26.54	1234	1258	151.00
aae-miR-34-5p	AALF004562-RA.1	-22.66	803	822	141.00
aae-miR-34-5p	AALF014956-RA.1	-16.15	174	195	144.00
aae-miR-34-5p	AALF012626-RA.1	-18.49	13716	13737	147.00
aae-miR-34-5p	AALF012626-RA.1	-27.37	18772	18795	147.00
aae-miR-34-5p	AALF007683-RA.1	-25.41	4857	4879	147.00
aae-miR-34-5p	AALF007683-RA.1	-23.85	2482	2504	143.00
aae-miR-34-5p	AALF008616-RA.1	-22.12	134	158	146.00
aae-miR-34-5p	AALF022347-RA.1	-21.60	257	278	147.00
aae-miR-34-5p	AALF013157-RA.1	-19.27	2210	2232	145.00
aae-miR-34-5p	AALF013157-RA.1	-17.72	3671	3694	144.00
aae-miR-34-5p	AALF012161-RA.1	-17.59	1473	1495	147.00
aae-miR-34-5p	AALF004812-RA.1	-23.26	268	291	142.00
aae-miR-34-5p	AALF017397-RA.1	-21.90	2762	2785	142.00
aae-miR-34-5p	AALF004132-RA.1	-22.99	1446	1467	160.00
aae-miR-34-5p	AALF004132-RA.1	-21.36	1148	1170	143.00
aae-miR-34-5p	AALF017552-RA.1	-25.33	1464	1484	152.00
aae-miR-34-5p	AALF011827-RA.1	-33.13	342	364	140.00
aae-miR-34-5p	AALF026052-RA.1	-19.64	2390	2411	143.00
aae-miR-34-5p	AALF024680-RA.1	-19.45	88	110	143.00
aae-miR-34-5p	AALF000426-RA.1	-18.24	253	275	143.00
aae-miR-34-5p	AALF000419-RA.1	-22.11	153	175	142.00
aae-miR-34-5p	AALF028417-RA.1	-21.43	548	566	154.00
aae-miR-34-5p	AALF008942-RA.1	-24.54	1794	1817	166.00
aae-miR-34-5p	AALF001108-RA.1	-22.38	2813	2836	150.00
aae-miR-34-5p	AALF028381-RA.1	-24.56	467	489	150.00
aae-miR-34-5p	AALF028381-RA.1	-20.85	970	992	142.00
aae-miR-34-5p	AALF023930-RA.1	-21.60	257	278	147.00
aae-miR-34-5p	AALF007988-RA.1	-22.61	5502	5523	152.00
aae-miR-34-5p	AALF007988-RA.1	-21.48	9066	9088	151.00
aae-miR-34-5p	AALF007988-RA.1	-20.49	8619	8640	144.00
aae-miR-34-5p	AALF007252-RA.1	-19.11	590	611	147.00
aae-miR-34-5p	AALF014961-RA.1	-20.60	10484	10505	154.00
aae-miR-34-5p	AALF015221-RA.1	-25.53	322	343	147.00
aae-miR-34-5p	AALF002005-RA.1	-20.93	423	444	149.00
aae-miR-34-5p	AALF009997-RA.1	-20.52	265	286	140.00
aae-miR-34-5p	AALF024816-RA.1	-21.85	2417	2440	153.00
aae-miR-34-5p	AALF024816-RA.1	-24.08	12514	12534	142.00
aae-miR-34-5p	AALF007885-RA.1	-24.57	68	89	157.00
aae-miR-34-5p	AALF022771-RA.1	-24.03	4037	4058	144.00
aae-miR-34-5p	AALF015276-RA.1	-18.80	96	120	142.00
aae-miR-34-5p	AALF008785-RA.1	-27.13	27702	27724	155.00
aae-miR-34-5p	AALF008785-RA.1	-17.08	4190	4212	143.00
aae-miR-34-5p	AALF008785-RA.1	-25.63	29019	29041	143.00
aae-miR-34-5p	AALF008785-RA.1	-18.55	15723	15742	141.00
aae-miR-34-5p	AALF008785-RA.1	-20.55	21361	21384	140.00
aae-miR-34-5p	AALF012725-RA.1	-27.05	466	487	159.00
aae-miR-34-5p	AALF015628-RA.1	-15.22	144	165	142.00
aae-miR-34-5p	AALF009682-RA.1	-25.15	46	67	147.00
aae-miR-34-5p	AALF009404-RA.1	-20.55	2243	2264	165.00
aae-miR-34-5p	AALF009513-RA.1	-21.99	185	208	143.00
aae-miR-34-5p	AALF018904-RA.1	-20.14	28	49	155.00
aae-miR-34-5p	AALF013836-RA.1	-24.07	4788	4809	153.00
aae-miR-34-5p	AALF013836-RA.1	-15.59	19861	19882	143.00
aae-miR-34-5p	AALF013836-RA.1	-20.09	8840	8860	142.00
aae-miR-34-5p	AALF002432-RA.1	-18.99	44	63	145.00
aae-miR-34-5p	AALF016961-RA.1	-23.56	181	203	147.00
aae-miR-34-5p	AALF012153-RA.1	-25.43	315	335	141.00
aae-miR-34-5p	AALF009470-RA.1	-23.18	420	443	140.00
aae-miR-34-5p	AALF006556-RA.1	-22.22	3859	3882	149.00
aae-miR-34-5p	AALF006556-RA.1	-21.79	7496	7516	142.00
aae-miR-34-5p	AALF006880-RA.1	-22.77	8678	8699	140.00
aae-miR-34-5p	AALF019022-RA.1	-13.32	1	8	140.00
aae-miR-34-5p	AALF023127-RA.1	-17.51	154	175	142.00
aae-miR-34-5p	AALF028469-RA.1	-25.85	9387	9411	162.00
aae-miR-34-5p	AALF028469-RA.1	-24.54	11099	11119	148.00
aae-miR-34-5p	AALF028469-RA.1	-24.45	10683	10703	145.00
aae-miR-34-5p	AALF020428-RA.1	-18.73	1061	1084	140.00
aae-miR-34-5p	AALF027730-RA.1	-24.08	478	500	146.00
aae-miR-34-5p	AALF011607-RA.1	-29.33	912	934	143.00
aae-miR-34-5p	AALF004538-RA.1	-16.24	320	341	140.00
aae-miR-34-5p	AALF028052-RA.1	-20.97	296	319	142.00
aae-miR-34-5p	AALF028052-RA.1	-23.15	2529	2549	142.00
aae-miR-34-5p	AALF002317-RA.1	-22.08	14855	14876	147.00
aae-miR-34-5p	AALF002317-RA.1	-28.18	5999	6021	143.00
aae-miR-34-5p	AALF014692-RA.1	-21.52	453	472	150.00
aae-miR-34-5p	AALF018542-RA.1	-20.18	688	711	141.00
aae-miR-34-5p	AALF021651-RA.1	-22.13	4499	4519	162.00
aae-miR-34-5p	AALF021651-RA.1	-22.75	128	148	150.00
aae-miR-34-5p	AALF021651-RA.1	-17.11	4368	4389	145.00
aae-miR-34-5p	AALF001416-RA.1	-23.23	16	38	157.00
aae-miR-34-5p	AALF013791-RA.1	-19.84	12	32	143.00
aae-miR-34-5p	AALF002063-RA.1	-15.51	4433	4454	147.00
aae-miR-34-5p	AALF022020-RA.1	-21.84	350	371	142.00
aae-miR-34-5p	AALF022185-RA.1	-23.39	1135	1157	143.00
aae-miR-34-5p	AALF014153-RA.1	-19.97	39	64	142.00
aae-miR-34-5p	AALF016416-RA.1	-16.63	338	357	150.00
aae-miR-34-5p	AALF009823-RA.1	-23.64	485	506	144.00
aae-miR-34-5p	AALF010236-RA.1	-31.16	87	108	146.00
aae-miR-34-5p	AALF027668-RA.1	-19.92	1322	1345	143.00
aae-miR-34-5p	AALF019181-RA.1	-17.84	1	21	140.00
aae-miR-34-5p	AALF025880-RA.1	-18.37	81	101	141.00
aae-miR-34-5p	AALF013614-RA.1	-21.21	230	252	147.00
aae-miR-34-5p	AALF010242-RA.1	-18.70	1330	1351	148.00
aae-miR-34-5p	AALF010242-RA.1	-14.84	9938	9959	147.00
aae-miR-34-5p	AALF010242-RA.1	-22.58	3762	3785	146.00
aae-miR-34-5p	AALF004751-RA.1	-19.84	509	529	146.00
aae-miR-34-5p	AALF023546-RA.1	-21.45	96	116	146.00
aae-miR-34-5p	AALF008706-RA.1	-19.41	417	437	142.00
aae-miR-34-5p	AALF008921-RA.1	-26.14	25	46	144.00
